ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;20000;20000;1054;0;48;0;0;0;48;0;0.0527;0.0020099999999999996;;190048;190058;177014;192672;190048;190050;190055;175019;394806;190050
2;19;20000;20000;663;0;48;0;0;0;48;0;0.03315;0.0020099999999999996;;119529;119533;375024;391259;119529;119537;119674;247181;446222;119617
3;18;20000;20000;355;0;48;0;0;0;48;0;0.01775;0.0020099999999999996;;64233;64235;502531;518765;64233;64100;64236;175019;508282;64136
4;17;60000;60000;3855;0;16;0;0;0;16;0;0.06425;0.00067;;694587;694592;580120;590972;694587;694588;694593;580008;4803624;694589
5;16;60000;60000;276;0;16;0;0;0;16;0;0.0046;0.00067;;49880;49880;1282804;1293647;49880;49888;49888;1282787;4745568;49888
6;15;60000;60000;3474;0;16;0;-8;0;16;8;0.0579;0.00067;;625893;626013;1340771;1351609;625906;625894;1030312;1340820;3707072;828057
7;14;60000;60000;1602;0;16;0;0;0;16;0;0.0267;0.00067;;288701;288703;1974892;1985726;288701;288682;288823;1975032;3410201;288750
8;13;60000;60000;8407;0;16;16;8;0;16;8;0.14011666666666667;0.00067;;1919131;1919235;2271681;2282509;1919142;1514424;1918793;1877420;2272569;1716590
9;12;60000;60000;7141;0;16;0;0;0;16;0;0.11901666666666667;0.00067;;1286420;1286425;4198970;4209801;1286420;1286421;1286426;582803;4199632;1286421
10;11;120000;120000;5392;0;8;0;0;0;8;0;0.04493333333333333;0.000335;;971364;971482;5496045;5504332;971378;971365;971484;5496206;5529102;971423
11;10;120000;120000;78;0;8;0;0;0;8;0;0.00065;0.000335;;14231;14231;6475999;6484277;14231;14239;14239;5496692;6476838;14239
12;9;480000;480000;7875;0;2;2;1;0;2;1;0.01640625;8.375e-05;;1822704;1822776;6499695;6506924;1822740;1418666;6743188;18644445;32007519;4080927
13;8;480000;480000;19625;0;2;2;-2;0;2;4;0.04088541666666667;8.375e-05;;8857866;8858045;8330420;8338263;8857955;10268620;10268792;20071750;21730683;10268706
14;7;480000;480000;33750;0;2;6;2;0;2;4;0.0703125;8.375e-05;;13215336;13215505;17196414;17204766;13215420;11807421;11807651;9914989;30349068;11807536
15;6;480000;480000;6813;0;2;0;-1;0;2;1;0.01419375;8.375e-05;;1227263;1227265;30419874;30428740;1227264;1227382;7557127;8679643;42165227;4392254
16;5;480000;480000;9803;0;2;2;0;0;2;2;0.020422916666666666;8.375e-05;;7088832;7088921;31655009;31664559;7088876;2169830;2169869;6501753;49731054;2169849
17;4;960000;960000;15314;0;1;1;-1;0;1;2;0.015952083333333332;4.1875e-05;;3162563;3162563;38751882;38751882;3162563;8486711;8486711;96549673;96549673;8486711
18;3;960000;960000;22431;0;1;2;0;0;1;2;0.023365625;4.1875e-05;;10772529;10772529;41922655;41922655;10772529;10783733;10783733;85757894;85757894;10783733
19;2;960000;960000;3621;0;1;0;0;0;1;0;0.003771875;4.1875e-05;;652463;652463;52703401;52703401;652463;652462;652462;85097185;85097185;652462
20;1;960000;960000;116604;0;1;10;1;0;1;9;0.1214625;4.1875e-05;;84915095;84915095;53364056;53364056;84915095;46330149;46330149;38758730;38758730;46330149
;;960000;;;;;41;;;;41;0.8885395833333334;0.011306250000000006;0.8998458333333333
;;;;;;;0.0;;;;;
