ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;22500;22500;71;0;5040;0;0;0;5040;0;0.0031555555555555555;0.002516888888888889;;12977;12979;85551;193645;12977;12981;12983;83514;1369605;12981
2;19;30240;30240;1376;0;3750;120;-3;0;3750;123;0.0455026455026455;0.0018726851851851853;;248018;277504;10220;215148;248023;248019;278745;8386;2597418;248028
3;18;33750;33750;3017;0;3360;360;34;0;3360;326;0.08939259259259259;0.001677925925925926;;543627;814776;40551;471145;572128;543629;815510;38514;2586738;569524
4;17;35000;35000;521;0;3240;0;-7;0;3240;7;0.014885714285714285;0.0016179999999999999;;93978;98743;175551;1022880;93978;93982;122735;173514;2709675;93986
5;16;39375;39375;1139;0;2880;90;-5;0;2880;95;0.028926984126984127;0.0014382222222222222;;205348;469052;18320;1125141;213081;205329;473674;16486;3283648;212794
6;15;45360;45360;513;0;2500;160;-28;0;2500;188;0.01130952380952381;0.001248456790123457;;92533;865676;10791;1338763;94739;92537;865719;8386;5218024;97686
7;14;47250;47250;2394;0;2400;500;-38;0;2400;538;0.050666666666666665;0.0011985185185185185;;431359;822768;40551;1439765;463337;431359;1358080;38515;4555012;472303
8;13;50000;50000;2900;0;2268;860;-30;0;2268;890;0.058;0.0011326;;522447;1848760;175555;1879509;655975;522429;1849255;173518;4443735;646480
9;12;56250;56250;392;0;2016;59;-53;0;2016;112;0.006968888888888889;0.0010067555555555556;;70756;997168;40555;2410497;78868;70735;1020057;38518;5218486;86261
10;11;56700;56700;6015;0;2000;2184;319;0;2000;1865;0.10608465608465609;0.0009987654320987654;;1083622;3311766;13565;2489729;1456621;1083610;2784852;11537;5119438;1368756
11;10;60480;60480;7635;0;1875;2765;749;0;1875;2016;0.12624007936507936;0.0009363425925925927;;1375347;4563615;267402;3573339;2112628;1375327;3254343;265415;6522329;1738127
12;9;70000;70000;2356;0;1620;727;134;0;1620;593;0.03365714285714286;0.0008089999999999999;;424510;5044013;278738;5000958;750667;424509;4639857;276715;7463627;632237
13;8;72000;72000;281;0;1575;34;-65;0;1575;99;0.0039027777777777776;0.0007865277777777777;;50781;3122134;175824;5427629;63826;50755;2516268;174026;8122395;79248
14;7;75000;75000;4074;0;1512;1373;203;0;1512;1170;0.05432;0.0007550666666666667;;733990;6058653;175555;5514223;1398377;733993;4933313;173518;8235027;1127696
15;6;78750;78750;1196;0;1440;322;31;0;1440;291;0.015187301587301588;0.0007191111111111111;;215609;5367856;255542;7161812;379921;215598;4623769;253811;9191308;326259
16;5;81000;81000;2180;0;1400;703;70;0;1400;633;0.02691358024691358;0.0006991358024691359;;392837;6852989;175555;7584040;812374;392838;5773345;173518;9220109;687448
17;4;84000;84000;10418;4;1350;3856;868;0;1350;2988;0.12402380952380952;0.0006741666666666667;;1876629;10397520;175555;8013877;4851713;1876620;8273724;173518;8643562;3417566
18;3;84375;84375;2926;8;1344;1067;259;0;1344;808;0.03467851851851852;0.0006711703703703703;;527132;10860844;18324;21921467;1603157;527121;5756114;61018;10426869;951109
19;2;87500;87500;7003;145;1296;3036;1119;0;1296;1917;0.08003428571428571;0.0006472;;1261561;17827460;85555;25323223;6315939;1261584;6393936;83518;10443206;2271144
20;1;90720;90720;4892;985;1250;2503;1233;0;1250;1270;0.05392416225749559;0.0006242283950617284;;881224;35196779;789485;59300632;12002088;881227;5184443;793332;11718609;1388672
;;113400000;;;;;20719;;;;15929;0.9677748853615522;0.02203076790123457;0.9898056532627868
;;;;;;;0.2311887639364834;;;;;
