ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;25200;25200;150;0;4500;0;0;0;4500;0;0.005952380952380952;0.0022472222222222225;;27206;27208;32392;193428;27206;27210;32248;29989;1379266;27210
2;19;30240;30240;1763;0;3750;0;0;0;3750;0;0.058300264550264554;0.0018726851851851853;;317667;324411;10792;228603;317668;317668;326114;8389;1960617;317673
3;18;33750;33750;828;0;3360;0;-51;0;3360;51;0.024533333333333334;0.001677925925925926;;149228;153918;40831;554441;149229;149232;481350;39005;2434968;150030
4;17;35000;35000;2453;0;3240;780;293;0;3240;487;0.07008571428571428;0.0016179999999999999;;441980;941371;175552;711895;481799;441967;821332;173517;2396595;466882
5;16;39375;39375;1645;0;2880;90;-150;0;2880;240;0.041777777777777775;0.0014382222222222222;;296434;633760;18331;1162058;306567;296415;672098;16505;2692828;310371
6;15;40000;40000;1872;0;2835;495;111;0;2835;384;0.0468;0.00141575;;337302;849257;175552;1466288;377100;337283;835743;173517;2827152;362923
7;14;42000;42000;2005;0;2700;660;338;0;2700;322;0.04773809523809524;0.0013483333333333333;;361355;1809415;175562;1812055;438892;361337;861363;173990;3054570;390281
8;13;47250;47250;5073;0;2400;1932;397;0;2400;1535;0.10736507936507937;0.0011985185185185185;;913935;2548499;40556;2185699;1191305;913917;2057114;38521;4522920;1097711
9;12;50000;50000;1952;0;2268;799;95;0;2268;704;0.03904;0.0011326;;351682;2934196;175825;3103318;465843;351683;2244569;173993;4961243;439240
10;11;50400;50400;684;0;2250;83;-95;0;2250;178;0.013571428571428571;0.0011236111111111113;;123320;1258104;68301;3474937;137669;123324;1259041;66202;5255843;151085
11;10;56700;56700;294;0;2000;90;-10;0;2000;100;0.005185185185185185;0.0009987654320987654;;53110;1103034;13825;3604881;68884;53114;1210068;11993;6627263;67686
12;9;64800;64800;146;0;1750;28;-40;0;1750;68;0.0022530864197530865;0.0008739197530864197;;26471;1070084;31835;3666464;30600;26475;2925214;30029;7967318;45358
13;8;65625;65625;6099;0;1728;2672;585;0;1728;2087;0.09293714285714286;0.0008629333333333332;;1098725;4606520;18056;3684436;1816351;1098723;4166563;16021;7009672;1680173
14;7;70000;70000;9978;0;1620;4517;1526;0;1620;2991;0.14254285714285714;0.0008089999999999999;;1797435;6799520;626820;4863100;3461866;1797302;4829819;624831;6844370;2540382
15;6;72000;72000;1974;0;1575;999;324;0;1575;675;0.027416666666666666;0.0007865277777777777;;355656;7772815;175556;10101234;901832;355643;4911500;173521;8731465;589044
16;5;75600;75600;2698;0;1500;1101;139;0;1500;962;0.035687830687830685;0.0007490740740740741;;486066;8054971;68410;10513158;1084508;486065;4600690;652109;8526155;813948
17;4;78750;78750;5514;7;1440;2560;1242;0;1440;1318;0.07001904761904762;0.0007191111111111111;;993319;9870904;347178;11338197;2820233;993309;4003139;449851;8659916;1479862
18;3;84375;84375;7698;237;1344;3983;1554;0;1344;2429;0.09123555555555556;0.0006711703703703703;;1386663;21004693;33236;21350356;7222172;1386668;9048158;61021;10529189;2641907
19;2;90720;90720;2964;643;1250;1579;713;0;1250;866;0.03267195767195767;0.0006242283950617284;;533954;43234915;344325;68191380;7388597;533954;10336992;342308;11937950;1066016
20;1;94500;94500;1125;989;1200;679;364;0;1200;315;0.011904761904761904;0.0005992592592592592;;202811;98813202;1099030;159572148;8071095;202814;5637385;1097092;12817175;391090
;;113400000;;;;;23047;;;;15712;0.9670181657848324;0.022766858024691364;0.9897850238095237
;;;;;;;0.31826268060918994;;;;;
