ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;25200;25200;2501;0;4502;0;-4154;4161;4500;4154;0.09924603174603175;0.0022472222222222225;;450639;460012;31830;197284;450642;450613;469732;30046;10800981;450620
2;19;28350;28350;74;0;4002;0;-3539;3540;4000;3539;0.0026102292768959436;0.0019975308641975308;;13517;13523;4820;656475;13517;13521;20960;21037;12063212;13521
3;18;33750;33750;1354;0;3362;368;-2527;2893;3360;2895;0.04011851851851852;0.001677925925925926;;244057;740978;40822;677979;277802;244038;710027;84046;12782387;244056
4;17;37800;37800;761;0;3002;60;-2707;2767;3000;2767;0.020132275132275133;0.0014981481481481482;;137175;394928;31830;930203;141871;137179;150676;640318;13365080;137179
5;16;40000;40000;398;0;2836;30;-2501;2531;2835;2531;0.00995;0.00141575;;71827;99378;175820;1075637;71830;71831;535409;603141;13680221;71831
6;15;42000;42000;485;0;2701;100;-2345;2444;2700;2445;0.011547619047619048;0.0013483333333333333;;87501;173497;175820;1155630;87868;87505;559223;998497;13943498;87507
7;14;47250;47250;2404;0;2401;288;-1920;2207;2400;2208;0.05087830687830688;0.0011985185185185185;;433143;984270;40820;1251498;457997;433144;901675;453390;14446158;433167
8;13;50000;50000;3415;0;2269;1002;-1065;2064;2268;2067;0.0683;0.0011326;;615258;2136533;175826;1692939;764033;615246;648314;1680541;14316560;615268
9;12;56700;56700;1180;0;2001;166;-1617;1780;2000;1783;0.020811287477954146;0.0009987654320987654;;212708;1369750;36537;2316545;241938;212707;684830;2303550;15355957;212765
10;11;60000;60000;2945;0;1891;801;-901;1692;1890;1702;0.04908333333333333;0.0009438333333333334;;530550;2197732;175824;2537806;677660;530537;1253853;2524190;15409914;532147
11;10;60480;60480;12542;0;1876;4764;2962;1788;1875;1802;0.20737433862433863;0.0009363425925925927;;2259185;5183949;10800;3077698;3458912;2259165;2770167;3062739;13381526;2263014
12;9;63000;63000;223;0;1801;28;-1597;1624;1800;1625;0.0035396825396825397;0.000898888888888889;;40343;4005574;175827;5850578;50040;40347;48440;5730577;15596872;40350
13;8;64800;64800;2478;0;1751;813;-792;1603;1750;1605;0.03824074074074074;0.0008739197530864197;;446482;6102128;31824;5899416;710050;446472;915021;5816972;15337700;447111
14;7;70000;70000;11081;0;1620;4612;3061;1537;1620;1551;0.1583;0.0008089999999999999;;1996095;8455206;175824;6599937;4438655;1996075;2724722;4692458;15857657;2001320
15;6;72000;72000;701;0;1575;243;-1097;1339;1575;1340;0.00973611111111111;0.0007865277777777777;;126380;5779348;175824;10708253;243729;126384;152873;6464409;17205669;126387
16;5;75000;75000;876;1;1512;307;-903;1208;1512;1210;0.01168;0.0007550666666666667;;157855;7913746;175826;10867926;361518;157885;624254;5485153;17977365;158056
17;4;75600;75600;9148;355;1500;4696;3347;1346;1500;1349;0.121005291005291;0.0007490740740740741;;1647901;18672268;638691;19522326;7334317;1647902;1685918;5951245;16470583;1650059
18;3;78750;78750;1633;541;1440;826;-312;1134;1440;1138;0.020736507936507935;0.0007191111111111111;;294251;39319541;85826;53829207;2922033;294243;764912;7565636;18581041;295043
19;2;81000;81000;321;584;1400;226;-897;1124;1400;1123;0.003962962962962963;0.0006991358024691359;;57946;42904289;175824;106885521;998818;57976;67355;7676750;18972663;57983
20;1;94500;94500;2861;1053;1052;1382;489;890;1200;893;0.030275132275132274;0.0005992592592592592;;515412;107801482;90951669;2611051309;18982775;515408;987761;10328152;20695129;516325
;;113439340;;;;;20712;;;;39727;0.9775283686067018;0.022284953703703706;0.9998133223104055
;;;;;;;-0.9180668211664735;;;;;
