ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;933;0;7203;0;-6210;6296;7200;6210;0.059238095238095236;0.003595555555555556;;168136;168283;40840;195659;168136;168106;178318;38983;9101786;168136
2;19;20000;20000;427;0;5672;0;-5023;5020;5670;5023;0.02135;0.0028315;;77063;77069;175840;372488;77063;77067;267182;173983;9781032;77067
3;18;35000;35000;4368;0;3241;990;-1997;2948;3240;2987;0.1248;0.0016179999999999999;;786929;1065439;175840;457526;836295;786910;1056619;174043;11685048;789000
4;17;39375;39375;6969;0;2881;1523;-1237;2717;2880;2760;0.1769904761904762;0.0014382222222222222;;1255337;2342032;18340;1252611;1417102;1255325;1541921;247794;11208115;1258290
5;16;47250;47250;1750;0;2401;330;-1741;2065;2400;2071;0.037037037037037035;0.0011985185185185185;;315313;1211893;217980;2520796;401172;315319;496285;811515;12486095;315455
6;15;50000;50000;220;0;2269;56;-1970;2024;2268;2026;0.0044;0.0011326;;39799;546894;175840;2847616;44913;39803;220630;1959059;13071135;39803
7;14;52500;52500;1427;0;2161;540;-1252;1781;2160;1792;0.027180952380952382;0.0010786666666666666;;257191;898971;85840;3074368;321016;257179;529215;2430745;12987759;257936
8;13;56250;56250;360;0;2017;39;-1703;1742;2016;1742;0.0064;0.0010067555555555556;;64993;576360;40844;3334548;70705;64997;76520;3323373;14121548;65001
9;12;60000;60000;3795;0;1891;1434;-301;1721;1890;1735;0.06325;0.0009438333333333334;;683666;3668032;261838;3408869;1116747;683654;873600;3396130;14103088;685136
10;11;60480;60480;942;0;1876;452;-1172;1617;1875;1624;0.015575396825396826;0.0009363425925925927;;169747;2859324;10244;4190298;240819;169751;356596;4151355;14619818;169998
11;10;65625;65625;6774;0;1729;2360;749;1578;1728;1611;0.10322285714285714;0.0008629333333333332;;1220240;5387425;18344;4381698;1939310;1220220;2207127;4174805;14472566;1225303
12;9;70875;70875;2615;0;1601;849;-466;1305;1600;1315;0.03689594356261023;0.0007990123456790123;;471151;5375210;18344;5606443;827286;471139;751224;4977617;16744682;472612
13;8;72000;72000;764;0;1576;218;-1159;1374;1575;1377;0.010611111111111111;0.0007865277777777777;;137719;4877941;175844;6272960;271009;137723;318685;6243485;16154603;137790
14;7;75600;75600;6285;0;1500;2583;1182;1379;1500;1401;0.08313492063492063;0.0007490740740740741;;1132214;8191602;31844;6416308;2846723;1132194;2206645;5433402;16306688;1136491
15;6;78750;78750;1066;0;1440;484;-234;710;1440;718;0.013536507936507937;0.0007191111111111111;;192201;8477092;1483145;10627272;496417;192189;375584;7134631;17203677;192832
16;5;81000;81000;1774;2;1400;720;-424;1137;1400;1144;0.021901234567901235;0.0006991358024691359;;319649;10261801;175844;10820819;998971;319637;597592;7317949;17935048;320512
17;4;84375;84375;370;6;1344;117;-902;1018;1344;1019;0.0043851851851851855;0.0006711703703703703;;66769;7764283;18920;18793943;140553;66799;258219;7474198;19032091;66801
18;3;90000;90000;5452;52;1260;2158;1085;1048;1260;1073;0.06057777777777778;0.0006292222222222222;;982152;12296436;175844;18944160;3743154;982137;3508495;7887474;18847081;988256
19;2;90720;90720;2447;59;1250;1043;36;996;1250;1007;0.02697310405643739;0.0006242283950617284;;440895;18339285;24654;35061222;2374152;440896;719136;9692848;19718518;442741
20;1;100000;100000;7948;1080;1079;3653;2629;1002;1134;1024;0.07948;0.0005663;;1431665;56682191;34340983;1027883396;18826216;1431664;1710652;10225307;20117100;1436463
;;113435168;;;;;19549;;;;39659;0.9769405996472665;0.02288670987654321;0.9998273095238097
;;;;;;;-1.0286971200572919;;;;;
