ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;22500;22500;383;0;5042;0;-4356;4373;5040;4356;0.017022222222222223;0.002516888888888889;;69145;69147;85820;195582;69145;69115;78592;83986;11649808;69145
2;19;26250;26250;1035;0;4322;0;-3835;3835;4320;3835;0.03942857142857143;0.002157333333333333;;186631;191813;40820;273260;186632;186612;200503;39037;12129482;186630
3;18;33750;33750;749;0;3362;0;-2902;2900;3360;2902;0.022192592592592594;0.001677925925925926;;135016;139706;40822;467889;135016;135005;150017;39037;13335575;135020
4;17;35000;35000;1121;0;3242;120;-2802;2922;3240;2922;0.03202857142857143;0.0016179999999999999;;202118;351119;175820;611090;207321;202099;221395;174009;13349653;202106
5;16;39375;39375;375;0;2882;0;-2495;2494;2880;2495;0.009523809523809525;0.0014382222222222222;;67696;72385;18320;821333;67696;67700;150741;16537;14060291;67701
6;15;42000;42000;640;0;2701;0;-2434;2431;2700;2434;0.015238095238095238;0.0013483333333333333;;115398;115544;175820;897319;115398;115402;265019;887726;14408283;115402
7;14;45000;45000;3046;0;2521;600;-1640;2236;2520;2240;0.0676888888888889;0.0012584444444444444;;548842;759659;253721;1020914;588753;548827;768693;459656;14390316;548868
8;13;47250;47250;1516;0;2401;0;-2105;2096;2400;2105;0.032084656084656084;0.0011985185185185185;;273212;278394;40824;1578057;273212;273193;554715;732535;14512786;273248
9;12;52500;52500;371;0;2161;59;-1836;1892;2160;1895;0.007066666666666666;0.0010786666666666666;;66964;216533;281404;1859743;70612;66986;296910;947516;15381534;66986
10;11;54000;54000;5797;0;2101;1946;12;1916;2100;1934;0.10735185185185185;0.0010487037037037038;;1044257;2386459;175824;1935130;1232668;1044238;1350834;1913117;14597845;1046026
11;10;56700;56700;541;0;2001;38;-1639;1670;2000;1677;0.009541446208112874;0.0009987654320987654;;97582;375524;13824;2989727;101231;97586;455337;1153899;16077640;97595
12;9;60000;60000;3941;0;1891;1140;-518;1647;1890;1658;0.06568333333333333;0.0009438333333333334;;709939;2055059;175819;3095968;851476;709936;936506;2634369;15721681;711210
13;8;60480;60480;3339;0;1876;1358;-281;1631;1875;1639;0.05520833333333333;0.0009363425925925927;;601580;3910846;10224;3818491;970355;601561;1097377;3174802;15723892;602764
14;7;75000;75000;725;0;1513;215;-1048;1263;1512;1263;0.009666666666666667;0.0007550666666666667;;130698;2842199;175824;4519058;178187;130702;140283;4490843;18281084;130706
15;6;78750;78750;4313;0;1441;1358;122;1230;1440;1236;0.054768253968253966;0.0007191111111111111;;776997;4484657;313517;4663199;1241363;776999;1193204;4470542;18881937;778223
16;5;81000;81000;7409;0;1401;2900;1658;1218;1400;1242;0.09146913580246914;0.0006991358024691359;;1334665;6730881;175824;5632413;2324178;1334646;1833834;5343174;18946610;1339150
17;4;84000;84000;9852;0;1350;3799;2561;1216;1350;1238;0.11728571428571428;0.0006741666666666667;;1774640;9056138;300476;7434604;4198494;1774620;2070641;6469899;18460632;1778548
18;3;84375;84375;1436;0;1344;511;-612;1119;1344;1123;0.01701925925925926;0.0006711703703703703;;258806;9451503;18779;13466475;640986;258794;459388;9211544;19861569;258909
19;2;87500;87500;17469;1144;1296;7638;6389;1221;1296;1249;0.1996457142857143;0.0006472;;3146607;26803663;85834;17553349;14851453;3146608;3580229;6783931;18508775;3152866
20;1;90720;90720;628;622;621;172;-808;977;1250;980;0.0069223985890652555;0.0006242283950617284;;113239;378052317;361836114;10665832414;28960565;113243;314980;7557455;21331192;113409
;;113442818;;;;;21854;;;;40423;0.9768361816578485;0.02301005740740741;0.9998462390652558
;;;;;;;-0.8496842683261645;;;;;
