ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;30240;30240;110;0;3750;0;0;0;3750;0;0.0036375661375661374;0.0013293650793650795;;19998;20000;9971;196625;19998;20002;20004;7911;197686;20002
2;19;35000;35000;3387;0;3240;330;0;0;3240;330;0.09677142857142858;0.0011485714285714285;;610233;648059;175571;225152;613403;610235;647480;173502;226133;613378
3;18;39375;39375;1397;0;2880;60;-16;0;2880;76;0.03547936507936508;0.001020952380952381;;251792;285653;18071;843383;251793;251773;287759;16011;1263185;251854
4;17;42000;42000;1520;0;2700;150;18;0;2700;132;0.03619047619047619;0.0009571428571428571;;273920;307753;175571;1103326;275403;273907;307608;173511;1338842;275235
5;16;50000;50000;11263;0;2268;2754;550;0;2268;2204;0.22526;0.000804;;2028853;3247006;175571;1385340;2412383;2028854;2963136;173511;1386529;2328534
6;15;52500;52500;2504;0;2160;324;124;0;2160;200;0.047695238095238096;0.0007657142857142857;;451149;2822392;85571;3428904;594930;451147;490990;83511;3424383;454393
7;14;56700;56700;1350;0;2000;228;16;0;2000;212;0.023809523809523808;0.000708994708994709;;243309;3695759;13571;3883951;344547;243308;3491483;11512;3883968;333689
8;13;75000;75000;1697;0;1512;168;-6;0;1512;174;0.022626666666666666;0.000536;;305783;1424275;175575;4138898;332518;305783;1423907;173515;4136700;334993
9;12;75600;75600;2775;0;1500;486;23;0;1500;463;0.03670634920634921;0.0005317460317460317;;499937;4216716;31575;4450034;769942;499937;4216034;29515;4450206;759343
10;11;78750;78750;1528;0;1440;276;18;0;1440;258;0.019403174603174603;0.0005104761904761905;;275353;3833592;301460;4963249;433935;275353;3517260;299439;4963383;403039
11;10;87500;87500;2465;0;1296;441;45;0;1296;396;0.028171428571428573;0.00045942857142857146;;444127;1745378;85575;5247218;568357;444126;1526059;83515;5247440;536592
12;9;100800;100800;2394;0;1125;401;-3;0;1125;404;0.02375;0.00039880952380952383;;431372;4828429;31575;5727192;705924;431359;4406953;29515;5939135;705740
13;8;112500;112500;391;0;1008;54;5;0;1008;49;0.0034755555555555555;0.0003573333333333333;;70569;1572252;85575;6167299;91989;70573;2121167;83515;6739740;91975
14;7;120000;120000;4127;0;945;677;4;0;945;673;0.03439166666666667;0.000335;;743529;6491746;175575;6246588;1162000;743527;5968425;173515;12543467;1192616
15;6;131250;131250;341;0;864;37;-5;0;864;42;0.002598095238095238;0.00030628571428571423;;61576;2108465;40575;8180344;80704;61580;3809817;38515;10934905;102674
16;5;141750;141750;498;0;800;72;-21;0;800;93;0.0035132275132275133;0.00028359788359788357;;89830;5026694;40575;8229422;161936;89834;5025133;38515;11154901;192498
17;4;162000;162000;15356;0;700;2635;112;0;700;2523;0.09479012345679012;0.00024814814814814816;;2766053;13973029;175575;8353836;6857652;2766054;13869067;173515;11999112;6926960
18;3;168750;168750;2541;0;672;407;-12;0;672;419;0.015057777777777778;0.00023822222222222222;;457823;14812503;40575;16695666;1273938;457812;6216806;38515;16212212;1198073
19;2;180000;180000;16411;0;630;2704;224;0;630;2480;0.09117222222222222;0.00022333333333333336;;2956078;20578205;175575;17162397;10005972;2988950;10322045;173515;17138413;7243721
20;1;405000;405000;17873;0;280;1320;0;0;280;1320;0.044130864197530865;9.925925925925925e-05;;3252867;34001586;175575;26162184;16567965;3252447;33893892;173515;26152911;16510625
;;113400000;;;;;13524;;;;12448;0.888630749559083;0.011262380952380953;0.899893130511464
;;;;;;;0.07956225968648328;;;;;
