ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;1628;0;7200;0;0;0;7200;0;0.10336507936507937;0.0025523809523809527;;293374;298833;40571;195386;293374;293375;298820;38511;195611;293375
2;19;26250;26250;126;0;4320;0;0;0;4320;0;0.0048;0.0015314285714285714;;22867;22873;40566;497314;22867;22875;22877;38511;497436;22875
3;18;39375;39375;1707;0;2880;0;0;0;2880;0;0.043352380952380955;0.001020952380952381;;307586;315486;18071;528171;307587;307587;316137;16011;528383;307589
4;17;45360;45360;1510;0;2500;180;0;0;2500;180;0.033289241622574954;0.0008862433862433862;;272141;929977;9971;840673;290412;272142;930362;7911;840391;290365
5;16;50400;50400;2962;0;2250;730;10;0;2250;720;0.05876984126984127;0.0007976190476190477;;533616;1189593;31571;1121131;565849;533617;1189497;29511;1120992;564228
6;15;54000;54000;1840;0;2100;180;0;0;2100;180;0.034074074074074076;0.0007444444444444445;;331539;656946;175571;1663132;346150;331540;656297;173511;1663124;346117
7;14;60480;60480;317;0;1875;4;0;0;1875;4;0.005241402116402116;0.0006646825396825397;;57258;62717;9971;2003175;57258;57262;62926;7912;2003245;57266
8;13;65625;65625;3781;0;1728;862;16;0;1728;846;0.057615238095238094;0.0006125714285714285;;681117;2228004;18085;2063991;863655;681121;2229109;16034;2061130;862403
9;12;72000;72000;596;0;1575;153;-7;0;1575;160;0.008277777777777778;0.0005583333333333333;;107476;1668385;175575;2752901;141485;107484;1667698;173515;2750170;142031
10;11;75000;75000;773;0;1512;62;6;0;1512;56;0.010306666666666667;0.000536;;139334;993503;175575;2868097;151259;139338;992836;173515;2865449;149684
11;10;87500;87500;4668;0;1296;1163;8;0;1296;1155;0.053348571428571426;0.00045942857142857146;;840916;2765567;85575;3321772;1166914;840906;2764161;83515;3318814;1167378
12;9;112500;112500;1964;0;1008;347;-68;0;1008;415;0.017457777777777777;0.0003573333333333333;;353853;2186773;85575;4189885;454273;353842;2735777;83515;8861302;497519
13;8;113400;113400;1757;0;1000;274;-36;0;1000;310;0.015493827160493827;0.0003544973544973545;;316587;3532977;31575;4532503;431604;316578;3748792;29515;7241837;448650
14;7;120000;120000;11203;0;945;2624;140;0;945;2484;0.09335833333333333;0.000335;;2018042;6745159;175575;4893148;3459675;2018046;6357047;173515;6667544;3344548
15;6;129600;129600;3946;0;875;749;-91;0;875;840;0.03044753086419753;0.00031018518518518515;;710849;7130936;31575;7546466;1156477;710837;6964672;29515;8602138;1178389
16;5;135000;135000;17934;0;840;4365;500;0;840;3865;0.13284444444444443;0.0002977777777777778;;3541238;12905131;175575;8265484;7023531;3540692;7804819;173515;8261715;5520212
17;4;168000;168000;12680;0;675;2367;80;0;675;2287;0.07547619047619047;0.00023928571428571429;;2284143;16844193;175575;15025258;6201704;2590100;15547828;173515;15017117;5623724
18;3;168750;168750;422;0;672;65;-3;0;672;68;0.002500740740740741;0.00023822222222222222;;76162;12623166;40575;19347746;156784;76166;6182283;38515;17905025;149999
19;2;180000;180000;7492;4;630;1465;130;0;630;1335;0.04162222222222222;0.00022333333333333336;;1349592;20444143;175575;19448459;3760464;1349594;6797286;173515;19422133;2605696
20;1;420000;420000;27474;0;270;2474;18;0;270;2456;0.06541428571428572;9.571428571428571e-05;;7002850;42589511;207275;40262436;26240056;7000017;39269892;205258;40250336;25888240
;;113400000;;;;;18064;;;;17361;0.8870556261022927;0.012815433862433863;0.8998710599647266
;;;;;;;0.03891718334809566;;;;;
