ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;22500;22500;394;0;5040;0;0;0;5040;0;0.017511111111111113;0.002516888888888889;;71117;71119;85551;196072;71117;71121;71257;83514;1395586;71121
2;19;25200;25200;220;0;4500;0;0;0;4500;0;0.00873015873015873;0.0022472222222222225;;39799;39805;31561;275720;39799;39803;44845;29533;1833725;39806
3;18;30240;30240;4150;0;3750;660;-2;0;3750;662;0.13723544973544974;0.0018726851851851853;;747693;841468;9961;323489;763896;747695;843397;7933;2115526;764034
4;17;37800;37800;1025;0;3000;90;-8;0;3000;98;0.027116402116402115;0.0014981481481481482;;184810;269798;31820;1079340;187172;184810;275372;29986;3152982;187364
5;16;39375;39375;2376;0;2880;570;70;0;2880;500;0.06034285714285714;0.0014382222222222222;;428130;1441307;18051;1272354;484907;428113;1323212;16014;3182665;479839
6;15;42000;42000;74;0;2700;0;-10;0;2700;10;0.0017619047619047618;0.0013483333333333333;;13517;13523;175551;1708706;13517;13521;780848;173514;4113624;13525
7;14;45360;45360;60;0;2500;0;-9;0;2500;9;0.0013227513227513227;0.001248456790123457;;11001;11144;10791;1730506;11001;11005;95649;8403;4817636;11009
8;13;50000;50000;4716;0;2268;1808;102;0;2268;1706;0.09432;0.0011326;;849557;2403358;175555;1749825;1094775;849540;2404642;173518;4989064;1100036
9;12;50400;50400;1714;0;2250;396;100;0;2250;296;0.03400793650793651;0.0011236111111111113;;308855;1723218;80529;2607871;376805;308843;1599105;78525;5645713;356162
10;11;56250;56250;1604;0;2016;504;-44;0;2016;548;0.028515555555555554;0.0010067555555555556;;289037;2075239;40555;2927055;374976;289038;2160979;38518;6618070;391880
11;10;60000;60000;3430;0;1890;1157;-38;0;1890;1195;0.057166666666666664;0.0009438333333333334;;617962;3652344;175555;3224536;859546;617949;2410345;173518;6551638;843623
12;9;63000;63000;72;0;1800;4;-16;0;1800;20;0.001142857142857143;0.000898888888888889;;13160;37840;175824;3851101;13160;13164;1918142;174041;6931469;17322
13;8;64800;64800;2702;0;1750;766;-58;0;1750;824;0.04169753086419753;0.0008739197530864197;;486798;3985469;31824;3871191;677398;486796;3202119;30013;6561586;686957
14;7;65625;65625;9282;0;1728;4216;1166;0;1728;3050;0.14144;0.0008629333333333332;;1672026;6006196;18055;4451087;3070069;1672028;4442955;16018;7144085;2419614
15;6;72000;72000;7159;0;1575;3189;885;0;1575;2304;0.09943055555555555;0.0007865277777777777;;1289648;8537393;175555;7159978;3037686;1289668;5742190;173518;8142863;2042356
16;5;75000;75000;31;0;1512;41;31;0;1512;10;0.0004133333333333333;0.0007550666666666667;;5782;5706451;175555;9020652;29197;5786;1208438;173518;8372955;6954
17;4;87500;87500;1250;0;1296;511;119;0;1296;392;0.014285714285714285;0.0006472;;225321;8012947;85555;9034924;556919;225322;5499171;83518;11125148;407114
18;3;90720;90720;12812;122;1250;5644;2408;0;1250;3236;0.1412257495590829;0.0006242283950617284;;2307769;18992700;787355;10801737;9108437;2307793;9893275;785644;10559928;4278032
19;2;94500;94500;1161;169;1200;498;205;0;1200;293;0.012285714285714285;0.0005992592592592592;;209288;21449596;85555;58252267;1584741;209290;7916522;83518;12734098;393881
20;1;100000;100000;4684;877;1134;2050;950;0;1134;1100;0.04684;0.0005663;;843790;45255476;1034652;62728026;12845481;843814;10596984;1032728;13127350;1466342
;;113400000;;;;;22104;;;;16253;0.9667922486772487;0.022991080864197534;0.9897833295414462
;;;;;;;0.2647032211364459;;;;;
