ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;115;0;7200;0;0;0;7200;0;0.007301587301587302;0.003595555555555556;;20899;20901;40562;196369;20899;20903;20905;38536;199851;20903
2;19;18900;18900;1351;0;6000;0;0;0;6000;0;0.07148148148148148;0.0029962962962962964;;243513;250486;13821;225798;243513;243514;252190;11989;229198;243515
3;18;25200;25200;723;0;4500;0;0;0;4500;0;0.02869047619047619;0.0022472222222222225;;130341;136013;31821;477292;130341;130345;138533;30005;1216341;130349
4;17;26250;26250;769;0;4320;0;-6;0;4320;6;0.029295238095238096;0.002157333333333333;;138620;138764;40821;615861;138620;138624;426303;38989;1269452;138625
5;16;30240;30240;3884;0;3750;1247;50;0;3750;1197;0.12843915343915344;0.0018726851851851853;;699687;1110815;10797;762763;739578;699670;1110697;8405;1959461;736561
6;15;33750;33750;1497;0;3360;615;-37;0;3360;652;0.04435555555555556;0.001677925925925926;;269777;1412168;40552;1470790;333595;269777;1413697;38517;2628057;333358
7;14;35000;35000;2687;0;3240;1842;437;0;3240;1405;0.07677142857142857;0.0016179999999999999;;484095;1811494;175562;1748860;655154;484093;1602696;173537;2346762;611818
8;13;39375;39375;974;0;2880;276;-142;0;2880;418;0.024736507936507935;0.0014382222222222222;;175505;894020;18325;2244132;213312;175514;1150309;16509;3123970;218931
9;12;40000;40000;4013;0;2835;3210;451;0;2835;2759;0.100325;0.00141575;;723009;2843603;175556;2428093;1131764;723007;2170853;173521;3115097;999499
10;11;56250;56250;1226;0;2016;635;-64;0;2016;699;0.021795555555555554;0.0010067555555555556;;221004;2876113;40566;3196032;358149;221003;3072778;38540;5912232;406610
11;10;56700;56700;3734;0;2000;1957;-73;0;2000;2030;0.06585537918871252;0.0009987654320987654;;672671;3929905;266316;3685548;1127508;672672;3699013;264524;5756256;1175103
12;9;60000;60000;405;0;1890;234;1;0;1890;233;0.00675;0.0009438333333333334;;73102;2392164;175825;4373541;121389;73106;1994021;174016;6467951;115169
13;8;60480;60480;1420;0;1875;1040;199;0;1875;841;0.023478835978835978;0.0009363425925925927;;255933;3704047;719857;4443069;492910;255921;2535594;717544;7133606;428502
14;7;67500;67500;1064;0;1680;569;61;0;1680;508;0.01576296296296296;0.000838962962962963;;191843;4226446;364772;5003693;399535;191832;4142438;362797;8324254;368068
15;6;70000;70000;4513;0;1620;2454;217;0;1620;2237;0.06447142857142857;0.0008089999999999999;;813018;5290098;668944;5204154;1743631;813007;4783833;666932;7749318;1507311
16;5;75600;75600;1037;0;1500;455;-122;0;1500;577;0.013716931216931218;0.0007490740740740741;;186970;4859227;424306;8778598;389682;186970;3710171;422268;9007055;415107
17;4;78750;78750;3853;0;1440;1935;111;0;1440;1824;0.048926984126984124;0.0007191111111111111;;694114;7499347;403676;8974181;1832819;694092;4973755;447108;9105891;1520217
18;3;84375;84375;5654;7;1344;3028;323;0;1344;2705;0.06701037037037037;0.0006711703703703703;;1018513;10589403;18790;9960645;3583116;1018521;6966320;106553;10412605;2518463
19;2;90000;90000;369;13;1260;161;-37;0;1260;198;0.0041;0.0006292222222222222;;66582;7841743;175556;24316334;189808;66612;4060483;173512;11581778;176610
20;1;100000;100000;11865;832;1134;6309;1518;0;1134;4791;0.11865;0.0005663;;2137307;28089012;175556;24466034;15668808;2137332;12261496;173521;12070677;5998947
;;113400000;;;;;25967;;;;23080;0.9619148765432098;0.027887528395061735;0.9898024049382715
;;;;;;;0.11117957407478724;;;;;
