ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;1148;0;11340;0;0;0;11340;0;0.1148;0.005663;;206980;215507;175552;195407;206980;206981;216909;173517;199855;206981
2;19;18900;18900;137;0;6000;0;0;0;6000;0;0.007248677248677248;0.0029962962962962964;;24856;24862;13552;410944;24856;24864;25000;11517;1147848;24864
3;18;20000;20000;1858;0;5670;600;600;0;5670;0;0.0929;0.0028315;;334889;380706;391589;443789;339343;334889;349097;389655;1002844;335211
4;17;25200;25200;361;0;4500;0;-68;0;4500;68;0.014325396825396826;0.0022472222222222225;;65180;65186;32407;786726;65180;65184;630223;30005;2094330;69592
5;16;26250;26250;2399;0;4320;1440;315;0;4320;1125;0.09139047619047619;0.002157333333333333;;432279;1109263;40821;859986;499090;432260;1041749;38989;2093515;491954
6;15;28350;28350;636;0;4000;110;17;0;4000;93;0.022433862433862434;0.0019975308641975308;;114667;683989;4552;1300545;123418;114671;685185;20517;2765294;123133
7;14;30240;30240;531;0;3750;160;6;0;3750;154;0.01755952380952381;0.0018726851851851853;;95780;821429;10276;1423411;109493;95784;761806;8413;3142592;110240
8;13;42000;42000;5177;0;2700;3104;-229;0;2700;3333;0.12326190476190477;0.0013483333333333333;;932669;2256714;175825;1527583;1324056;932651;2510997;173993;3957785;1338670
9;12;45000;45000;351;0;2520;30;-171;0;2520;201;0.0078;0.0012584444444444444;;63378;794279;175825;2698431;69259;63382;1415893;174016;4947347;87036
10;11;52500;52500;4939;0;2160;3319;660;0;2160;2659;0.09407619047619048;0.0010786666666666666;;889705;2976851;527200;2770418;1389000;889693;1808546;525513;5362385;1229558
11;10;60000;60000;10231;0;1890;6630;181;0;1890;6449;0.17051666666666668;0.0009438333333333334;;2062817;6287882;735370;3702452;4009950;2062376;4706869;733699;5233685;3287980
12;9;60480;60480;3673;50;1875;2875;607;0;1875;2268;0.06073082010582011;0.0009363425925925927;;661693;8097045;115309;7134123;2199942;661678;4269393;113278;7910936;1306265
13;8;63000;63000;188;80;1800;165;2;0;1800;163;0.002984126984126984;0.000898888888888889;;34010;7564816;175556;17239343;162536;34010;1210803;173521;8539773;64057
14;7;65625;65625;527;63;1728;297;20;0;1728;277;0.00803047619047619;0.0008629333333333332;;95023;9345181;18901;17309417;366623;95043;2395639;886167;8499411;165939
15;6;70000;70000;743;179;1620;446;16;0;1620;430;0.010614285714285715;0.0008089999999999999;;133902;8442695;391523;17530291;408778;133927;3328140;924497;8519294;250557
16;5;78750;78750;672;64;1440;383;50;0;1440;333;0.008533333333333334;0.0007191111111111111;;121135;9857016;572318;17815275;422886;121150;6308557;570766;10418130;270439
17;4;84375;84375;2752;68;1344;1467;172;0;1344;1295;0.032616296296296296;0.0006711703703703703;;495789;18055162;18901;18064366;2187025;495789;8750238;84053;11625715;1269375
18;3;87500;87500;5346;515;1296;3497;1110;0;1296;2387;0.06109714285714286;0.0006472;;963061;21484702;86453;21950512;8065287;963064;9389873;615045;11691125;2200973
19;2;94500;94500;589;640;1200;440;199;0;1200;241;0.006232804232804233;0.0005992592592592592;;106192;44349960;119737;74378438;2696058;106222;8411804;117754;14094846;352032
20;1;100000;100000;1145;854;1134;596;133;0;1134;463;0.01145;0.0005663;;206412;64847975;1719740;74988347;5577667;206417;8557148;1717336;14308371;726088
;;113400000;;;;;25559;;;;21939;0.9586019841269838;0.031105051234567905;0.9897070353615517
;;;;;;;0.14163308423647247;;;;;
