ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;37800;37800;518;0;3000;0;0;0;3000;0;0.013703703703703704;0.0010634920634920635;;93438;93440;31557;196833;93438;93442;93579;29531;575998;93442
2;19;40000;40000;4351;0;2835;300;210;0;2835;90;0.108775;0.0010049999999999998;;783869;897400;175557;298827;795637;783871;894114;173531;299487;788099
3;18;50000;50000;8831;0;2268;495;27;0;2268;468;0.17662;0.000804;;1590727;1711237;175557;1090799;1616516;1590716;1707455;173531;1091537;1615155
4;17;52500;52500;329;0;2160;18;0;0;2160;18;0.006266666666666667;0.0007657142857142857;;59417;166323;85557;2689644;59657;59421;165907;83531;2690591;59651
5;16;56250;56250;513;0;2016;69;9;0;2016;60;0.00912;0.0007146666666666666;;92533;997782;40557;2757343;107760;92537;997299;38531;2758240;107605
6;15;60000;60000;813;0;1890;21;0;0;1890;21;0.01355;0.00067;;146542;253532;175557;2858109;147595;146546;254790;173531;2859063;147641
7;14;63000;63000;268;0;1800;12;0;0;1800;12;0.004253968253968254;0.0006380952380952382;;48431;952021;175557;3013045;52387;48439;1661918;173532;3014105;54900
8;13;65625;65625;866;0;1728;72;0;0;1728;72;0.013196190476190476;0.0006125714285714285;;156079;1216730;18071;3069925;183153;156083;1215996;16054;3071074;180030
9;12;67500;67500;1934;0;1680;207;63;0;1680;144;0.028651851851851852;0.0005955555555555556;;348455;1486919;85561;3234509;394955;348456;1957739;83535;3235767;389134
10;11;70000;70000;3374;0;1620;555;219;0;1620;336;0.0482;0.0005742857142857142;;607868;2744516;175561;3591543;699497;607869;2220390;173535;3592860;659792
11;10;120000;120000;1950;0;945;360;18;0;945;342;0.01625;0.000335;;351321;2322338;1124254;4211915;469041;351309;3032447;1122379;7128629;474659
12;9;131250;131250;4586;0;864;403;-67;0;864;470;0.03494095238095238;0.00030628571428571423;;826167;3701002;206039;4571972;1059582;826150;4384066;204042;8725375;1137668
13;8;141750;141750;2343;0;800;253;-24;0;800;277;0.01652910052910053;0.00028359788359788357;;422192;4452025;40561;5389809;711662;422180;4238056;38535;11936919;732404
14;7;150000;150000;8250;0;756;1018;53;0;756;965;0.055;0.000268;;1486151;5332024;1775435;5843559;2101452;1486131;4122921;1773431;7544937;1905235
15;6;157500;157500;1219;0;720;92;-47;0;720;139;0.0077396825396825394;0.00025523809523809527;;219741;5114595;153963;8218320;320650;219729;4031367;151980;11460799;376552
16;5;168750;168750;17094;0;672;1971;55;0;672;1916;0.10129777777777778;0.00023822222222222222;;3079139;11396044;142022;8446146;5991643;3079140;9551097;140039;11077676;5474593
17;4;175000;175000;19273;0;648;2412;113;0;648;2299;0.11013142857142857;0.00022971428571428573;;3471580;18134138;175561;15613599;8163773;3471581;9215322;173535;15587002;5950535
18;3;196875;196875;4587;0;576;482;21;0;576;461;0.02329904761904762;0.0002041904761904762;;826346;13027768;229254;20986274;1912787;826335;6411044;226922;20979599;1607918
19;2;450000;450000;36011;0;252;1989;5;0;252;1984;0.08002444444444444;8.933333333333333e-05;;11374596;42148836;3434785;23195541;28582289;11371724;42138954;3432869;23190902;28524787
20;1;648000;648000;14675;0;175;554;0;0;175;554;0.022646604938271604;6.203703703703704e-05;;2643486;56695326;175561;59069457;13943796;2643485;56684161;173535;59052040;13936144
;;113400000;;;;;11283;;;;10628;0.8901964197530865;0.009715000000000001;0.8999114197530865
;;;;;;;0.058051936541699906;;;;;
