ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;18900;18900;486;0;6000;0;0;0;6000;0;0.025714285714285714;0.002126984126984127;;87675;87677;14387;197049;87675;87679;87681;11986;197689;87679
2;19;20000;20000;366;0;5670;0;0;0;5670;0;0.0183;0.0020099999999999996;;66081;66228;175551;293278;66081;66089;66226;173514;293818;66089
3;18;25200;25200;2061;0;4500;450;0;0;4500;450;0.08178571428571428;0.0015952380952380953;;371436;453429;31551;367490;379135;371437;453649;29514;368114;379067
4;17;26250;26250;1051;0;4320;360;120;0;4320;240;0.04003809523809524;0.0015314285714285714;;189521;672799;40546;746957;210256;189522;293550;38514;747667;194285
5;16;28350;28350;224;0;4000;10;-10;0;4000;20;0.007901234567901235;0.001417989417989418;;40513;244314;4551;944565;40513;40521;244018;20514;945362;40535
6;15;35000;35000;4752;0;3240;2050;60;0;3240;1990;0.13577142857142857;0.0011485714285714285;;856045;1675807;175551;993218;983359;856035;1475032;173514;994109;980747
7;14;39375;39375;1861;0;2880;963;-17;0;2880;980;0.04726349206349206;0.001020952380952381;;335313;867700;18051;1858462;362341;335315;867951;16015;1858725;361969
8;13;42000;42000;143;0;2700;8;0;0;2700;8;0.003404761904761905;0.0009571428571428571;;25927;106047;175555;2203056;25927;25931;105781;173509;2202550;25935
9;12;45360;45360;365;0;2500;120;0;0;2500;120;0.00804673721340388;0.0008862433862433862;;65894;1010943;10711;2236503;79509;65898;1010736;8413;2236818;79499
10;11;90000;90000;1573;0;1260;370;-82;0;1260;452;0.017477777777777776;0.0004466666666666667;;283480;637412;175555;2310813;324762;283461;1637436;173518;5179668;366472
11;10;90720;90720;3050;0;1250;790;20;0;1250;770;0.03361992945326279;0.0004431216931216931;;549563;2675594;85418;2601786;780567;549545;2382049;83435;5173474;797920
12;9;105000;105000;17240;0;1080;5325;253;0;1080;5072;0.1641904761904762;0.00038285714285714285;;3576871;6733327;1239594;3168981;4812474;3575215;6390330;1237701;3432373;4459048
13;8;120000;120000;5167;0;945;1320;8;0;945;1312;0.04305833333333333;0.000335;;930861;3796621;250535;8613502;1685090;930852;3595466;248550;8610299;1627589
14;7;126000;126000;1990;0;900;307;-109;0;900;416;0.015793650793650794;0.0003190476190476191;;358529;2897335;591062;10139946;524179;358517;2600274;589155;10136266;562966
15;6;131250;131250;3771;0;864;902;72;0;864;830;0.02873142857142857;0.00030628571428571423;;679350;4523960;239000;10652576;1173487;679340;3801508;237003;10633534;1105853
16;5;150000;150000;3318;0;756;706;-25;0;756;731;0.02212;0.000268;;597787;7481279;175555;11407168;1064755;597789;8389404;173518;11399944;1027383
17;4;189000;189000;13633;0;600;2897;118;0;600;2779;0.07213227513227513;0.0002126984126984127;;3074444;14817821;272119;12029068;6321248;2560345;14197121;270106;12025950;6235348
18;3;196875;196875;2413;0;576;485;28;0;576;457;0.012256507936507937;0.0002041904761904762;;434788;9434822;362540;17597330;1138385;434777;9431565;360532;18414119;1053726
19;2;200000;200000;12235;0;567;2304;-22;0;567;2326;0.061175;0.000201;;2203920;25308540;250534;18023637;7618761;2203923;17898812;248549;18013459;5843255
20;1;708750;708750;32010;0;160;1676;-5;0;160;1681;0.04516402116402116;5.671957671957672e-05;;8781751;57166054;633169;31165672;36846272;8776925;57141536;631397;31150427;36698477
;;113400000;;;;;21043;;;;20634;0.8839451499118165;0.015870137566137567;0.899815287477954
;;;;;;;0.019436392149408354;;;;;
