ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;1137;0;7200;0;0;0;7200;0;0.0721904761904762;0.0025523809523809527;;204991;210990;40571;194864;204991;204992;211056;38511;195607;204992
2;19;20000;20000;1443;0;5670;360;0;0;5670;360;0.07215;0.0020099999999999996;;260071;483449;175571;408391;272954;260072;483102;173502;409032;272922
3;18;28350;28350;1180;0;4000;200;0;0;4000;200;0.04162257495590829;0.001417989417989418;;212726;490651;4571;676441;225633;212727;491715;11502;677220;225763
4;17;35000;35000;1429;0;3240;408;-3;0;3240;411;0.04082857142857143;0.0011485714285714285;;257549;698247;175571;897410;285580;257537;698027;173511;898311;285522
5;16;42000;42000;2811;0;2700;740;0;0;2700;740;0.06692857142857143;0.0009571428571428571;;506424;1224208;175571;1163055;579617;506414;1223083;173511;1164157;579488
6;15;45360;45360;117;0;2500;0;0;0;2500;0;0.0025793650793650793;0.0008862433862433862;;21252;21395;10816;1677752;21252;21256;21397;8406;1679053;21256
7;14;52500;52500;1591;0;2160;230;0;0;2160;230;0.030304761904761904;0.0007657142857142857;;286705;785875;85571;1707215;310964;286712;785044;83512;1708704;310783
8;13;64800;64800;5715;0;1750;1965;-1;0;1750;1966;0.08819444444444445;0.0006203703703703703;;1029494;2648425;31575;2002295;1443136;1029484;2648321;29515;2003988;1442304
9;12;84375;84375;3932;0;1344;1175;21;0;1344;1154;0.04660148148148148;0.00047644444444444443;;708317;3801196;18075;3258193;1096028;708306;3800282;16015;4491298;1093650
10;11;118125;118125;1963;0;960;337;-56;0;960;393;0.016617989417989417;0.0003403174603174603;;353664;2380679;18075;4252399;502186;353654;3870951;16015;8529943;541042
11;10;126000;126000;2333;0;900;484;-5;0;900;489;0.018515873015873017;0.0003190476190476191;;420374;3637785;904987;4614673;687820;420378;3466652;903052;9518472;681529
12;9;129600;129600;208;0;875;102;17;0;875;85;0.0016049382716049382;0.00031018518518518515;;37640;2593345;1106283;5048304;104738;37644;2591270;1104286;11156652;89647
13;8;131250;131250;8734;0;864;1927;53;0;864;1874;0.0665447619047619;0.00030628571428571423;;1573276;6357579;40570;5075223;2813628;1573275;5655934;38515;11398811;2679940
14;7;135000;135000;5396;0;840;1188;12;0;840;1176;0.03997037037037037;0.0002977777777777778;;972066;7930140;175575;7664185;1817248;972077;4567106;173506;9931837;1592801
15;6;140000;140000;1450;0;810;194;-36;0;810;230;0.010357142857142856;0.0002871428571428571;;261311;7010084;710957;9417059;442483;261310;3434895;709041;9523234;396739
16;5;141750;141750;6602;0;800;1369;82;0;800;1287;0.046574955908289244;0.00028359788359788357;;1189284;9543866;476081;9987166;2637656;1189285;6188592;474161;9960022;2207951
17;4;168000;168000;9983;0;675;2137;11;0;675;2126;0.05942261904761905;0.00023928571428571429;;1798338;12535938;690994;13215207;4573666;1798339;11252393;688975;13211837;4213933
18;3;180000;180000;16322;0;630;3320;222;0;630;3098;0.09067777777777777;0.00022333333333333336;;3158016;20745751;444350;16990134;9253982;3157596;14106223;442329;16980171;7049632
19;2;181440;181440;9369;2;625;1780;80;0;625;1700;0.05163690476190476;0.00022156084656084656;;1687702;23214022;54938;22107673;7155044;1687704;13354058;52941;21433303;4494846
20;1;675000;675000;15320;0;168;910;12;0;168;898;0.022696296296296298;5.9555555555555554e-05;;3250417;38874825;1875349;45517599;17290803;3475023;38858838;1873428;45500499;17227991
;;113400000;;;;;18826;;;;18417;0.8860198765432098;0.013722947089947092;0.8997428236331569
;;;;;;;0.021725273557845533;;;;;
