ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;33750;33750;630;0;3360;0;0;0;3360;0;0.018666666666666668;0.001191111111111111;;113600;113602;40552;196221;113600;113604;113741;38517;376226;113604
2;19;35000;35000;2292;0;3240;240;240;0;3240;0;0.06548571428571429;0.0011485714285714285;;413018;540688;175552;318378;422121;413019;419507;173517;321775;413024
3;18;45000;45000;1855;0;2520;0;0;0;2520;0;0.04122222222222222;0.0008933333333333334;;334242;338998;175552;739492;334242;334243;338957;173517;742973;334245
4;17;47250;47250;3209;0;2400;240;120;0;2400;120;0.06791534391534391;0.0008507936507936508;;578181;1006017;40552;1081882;616716;578169;1005996;38517;1085451;599535
5;16;52500;52500;105;0;2160;0;0;0;2160;0;0.002;0.0007657142857142857;;19093;19236;85552;1668157;19093;19097;19238;83517;1671814;19100
6;15;60000;60000;437;0;1890;54;2;0;1890;52;0.0072833333333333335;0.00067;;78848;675616;175552;1695402;87879;78856;675281;173517;1799430;87877
7;14;81000;81000;2182;0;1400;140;-5;0;1400;145;0.026938271604938273;0.0004962962962962963;;393213;1411835;175552;1782465;425533;393195;1411744;173518;4565018;427462
8;13;84375;84375;451;0;1344;12;-6;0;1344;18;0.0053451851851851855;0.00047644444444444443;;81381;1098709;18056;2184049;86102;81385;1098106;16021;5082690;86097
9;12;87500;87500;954;0;1296;110;18;0;1296;92;0.010902857142857143;0.00045942857142857146;;171923;856321;85556;2273736;188922;171927;885925;83521;5464838;188026
10;11;90000;90000;6512;0;1260;786;172;0;1260;614;0.07235555555555556;0.0004466666666666667;;1173075;2385613;518856;2454172;1378554;1173063;2218126;516860;6017438;1329816
11;10;108000;108000;67;0;1050;0;0;0;1050;0;0.0006203703703703704;0.00037222222222222225;;12259;12402;175556;3635814;12259;12263;12405;173521;7948264;12263
12;9;131250;131250;19768;0;864;2418;56;0;864;2362;0.15061333333333332;0.00030628571428571423;;3560694;7000234;40556;3656540;4960927;3560696;6998947;38521;8003090;4975966
13;8;141750;141750;2735;0;800;341;22;0;800;319;0.01929453262786596;0.00028359788359788357;;492751;7293272;627915;7778845;869716;492729;7293859;625902;13164647;796896
14;7;151200;151200;13935;0;750;1603;-65;0;750;1668;0.09216269841269842;0.00026587301587301587;;2510035;10809742;31556;8627836;4464611;2510037;10696487;29521;10543751;4161466
15;6;157500;157500;17310;0;720;2159;79;0;720;2080;0.10990476190476191;0.00025523809523809527;;3118017;14712237;113628;11866438;6208255;3118018;6919306;111636;11864316;4466562
16;5;162000;162000;4510;0;700;530;48;0;700;482;0.027839506172839507;0.00024814814814814816;;812477;15773585;578174;16229837;1938663;812463;8003974;576152;15553596;1310805
17;4;175000;175000;12644;0;648;1379;151;0;648;1228;0.07225142857142858;0.00022971428571428573;;2277546;19390053;778835;19779242;5706673;2277526;10064812;776951;17809129;3387731
18;3;180000;180000;7455;0;630;874;108;0;630;766;0.041416666666666664;0.00022333333333333336;;1342945;21160735;1789575;22158785;3848116;1342925;10315305;1787801;20861156;2397135
19;2;840000;840000;34908;0;135;960;-17;0;135;977;0.041557142857142855;4.7857142857142856e-05;;11177872;58045018;713975;23510289;35928352;11176185;57360449;712209;35010513;35509773
20;1;945000;945000;15515;0;120;412;20;0;120;392;0.01641798941798942;4.2539682539682536e-05;;2794683;68323876;4807018;80877754;17620378;2794684;47352567;4805919;80855699;15230283
;;113400000;;;;;12258;;;;11315;0.8901935802469136;0.009673169312169314;0.899866749559083
;;;;;;;0.07692935225974873;;;;;
