ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;1162;0;5670;0;-4361;4489;5669;4361;0.1162;0.0019660000000000003;;210130;220031;3633;25292;210188;210037;227152;3551;6806269;210079
2;19;15750;15750;1478;0;3600;360;-2704;3043;3599;3064;0.09384126984126984;0.0012482539682539683;;267036;489724;4659;358619;288082;266947;493862;3647;7570886;267955
3;18;18900;18900;816;0;3000;60;-2342;2394;2999;2402;0.04317460317460318;0.0010402116402116403;;147768;366901;22659;588163;151627;147643;367863;21670;7986611;147733
4;17;25200;25200;716;0;2250;120;-1612;1721;2249;1732;0.028412698412698414;0.0007801587301587302;;129752;349340;40642;657631;140977;129657;404396;75640;8987267;130610
5;16;26250;26250;127;0;2160;0;-1674;1669;2159;1674;0.004838095238095238;0.000748952380952381;;23718;24834;4642;790026;23718;23628;463402;3647;9158813;24181
6;15;28350;28350;656;0;2000;170;-1512;1675;1999;1682;0.02313932980599647;0.0006934744268077602;;118940;612947;13642;816817;136267;118845;610472;30670;9404383;119576
7;14;37800;37800;411;0;1500;140;-1051;1184;1499;1191;0.010873015873015873;0.0005201058201058201;;74842;568488;192408;981712;97274;74747;568228;488224;11026860;75789
8;13;39375;39375;3180;0;1440;820;-422;1202;1439;1242;0.08076190476190476;0.0004993015873015873;;573632;1289306;27149;1017074;709576;573537;1358282;311343;10832382;581592
9;12;47250;47250;865;0;1200;230;-815;1039;1199;1045;0.018306878306878306;0.0004160846560846561;;156561;513659;320549;1605248;192008;156466;648681;1587498;12586494;157673
10;11;50000;50000;6332;0;1134;2153;1116;978;1133;1037;0.12664;0.0003932;;1141338;2895041;218545;1754077;1794360;1141285;2253813;1171748;12299973;1158380
11;10;54000;54000;423;0;1050;72;-744;812;1049;816;0.007833333333333333;0.00036407407407407406;;77001;2087724;4649;3390907;96932;76906;449722;3118812;13638538;77772
12;9;56250;56250;1035;0;1008;363;-392;746;1007;755;0.0184;0.00034951111111111114;;187294;2533918;5357;3844363;324996;187200;490371;1819155;13941354;189410
13;8;64800;64800;155;0;875;25;-646;670;874;671;0.0023919753086419754;0.0003033950617283951;;28772;2456211;40666;4029156;39276;28677;247586;4025386;15549748;28843
14;7;70875;70875;20420;1;800;7042;6119;763;799;923;0.28811287477954145;0.0002773897707231041;;5295184;11812865;27168;4060764;8477197;3678767;5758112;3715335;13309836;3738039
15;6;75000;75000;1252;6;756;461;-52;504;756;513;0.016693333333333334;0.0002621333333333334;;226286;10732338;4666;22367814;866361;226266;885953;6760114;17001831;230312
16;5;75600;75600;959;26;750;354;-177;527;750;531;0.012685185185185185;0.0002600529100529101;;173476;12476168;405629;23253388;920934;173381;455371;7176398;16545023;175049
17;4;81000;81000;2761;94;700;934;424;494;700;510;0.03408641975308642;0.00024271604938271607;;498011;13557473;4666;23869333;2696841;497991;997129;7368959;17650778;504715
18;3;84000;84000;2736;272;675;1002;477;499;675;525;0.03257142857142857;0.00023404761904761908;;493524;25478384;4685;34327075;5552449;493505;1400674;7536365;18639392;506225
19;2;90000;90000;1101;457;630;416;4;405;630;412;0.012233333333333334;0.00021844444444444445;;199101;61888898;401019;89210351;7044147;199083;850489;8999356;19203179;202493
20;1;94500;94500;1124;343;343;238;-49;276;600;287;0.011894179894179895;0.00020804232804232805;;203249;203721348;204030916;4505716675;29157081;203232;1306494;8490130;19546414;210832
;;56700000;;;;;14960;;;;25373;0.9830898589065256;0.01102554991181658;0.9941154088183421
;;;;;;;-0.6960561497326203;;;;;
