ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;18;0;11340;0;0;0;11340;0;0.0018;0.0019660000000000003;;4075;5189;3943;31260;4129;4010;4992;3640;30712;4856
2;19;20000;20000;244;0;5670;0;0;0;5670;0;0.0122;0.0009830000000000001;;44781;44786;12289;38887;44781;44691;44729;12080;38944;44691
3;18;25200;25200;2210;0;4500;900;0;0;4500;900;0.08769841269841269;0.0007801587301587302;;398909;466604;4273;211656;405499;398851;467871;3647;276154;406069
4;17;28350;28350;3313;0;4000;1640;440;0;4000;1200;0.11686067019400352;0.0006934744268077602;;597568;1071273;8414;620916;659557;597511;666916;7314;621227;609041
5;16;37800;37800;749;0;3000;180;0;0;3000;180;0.019814814814814816;0.0005201058201058201;;135685;202331;5363;1221610;137396;135628;202715;4397;1221921;137535
6;15;40000;40000;699;0;2835;220;0;0;2835;220;0.017475;0.0004915000000000001;;126692;1280412;61037;1218459;169305;126635;1280640;60737;1217947;169251
7;14;45360;45360;4372;0;2500;1090;-5;0;2500;1095;0.09638447971781305;0.0004334215167548501;;788306;1592542;11736;1490762;832023;788250;1593823;10840;1491064;830075
8;13;50000;50000;2306;0;2268;617;11;0;2268;606;0.04612;0.0003932;;416183;2557576;12289;2158247;568309;416140;2428026;12072;2146307;564145
9;12;54000;54000;1011;0;2100;138;3;0;2100;135;0.018722222222222223;0.00036407407407407406;;182976;1397711;4543;2577745;200853;182920;1397447;3645;2577517;199050
10;11;70000;70000;6733;0;1620;2234;-6;0;1620;2240;0.09618571428571429;0.00028085714285714286;;1213524;3975581;12288;2764068;1870972;1213467;3975296;12071;2763837;1871165
11;10;70875;70875;144;0;1600;42;12;0;1600;30;0.0020317460317460317;0.0002773897707231041;;26783;640240;27043;4076246;33783;26726;639752;26152;4044102;31875
12;9;87500;87500;762;0;1296;183;0;0;1296;183;0.008708571428571428;0.0002246857142857143;;138031;1340192;5363;4074703;181502;137974;1339526;4408;4074285;181679
13;8;100000;100000;1088;0;1134;224;1;0;1134;223;0.01088;0.0001966;;196813;3018606;481620;4216330;293922;196775;3017913;481272;4215909;293265
14;7;135000;135000;5081;0;840;1021;-11;0;840;1032;0.03763703703703704;0.00014562962962962964;;916042;5334746;4543;4417680;1703765;915986;5335502;3651;4416888;1734880
15;6;141750;141750;4283;0;800;886;9;0;800;877;0.03021516754850088;0.00013869488536155205;;772292;5945960;682483;6451054;1392961;772236;5421111;682167;6358565;1321822
16;5;162000;162000;3284;0;700;582;2;0;700;580;0.020271604938271605;0.00012135802469135803;;592349;5720648;191695;7452980;1061996;592292;4788239;191522;7448645;1062570
17;4;175000;175000;2239;0;648;380;-23;0;648;403;0.012794285714285715;0.00011234285714285716;;404092;4124526;146975;8048334;729490;404070;4123939;146803;8044016;736809
18;3;189000;189000;6978;0;600;1100;27;0;600;1073;0.03692063492063492;0.00010402116402116403;;1257739;7987270;144404;10945643;2849082;1257683;7784631;144221;10941055;2770480
19;2;590625;590625;47276;0;192;3013;3;0;192;3010;0.08004402116402116;3.3286772486772485e-05;;17069161;30787009;27043;12225157;25723557;17066165;30782430;26166;12223909;25714858
20;1;675000;675000;23364;0;168;1221;-2;0;168;1223;0.034613333333333336;2.9125925925925928e-05;;7637018;39643921;1162442;40510950;12966469;7635711;17977238;1162502;40505183;12264283
;;113400000;;;;;15671;;;;15210;0.7873777160493828;0.008288926455026453;0.7956666425044092
;;;;;;;0.029417395188564864;;;;;
