ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;2688;0;100;0;0;0;100;0;0.2688;0.0019660000000000003;;484959;494714;4334;25428;487821;484870;496380;3647;21982;488791
2;19;13000;13000;55;0;77;0;0;0;77;0;0.004230769230769231;0.0015123076923076926;;10764;10799;4536;513196;10769;10674;11656;3647;509569;11343
3;18;17000;17000;1463;0;59;11;0;0;59;11;0.08605882352941177;0.0011564705882352942;;264367;761924;4536;526179;317009;264398;763018;3640;522537;317591
4;17;23000;23000;684;0;44;3;-1;0;44;4;0.029739130434782608;0.0008547826086956522;;123989;621137;4536;792910;142192;123932;621407;3647;789287;143174
5;16;24000;24000;1515;0;42;11;3;0;42;8;0.063125;0.0008191666666666667;;273706;1043179;4536;919364;331835;273649;1044065;3661;915762;325732
6;15;29000;29000;698;0;35;3;0;0;35;3;0.02406896551724138;0.0006779310344827587;;126505;145884;4536;1195456;128430;126448;145815;3647;1191875;128655
7;14;31000;31000;2661;0;33;26;-1;0;33;27;0.08583870967741936;0.0006341935483870968;;480103;1530917;4536;1324538;756748;480045;1531027;3647;1418654;760457
8;13;33000;33000;304;0;31;5;1;0;31;4;0.009212121212121211;0.0005957575757575758;;55581;678089;4649;2299522;101648;55524;549860;3652;2295886;86179
9;12;36000;36000;2547;0;28;26;4;0;28;22;0.07075;0.0005461111111111111;;459583;2131124;4567;2375969;794198;459524;1997945;3672;2372262;739079
10;11;44000;44000;324;0;23;1;0;0;23;1;0.007363636363636364;0.00044681818181818185;;59185;552481;4543;2838163;80872;59128;1480751;3666;2834476;142814
11;10;45000;45000;68;0;23;1;-1;0;23;2;0.001511111111111111;0.0004368888888888889;;13098;31317;4668;2900148;13899;13041;147411;23733;2896481;19672
12;9;50000;50000;402;0;20;5;1;0;20;4;0.00804;0.0003932;;73227;731268;493480;2915970;127646;73170;1405659;493232;2912320;273948
13;8;51000;51000;1336;0;20;11;-6;0;20;17;0.02619607843137255;0.00038549019607843143;;241473;1220375;273005;2991977;449748;241417;1304396;272823;2988344;544393
14;7;55000;55000;421;0;19;2;1;0;19;1;0.007654545454545455;0.00035745454545454546;;76644;569367;4567;3508334;104148;76587;569612;3672;4150383;103275
15;6;59000;59000;7733;0;17;78;9;0;17;69;0.13106779661016948;0.00033322033898305084;;2176434;5680947;4543;3587870;4225599;2176084;5402871;3666;3584188;3659490
16;5;62000;62000;993;0;17;13;4;0;17;9;0.016016129032258065;0.0003170967741935484;;179730;1650841;504056;8555951;498838;179674;1077725;503741;6816070;402069
17;4;76000;76000;1873;1;14;14;1;0;14;13;0.024644736842105264;0.0002586842105263158;;338137;5805943;21740;10209125;1788313;338196;5806091;22585;8937352;1435404
18;3;83000;83000;120;1;13;0;0;0;13;0;0.0014457831325301205;0.0002368674698795181;;22386;592469;4567;17726572;66304;22408;23216;3672;10067804;22478
19;2;95000;95000;992;1;11;10;2;0;11;8;0.010442105263157895;0.00020694736842105264;;179484;4519350;4567;17777508;1173222;179503;4519240;3672;10172743;1064540
20;1;97000;97000;471;1;11;5;-1;0;11;6;0.004855670103092784;0.00020268041237113404;;85637;4303027;168650;19312174;815269;85580;4303123;168908;10355326;827418
;;1000000;;;;;225;;;;209;0.8810611119457243;0.012338069212258516;0.8933991811579829
;;;;;;;0.07111111111111111;;;;;
