ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;12;11000;11000;105;0;91;0;0;0;91;0;0.009545454545454546;0.0017872727272727274;;19757;19792;4536;18415;19786;19667;20649;3640;16215;20583
2;11;22000;22000;1813;0;46;0;0;0;46;0;0.0824090909090909;0.0008936363636363637;;327337;331540;27950;40983;327593;327247;331793;27741;38599;327551
3;10;33000;33000;5740;0;31;0;0;0;31;0;0.17393939393939395;0.0005957575757575758;;1034669;1043524;28026;370654;1037998;1034613;1044046;27845;368258;1038264
4;9;36000;36000;722;0;28;0;0;0;28;0;0.020055555555555556;0.0005461111111111111;;130853;134937;4536;1407597;131021;130901;135118;3647;1406714;131574
5;8;43000;43000;227;0;24;0;0;0;24;0;0.005279069767441861;0.00045720930232558143;;41726;45843;4536;1540885;42009;41669;46025;3647;3133125;42484
6;7;52000;52000;910;0;20;0;-1;0;20;1;0.0175;0.00037807692307692314;;164670;164806;4657;1584999;164725;164613;303196;3647;1998733;172009
7;6;55000;55000;5123;0;18;15;-1;0;18;16;0.09314545454545455;0.00035745454545454546;;923610;1454195;28061;1752247;1048833;923552;2498589;27851;2624098;1120271
8;5;65000;65000;3307;0;16;7;0;0;16;7;0.050876923076923077;0.00030246153846153845;;596498;2139810;4536;2705502;961038;596443;2163836;3648;2703119;961439
9;4;67000;67000;4458;0;15;16;5;0;15;11;0.06653731343283582;0.0002934328358208955;;803797;1896945;4669;3304554;1050566;803737;1897554;3665;3597848;1013500
10;3;75000;75000;13886;0;13;42;2;0;13;40;0.18514666666666665;0.0002621333333333334;;2909547;6490464;4536;4469239;4608891;2532955;5887680;3646;4466704;4051559
11;2;79000;79000;12768;1;13;41;8;0;13;33;0.16162025316455697;0.0002488607594936709;;2327522;10560298;4536;8585475;5340198;2330716;5776157;3666;8537629;3771900
12;1;100000;100000;2426;1;10;3;0;0;10;3;0.02426;0.0001966;;437788;3416030;261356;22904284;865870;437730;2469887;260857;10918140;802091
;;1000000;;;;;124;;;;111;0.8903151756033739;0.006319007015744267;0.8966341826191182
;;;;;;;0.10483870967741936;;;;;
