ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;16;11000;11000;478;0;91;0;0;0;91;0;0.043454545454545454;0.0017872727272727274;;86907;87940;4536;21920;86961;86817;87799;3640;19096;87737
2;15;13000;13000;669;0;77;0;0;0;77;0;0.05146153846153846;0.0015123076923076926;;121316;122368;4536;111638;121348;121327;122173;3640;108630;122054
3;14;25000;25000;961;0;40;0;0;0;40;0;0.03844;0.0007864;;173880;177966;4657;235270;174087;173928;178226;3647;232251;174788
4;13;31000;31000;745;0;33;0;0;0;33;0;0.02403225806451613;0.0006341935483870968;;135001;141613;4536;411529;135211;135048;135858;3647;499825;135643
5;12;33000;33000;46;0;31;0;0;0;31;0;0.001393939393939394;0.0005957575757575758;;9137;9137;95291;548965;9137;9080;9080;95109;1135474;9080
6;11;35000;35000;6180;0;29;37;1;0;29;36;0.17657142857142857;0.0005617142857142857;;1113990;1660974;4536;560490;1301819;1113933;1661453;3647;557525;1291943
7;10;54000;54000;2425;0;19;9;-2;0;19;11;0.04490740740740741;0.00036407407407407406;;437618;1870256;4560;1676922;588364;437563;1970170;3647;2805066;668958
8;9;59000;59000;262;0;17;0;0;0;17;0;0.004440677966101695;0.00033322033898305084;;48016;48151;4536;2211341;48037;47959;48903;3647;3878717;48344
9;8;68000;68000;9318;0;15;41;-2;0;15;43;0.13702941176470587;0.00028911764705882354;;1846401;4021162;4536;2261913;2558433;1777952;4022009;3647;2310190;2580765
10;7;73000;73000;310;0;14;1;-1;0;14;2;0.0042465753424657535;0.0002693150684931507;;56669;151877;4567;4166789;63509;56612;185474;3672;4163640;75247
11;6;75000;75000;901;0;14;2;0;0;14;2;0.012013333333333334;0.0002621333333333334;;163172;434596;180436;4226126;206072;163116;293548;180436;4222994;200836
12;5;77000;77000;12176;0;13;57;1;0;13;56;0.15812987012987012;0.00025532467532467533;;2416785;6661880;95264;4392020;4072257;2416533;6636926;95063;4388908;3828320
13;4;89000;89000;6098;0;12;29;7;0;12;22;0.06851685393258428;0.0002208988764044944;;1340258;7835956;4543;8493711;2986878;1099161;7834691;3666;8489692;2637805
14;3;95000;95000;621;0;11;1;0;0;11;1;0.006536842105263158;0.00020694736842105264;;112650;294074;89581;10445973;129534;112593;293928;89641;10000447;129905
15;2;96000;96000;5218;0;11;28;3;0;11;25;0.05435416666666667;0.00020479166666666668;;1039126;9225441;4543;10561459;2527488;944979;8636284;3666;10116084;2453927
16;1;97000;97000;5961;2;11;28;6;0;11;22;0.06145360824742268;0.00020268041237113404;;1139325;12285223;140734;11832752;6254936;1078647;5766087;140437;11063973;2950439
;;1000000;;;;;233;;;;220;0.886982456841789;0.008486149290569836;0.8954686061323588
;;;;;;;0.055793991416309016;;;;;
