ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;14;18000;18000;2067;0;56;0;0;0;56;0;0.11483333333333333;0.0010922222222222223;;373168;381087;4389;20166;374558;373079;382375;3640;17653;375509
2;13;24000;24000;1491;0;42;0;0;0;42;0;0.062125;0.0008191666666666667;;269366;273312;4560;396143;269589;269277;274361;3647;639300;270173
3;12;32000;32000;121;0;32;0;0;0;32;0;0.00378125;0.000614375;;22652;22682;4560;667727;22658;22595;23539;3641;2053359;23052
4;11;38000;38000;3307;0;27;5;1;0;27;4;0.08702631578947369;0.0005173684210526316;;596499;1254434;4661;692655;663996;596441;1255357;3641;689965;663334
5;10;41000;41000;530;0;25;0;0;0;25;0;0.012926829268292682;0.00047951219512195123;;96262;96397;4536;1291599;96294;96205;97149;3647;1288932;96701
6;9;43000;43000;6096;0;24;20;3;0;24;17;0.1417674418604651;0.00045720930232558143;;1098859;2468842;4536;1390249;1433026;1098805;2370245;3647;1387599;1396195
7;8;44000;44000;5318;0;23;17;1;0;23;16;0.12086363636363637;0.00044681818181818185;;958716;1947521;4661;2491550;1264743;958657;1947495;3647;2488922;1208305
8;7;47000;47000;1354;0;21;5;1;0;21;4;0.028808510638297872;0.00041829787234042557;;244720;1211231;4560;3833377;314206;244664;625111;3647;3830683;268673
9;6;48000;48000;2099;0;21;5;1;0;21;4;0.043729166666666666;0.00040958333333333336;;378934;1485452;277915;4080653;527483;378876;1485304;277732;4169664;486771
10;5;50000;50000;1298;0;20;7;0;0;20;7;0.02596;0.0003932;;234640;3675372;4536;4739232;699949;234584;2607633;3647;4876278;568428
11;4;63000;63000;3874;0;16;25;2;0;16;23;0.061492063492063494;0.00031206349206349207;;698551;4907814;4543;4976536;2135106;698495;4063796;3666;4973668;2024350
12;3;80000;80000;4268;0;13;18;1;0;13;17;0.05335;0.00024575000000000004;;769711;2824854;4690;5677923;1348818;769650;2824428;31189;5675078;1399267
13;2;92000;92000;8113;1;11;24;1;0;11;23;0.08818478260869565;0.00021369565217391304;;1714850;12667998;4543;6480436;5261871;1714703;7804433;3666;6477797;4524480
14;1;96000;96000;4321;1;11;13;1;0;11;12;0.045010416666666664;0.00020479166666666668;;779128;6483169;972922;21600436;2980119;779070;5821484;972408;12027730;2268938
;;1000000;;;;;139;;;;127;0.8898587466875916;0.006624054005785065;0.8964828006933766
;;;;;;;0.08633093525179857;;;;;
