ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;16;20000;20000;1193;0;50;0;0;0;50;0;0.05965;0.0009830000000000001;;215732;220527;4536;21920;216322;215642;221656;3641;19096;217135
2;15;21000;21000;1014;0;48;2;2;0;48;0;0.048285714285714286;0.0009361904761904763;;183516;406714;4536;240461;193240;183428;188864;3640;237455;184861
3;14;26000;26000;478;0;39;0;0;0;39;0;0.018384615384615385;0.0007561538461538463;;86912;86942;4536;426194;86927;86855;87799;3640;423177;87610
4;13;33000;33000;747;0;31;0;-1;0;31;1;0.022636363636363635;0.0005957575757575758;;135328;135463;4536;515382;135356;135271;359554;3640;948557;143274
5;12;43000;43000;6286;0;24;19;0;0;24;19;0.14618604651162792;0.00045720930232558143;;1133066;1692579;4536;653175;1303379;1133007;1693545;3640;1103944;1304522
6;11;45000;45000;6791;0;22;22;1;0;22;21;0.1509111111111111;0.0004368888888888889;;1223967;3023486;4536;1788627;1516191;1223905;1879084;3661;2983785;1405308
7;10;51000;51000;516;0;20;1;0;0;20;1;0.01011764705882353;0.00038549019607843143;;93746;1791107;4536;3015151;178664;93689;1790552;3647;3791879;178933
8;9;56000;56000;1921;0;18;5;0;0;18;5;0.034303571428571426;0.00035107142857142856;;346771;2007576;4661;3111529;524020;346716;2008371;3665;3108604;524187
9;8;58000;58000;6894;0;17;28;2;0;17;26;0.11886206896551724;0.00033896551724137933;;1242540;2984489;4560;3460974;1749283;1243256;2984406;3667;3458068;1783251
10;7;72000;72000;1749;0;14;4;-4;0;14;8;0.024291666666666666;0.0002730555555555556;;315816;3804580;4668;5214157;611731;315876;3259782;4422;5211283;844143
11;6;73000;73000;6651;0;14;21;-1;0;14;22;0.0911095890410959;0.0002693150684931507;;1198772;5669169;4543;5532757;2123700;1198830;5669830;3666;5529902;2379987
12;5;81000;81000;2243;0;13;6;-2;0;13;8;0.02769135802469136;0.00024271604938271607;;404859;2076072;4668;6877477;618881;404801;3282037;164591;6874556;733881
13;4;87000;87000;3046;0;12;18;8;0;12;10;0.035011494252873566;0.0002259770114942529;;549510;7920644;30589;7508425;1823178;549454;2563475;773530;7505428;1050053
14;3;88000;88000;740;1;12;3;-1;0;12;4;0.00840909090909091;0.00022340909090909093;;134070;3816059;423007;15431289;587175;134013;1557769;422154;9492554;314780
15;2;90000;90000;6766;1;11;30;8;0;11;22;0.07517777777777777;0.00021844444444444445;;1219579;8617627;1420498;19387345;4370045;1219520;4491085;1420196;9629557;2380309
16;1;96000;96000;1768;1;11;6;4;0;11;2;0.018416666666666668;0.00020479166666666668;;319232;5072418;324774;28601468;859941;319176;673881;324606;12506409;368863
;;1000000;;;;;165;;;;149;0.8894447817212073;0.006898436118153486;0.8963432178393608
;;;;;;;0.09696969696969697;;;;;
