ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;17000;17000;1147;0;59;0;0;0;59;0;0.06747058823529412;0.0011564705882352942;;207452;212171;4536;16658;207823;207363;213377;3640;14777;208678
2;9;44000;44000;8427;0;23;11;0;0;23;11;0.19152272727272726;0.00044681818181818185;;1518667;1738139;4536;226919;1624762;1518580;1738978;3640;224857;1625588
3;8;56000;56000;3668;0;18;3;0;0;18;3;0.0655;0.00035107142857142856;;661472;876350;4536;1747803;697749;661417;877001;3647;4010356;698189
4;7;59000;59000;4131;0;17;6;-1;0;17;7;0.07001694915254238;0.00033322033898305084;;744922;967539;4536;2411669;822188;744869;968586;3640;4139320;835327
5;6;79000;79000;2014;0;13;2;-2;0;13;4;0.025493670886075948;0.0002488607594936709;;363634;2109875;4536;3374235;615975;363577;2110567;3661;3518848;792393
6;5;88000;88000;10848;0;12;11;1;0;12;10;0.12327272727272727;0.00022340909090909093;;1954818;2842525;1539348;3740257;2299237;1954761;2842472;1746069;3737983;2269069
7;4;91000;91000;670;0;11;2;1;0;11;1;0.007362637362637363;0.00021604395604395604;;121486;492758;4657;5697519;174831;121399;336158;1791471;6187401;141007
8;3;95000;95000;7181;0;11;13;0;0;11;13;0.07558947368421053;0.00020694736842105264;;1294303;3039025;4536;5821607;2117546;1295019;3039739;3661;5819371;2117701
9;2;96000;96000;5866;0;11;11;0;0;11;11;0.06110416666666667;0.00020479166666666668;;1057465;4972800;4536;7333121;2307016;1057407;4056563;3661;7330812;2105561
10;1;100000;100000;20721;1;10;35;9;0;10;26;0.20721;0.0001966;;4319034;14636004;4536;11555258;8312489;3951814;11182259;3661;10135843;6243777
;;1000000;;;;;94;;;;86;0.8945429405328815;0.003584233379142393;0.8981271739120239
;;;;;;;0.0851063829787234;;;;;
