ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;16000;16000;18;0;50;0;0;0;50;0;0.001125;0.0025125;;3442;3442;179197;192650;3442;3444;3446;178094;561986;3444
2;19;16000;16000;347;0;50;0;0;0;50;0;0.0216875;0.0025125;;62647;62651;190589;203957;62647;62655;62792;178094;504663;62694
3;18;16000;16000;80;0;50;0;0;0;50;0;0.005;0.0025125;;14588;14588;261211;274548;14588;14596;14732;178589;552653;14596
4;17;16000;16000;850;0;50;0;0;0;50;0;0.053125;0.0025125;;153330;153332;283775;297119;153330;153197;153334;178589;414058;153295
5;16;16000;16000;504;0;50;0;0;0;50;0;0.0315;0.0025125;;91059;91061;445085;458422;91059;90926;91062;178589;476659;90980
6;15;16000;16000;44;0;50;0;0;0;50;0;0.00275;0.0025125;;8111;8111;544142;557456;8111;8119;8121;178094;549113;8119
7;14;32000;32000;1964;0;25;0;0;0;25;0;0.061375;0.00125625;;353980;353982;564257;573529;353980;353981;353983;564735;1163703;353981
8;13;32000;32000;1420;0;25;0;0;0;25;0;0.044375;0.00125625;;255943;255944;926474;935797;255943;255944;256063;888120;937865;255987
9;12;32000;32000;1262;0;25;0;0;0;25;0;0.0394375;0.00125625;;227501;227503;1190677;1199996;227501;227502;227621;652278;1202151;227517
10;11;32000;32000;440;0;25;0;0;0;25;0;0.01375;0.00125625;;79392;79535;1426456;1435907;79506;79400;79536;564541;1438131;79448
11;10;160000;160000;11416;0;5;5;-2;0;5;7;0.07135;0.00025124999999999995;;2445970;2446156;1517649;1523571;2446032;2446904;3792899;1525687;8052294;2985248
12;9;160000;160000;4197;0;5;0;0;0;5;0;0.02623125;0.00025124999999999995;;756146;756147;3971696;3978148;756146;756145;756266;3981228;7287579;756170
13;8;160000;160000;7355;0;5;5;2;0;5;3;0.04596875;0.00025124999999999995;;2668605;2668736;4735660;4742794;2668634;1324945;2670855;3655636;4746156;2132433
14;7;160000;160000;1416;0;5;0;-2;0;5;2;0.00885;0.00025124999999999995;;255211;255213;7412270;7419969;255212;255213;645932;3001737;7425534;411451
15;6;160000;160000;1806;0;5;0;0;0;5;0;0.0112875;0.00025124999999999995;;325540;325541;7675296;7683698;325540;325541;325543;2668267;7689329;325541
16;5;160000;160000;6327;0;5;5;2;0;5;3;0.03954375;0.00025124999999999995;;1529352;1529479;8008671;8017736;1529398;1139784;1530283;1520556;8023476;1374074
17;4;800000;800000;225944;0;1;20;0;0;1;20;0.28243;5.025e-05;;75062307;75062307;9546026;9546026;75062307;75117164;75117164;42546181;42546181;75117164
18;3;800000;800000;43031;0;1;3;-1;0;1;4;0.05378875;5.025e-05;;18867518;18867518;84616546;84616546;18867518;20225590;20225590;22312268;22312268;20225590
19;2;800000;800000;15458;0;1;2;1;0;1;1;0.0193225;5.025e-05;;4517523;4517523;103492419;103492419;4517523;3174797;3174797;19129045;19129045;3174797
20;1;800000;800000;36003;0;1;3;0;0;1;3;0.04500375;5.025e-05;;17601713;17601713;108018158;108018158;17601713;9567179;9567179;9553542;9553542;9567179
;;800000;;;;;43;;;;43;0.8779012500000001;0.02180850000000002;0.8997097500000001
;;;;;;;0.0;;;;;
