ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;25000;25000;1530;0;2016;0;0;0;2016;0;0.0612;0.0007864;;276362;277431;4696;30359;276420;276413;277277;4392;125945;276413
2;19;25000;25000;502;0;2016;0;0;0;2016;0;0.02008;0.0007864;;91358;91366;284653;310269;91358;91135;92117;4392;304754;91269
3;18;50000;50000;2088;0;1008;0;0;0;1008;0;0.04176;0.0003932;;376962;376964;379603;404525;376962;376904;376909;379330;405313;376904
4;17;75000;75000;8584;0;672;0;0;0;672;0;0.11445333333333334;0.0002621333333333334;;1546941;1546946;379603;784444;1546941;1546885;1546891;379330;785229;1546885
5;16;100000;100000;6405;0;504;0;0;0;504;0;0.06405;0.0001966;;1154483;1154605;760573;2334401;1154483;1154426;1154550;760275;2335185;1154426
6;15;150000;150000;7035;0;336;168;0;0;336;168;0.0469;0.0001310666666666667;;1268007;1647358;2311839;3492072;1457314;1267951;1647402;2311511;3492856;1457182
7;14;175000;175000;12925;0;288;24;0;0;288;24;0.07385714285714286;0.00011234285714285716;;2328899;2707704;379604;5141884;2360386;2328843;2707352;379345;5142483;2360319
8;13;200000;200000;361;0;252;0;0;0;252;0;0.001805;9.83e-05;;65849;65985;1919209;7473964;65858;65792;65931;1918895;7474561;65792
9;12;225000;225000;15294;0;224;200;8;0;224;192;0.06797333333333333;8.737777777777778e-05;;2755562;7461757;1931585;7543049;3972671;2755505;7388742;1931339;8321832;3947665
10;11;225000;225000;4297;0;224;8;-8;0;224;16;0.01909777777777778;8.737777777777778e-05;;774808;1153607;5450104;11061376;788316;774752;1153363;3587673;8949151;801871
11;10;300000;300000;4265;0;168;40;2;0;168;38;0.014216666666666667;6.553333333333335e-05;;769045;3862812;5122177;11839480;1061019;768989;3862569;5121500;12693013;1051898
12;9;350000;350000;24991;0;144;240;2;0;144;238;0.07140285714285714;5.617142857142858e-05;;4880878;12648960;3094021;12612048;7899707;4880629;13927325;3093694;16433223;8102390
13;8;400000;400000;47716;0;126;354;-10;0;126;364;0.11929;4.915e-05;;10892822;28701694;1989800;20965726;17269690;9733227;23040520;1989459;20965229;16011026
14;7;450000;450000;17505;0;112;100;-28;0;112;128;0.0389;4.368888888888889e-05;;3153766;30307876;7504529;38226539;6726443;3153711;14675356;7503975;38543878;5764073
15;6;450000;450000;1745;0;112;30;27;0;112;3;0.0038777777777777777;4.368888888888889e-05;;315100;6497554;12580188;47612684;1058924;315044;5508898;10197548;38225033;445975
16;5;525000;525000;23803;0;96;156;3;0;96;153;0.04533904761904762;3.744761904761905e-05;;4666918;44030878;4264006;47931421;10738506;4666672;30869671;4263736;47929487;10129868
17;4;600000;600000;22599;0;84;122;2;0;84;120;0.037665;3.276666666666667e-05;;4450084;35990770;5966841;52602090;11488483;4071228;23469452;5966103;52599967;9686301
18;3;700000;700000;16612;0;72;74;-8;0;72;82;0.02373142857142857;2.808571428571429e-05;;2992914;56885566;11449460;62573163;10887194;2992859;35857061;11448360;62570229;7846587
19;2;800000;800000;22185;1;63;103;6;0;63;97;0.02773125;2.4575e-05;;3996759;67325048;13279700;119442809;18905242;4375195;40152218;13278617;77444499;14437019
20;1;900000;900000;1433;1;56;14;3;0;56;11;0.0015922222222222223;2.1844444444444446e-05;;258933;48356626;15603594;182590064;3298025;258877;25681260;15603299;104867315;2378505
;;50400000;;;;;1633;;;;1634;0.8949228373015872;0.003344150396825397;0.8982669876984126
;;;;;;;-0.000612369871402327;;;;;
