ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;27000;27000;899;0;5600;0;0;0;5600;0;0.033296296296296296;0.0007281481481481481;;162658;162846;5357;185494;162704;162720;163700;4392;408972;162720
2;19;27000;27000;2073;0;5600;0;0;0;5600;0;0.07677777777777778;0.0007281481481481481;;374254;377228;170942;351108;374254;374163;375857;4392;350909;374185
3;18;54000;54000;1776;0;2800;0;0;0;2800;0;0.03288888888888889;0.00036407407407407406;;320676;320679;549849;574099;320676;320620;320741;549645;802490;320620
4;17;54000;54000;1244;0;2800;0;0;0;2800;0;0.023037037037037036;0.00036407407407407406;;225033;225035;873518;897732;225033;224859;224980;551887;884740;224859
5;16;108000;108000;3958;0;1400;0;0;0;1400;0;0.036648148148148145;0.00018203703703703703;;713795;713800;1103745;1125722;713795;713739;713743;1103592;2055588;713739
6;15;108000;108000;5138;0;1400;0;0;0;1400;0;0.047574074074074074;0.00018203703703703703;;926310;926315;1820668;1842586;926310;926254;926259;1106118;1836671;926254
7;14;135000;135000;1563;0;1120;0;0;0;1120;0;0.011577777777777777;0.00014562962962962964;;282341;282344;548904;2771962;282341;282285;282288;548645;2772450;282285
8;13;189000;189000;2142;0;800;0;0;0;800;0;0.011333333333333334;0.00010402116402116403;;386669;386789;548911;3057481;386669;386611;386733;548643;3057968;386611
9;12;216000;216000;4333;0;700;0;0;0;700;0;0.020060185185185184;9.101851851851852e-05;;781285;781407;2752545;3447559;781285;781229;781351;2752429;6875138;781229
10;11;216000;216000;15962;0;700;700;0;0;700;700;0.07389814814814814;9.101851851851852e-05;;3423891;4103734;3537213;4232196;3536921;3423670;3713923;2753824;4230231;3480994
11;10;270000;270000;4118;0;560;0;0;0;560;0;0.015251851851851852;7.281481481481482e-05;;742593;742715;1389486;7659456;742593;742537;742659;1389475;13476440;742537
12;9;378000;378000;32604;0;400;500;40;0;400;460;0.08625396825396825;5.2010582010582014e-05;;6421332;8558633;1496321;8405513;6846803;6421104;14234408;1496279;26974174;7814583
13;8;378000;378000;68127;0;400;1460;0;0;400;1460;0.18023015873015874;5.2010582010582014e-05;;16671843;24679152;7920436;15932270;20129678;14468645;24678220;4205479;9464237;18771792
14;7;378000;378000;5852;0;400;40;-40;0;400;80;0.015481481481481481;5.2010582010582014e-05;;1054830;4842172;25430789;32894582;1381621;1054774;4096450;3146987;32886863;1509166
15;6;432000;432000;11521;0;350;200;-9;0;350;209;0.02666898148148148;4.550925925925926e-05;;2075942;28566508;6966481;33952992;3385785;2075887;3572499;6965976;33952240;2676385
16;5;540000;540000;50283;0;280;750;15;0;280;735;0.09311666666666667;3.640740740740741e-05;;10707449;47670267;3786366;36971427;18582122;10706826;44294781;3785950;36970410;18281800
17;4;675000;675000;26597;0;224;380;-2;0;224;382;0.039402962962962966;2.9125925925925928e-05;;5339383;59433170;835426;55681116;14315656;5339152;45051127;835141;65922917;13948317
18;3;756000;756000;20437;0;200;202;7;0;200;195;0.027033068783068784;2.6005291005291007e-05;;3681884;30776112;32907971;63775985;8127966;3681827;12730026;32906573;63772993;6260291
19;2;864000;864000;34502;0;175;367;2;0;175;365;0.03993287037037037;2.275462962962963e-05;;6763220;75320186;9047767;67461612;26799028;6762996;62037246;9047304;75247035;21120075
20;1;945000;945000;4091;0;160;42;-7;0;160;49;0.004329100529100529;2.0804232804232807e-05;;737731;68328807;4548898;135050173;4431575;737675;37699834;4547064;111739548;4044630
;;151200000;;;;;4641;;;;4635;0.8947927777777778;0.003389659656084655;0.8981824374338624
;;;;;;;0.001292824822236587;;;;;
