ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;16000;16000;464;0;6300;0;0;0;6300;0;0.029;0.00122875;;84349;85490;4536;28606;84401;84284;85266;3647;28508;85130
2;19;32000;32000;1144;0;3150;0;0;0;3150;0;0.03575;0.000614375;;206907;206915;92564;116506;206907;206818;206859;92355;117013;206818
3;18;64000;64000;599;0;1575;0;0;0;1575;0;0.009359375;0.0003071875;;108822;108825;303353;326311;108822;108766;108769;303038;326785;108766
4;17;96000;96000;56;0;1050;0;0;0;1050;0;0.0005833333333333334;0.00020479166666666668;;10939;10939;303322;438089;10939;10882;10882;303039;438560;10882
5;16;112000;112000;4417;0;900;0;0;0;900;0;0.0394375;0.00017553571428571428;;796415;796537;92563;452040;796415;796359;796481;92354;452506;796359
6;15;144000;144000;1049;0;700;0;0;0;700;0;0.007284722222222222;0.0001365277777777778;;189810;189930;92563;1251527;189810;189754;189875;92354;1251988;189754
7;14;160000;160000;454;0;630;0;0;0;630;0;0.0028375;0.00012287500000000002;;82577;82713;303352;1444579;82577;82520;82657;303038;1445050;82520
8;13;192000;192000;24125;0;525;587;0;0;525;587;0.12565104166666666;0.00010239583333333334;;4437911;5630151;431398;1530335;4589635;4437676;5543941;431019;1530856;4587804
9;12;224000;224000;10381;0;450;415;0;0;450;415;0.04634375;8.776785714285714e-05;;1870635;2262792;1104154;6274214;1997447;1870579;2262484;1103845;6274291;1997291
10;11;240000;240000;7354;0;420;90;0;0;420;90;0.030641666666666668;8.191666666666667e-05;;1325416;4589138;92564;8148263;1491889;1325360;2429474;92347;8148389;1419248
11;10;288000;288000;5339;0;350;150;-4;0;350;154;0.018538194444444444;6.82638888888889e-05;;962486;5362679;512722;9568784;1275840;962430;4122972;512342;11327532;1239957
12;9;336000;336000;3504;0;300;15;-7;0;300;22;0.01042857142857143;5.851190476190477e-05;;631959;1047570;893028;10534789;650853;631902;1144783;892715;17813898;655710
13;8;400000;400000;11180;0;252;98;-22;0;252;120;0.02795;4.915e-05;;2014572;8353425;92562;11158616;2293690;2014516;5277584;92345;30633914;2270890
14;7;448000;448000;27276;0;225;382;-8;0;225;390;0.06088392857142857;4.388392857142857e-05;;5005344;11430548;3184262;13591734;5863508;5005186;11429523;3183583;32353984;5845397
15;6;560000;560000;10931;0;180;101;-13;0;180;114;0.019519642857142857;3.510714285714286e-05;;1969743;8307967;893155;18930483;2318112;1969571;10163058;892841;50449094;2547343
16;5;576000;576000;5887;0;175;48;-36;0;175;84;0.01022048611111111;3.413194444444445e-05;;1061121;2795441;6338322;21796026;1183591;1061065;11681019;6337403;62100436;1481649
17;4;672000;672000;13493;0;150;162;-4;0;150;166;0.020078869047619047;2.9255952380952385e-05;;2431255;7492895;3723595;22860436;3067775;2431199;11768359;3722897;67856722;3443512
18;3;720000;720000;82530;0;140;944;-16;0;140;960;0.114625;2.7305555555555556e-05;;16483575;39058479;1616538;25710957;25843170;16481790;35775096;1616468;68677124;25462477
19;2;800000;800000;27260;0;126;292;8;0;126;284;0.034075;2.4575e-05;;5002581;50624305;2409753;51111994;10095349;5002429;20337791;2409384;97016862;7718066
20;1;960000;960000;241457;5;105;2158;102;0;105;2056;0.2515177083333333;2.047916666666667e-05;;73530087;136722810;6593566;58117559;114511316;69414083;89239150;6593120;57588658;79884433
;;100800000;;;;;5442;;;;5442;0.8947262896825395;0.0034527875000000007;0.8981790771825395
;;;;;;;0.0;;;;;
