ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;20000;20000;1088;0;2520;0;0;0;2520;0;0.0544;0.0009830000000000001;;196802;196863;4536;26694;196853;196739;197717;3647;26389;197578
2;19;40000;40000;464;0;1260;0;0;0;1260;0;0.0116;0.0004915000000000001;;84374;84379;205012;227043;84374;84284;84322;204804;227343;84284
3;18;70000;70000;2874;0;720;0;0;0;720;0;0.041057142857142855;0.00028085714285714286;;518465;518556;5278;314316;518465;518379;519511;4392;1725493;518714
4;17;70000;70000;7812;0;720;360;0;0;720;360;0.1116;0.00028085714285714286;;1407866;1714333;526677;835826;1532617;1407810;1715700;205647;528924;1532529
5;16;80000;80000;1868;0;630;0;0;0;630;0;0.02335;0.00024575000000000004;;337352;337354;294244;2246766;337352;337294;337299;293952;2281711;337294
6;15;80000;80000;181;0;630;0;0;0;630;0;0.0022625;0.00024575000000000004;;33447;33447;634719;2587185;33447;33390;33390;295028;2587388;33390
7;14;100000;100000;553;0;504;0;0;0;504;0;0.00553;0.0001966;;100410;100546;205012;2623699;100410;100353;100490;204803;2623897;100353
8;13;120000;120000;5382;0;420;6;0;0;420;6;0.04485;0.00016383333333333335;;970221;1174300;293271;2727477;973105;970165;1174156;292955;2727672;973046
9;12;160000;160000;3540;0;315;27;-20;0;315;47;0.022125;0.00012287500000000002;;638436;2884946;672326;3903656;750194;638379;2884774;672020;3903538;795153
10;11;180000;180000;20650;0;280;327;-1;0;280;328;0.11472222222222223;0.00010922222222222222;;3924278;7284903;205885;4545378;4835673;3924136;6640975;205643;5037258;4811192
11;10;180000;180000;2706;0;280;42;21;0;280;21;0.015033333333333333;0.00010922222222222222;;488193;3846901;4221865;8562371;706052;488135;2734245;1268590;6648366;553366
12;9;280000;280000;34002;0;180;413;-22;0;180;435;0.12143571428571429;7.021428571428572e-05;;6417647;15382119;2229289;9054090;9639806;6417204;15583812;2229055;9275479;9666421
13;8;280000;280000;1207;0;180;35;22;0;180;13;0.004310714285714286;7.021428571428572e-05;;218251;526997;9234073;17997889;262080;218195;526695;2608335;17615543;234692
14;7;350000;350000;17294;0;144;128;-6;0;144;134;0.04941142857142857;5.617142857142858e-05;;3115788;12368081;2142700;18528305;4355677;3115733;12368375;2142388;18527675;4470330
15;6;420000;420000;7450;0;120;73;2;0;120;71;0.017738095238095237;4.680952380952381e-05;;1342705;13717310;2139664;22914610;2471392;1342649;9326105;2139512;22913669;2276916
16;5;480000;480000;27370;0;105;210;-13;0;105;223;0.05702083333333333;4.095833333333334e-05;;5134700;25751717;2290299;24261898;9958524;5134552;27065426;2290112;36593083;10315259
17;4;600000;600000;29206;0;84;177;-8;0;84;185;0.04867666666666667;3.276666666666667e-05;;5465418;30976169;1373016;37453782;10711559;5465268;31997517;1372610;52205715;12128788
18;3;630000;630000;29427;0;80;181;-2;0;80;183;0.04670952380952381;3.120634920634921e-05;;5505199;44606405;2142818;46521251;15393060;5505046;37094287;2142620;47497722;14765303
19;2;720000;720000;46256;0;70;293;21;0;70;272;0.06424444444444445;2.7305555555555556e-05;;11075634;73493330;6069707;62440310;31123820;9803232;35599302;6069146;62417384;22218817
20;1;800000;800000;30698;1;63;156;6;0;63;150;0.0383725;2.4575e-05;;5734105;97105997;1421050;86265304;23278771;5733953;51604973;1420697;84911712;15562773
;;50400000;;;;;2428;;;;2428;0.8944501190476191;0.003629688492063493;0.8980798075396825
;;;;;;;0.0;;;;;
