ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;20000;20000;520;0;5040;0;0;0;5040;0;0.026;0.0009830000000000001;;94430;95436;4536;28902;94482;94365;95347;3647;28508;95211
2;19;30000;30000;1745;0;3360;0;0;0;3360;0;0.058166666666666665;0.0006553333333333334;;315129;316246;4536;126883;315129;315122;315986;3646;127094;315122
3;18;70000;70000;1658;0;1440;0;0;0;1440;0;0.023685714285714286;0.00028085714285714286;;299472;299563;4536;444995;299472;299503;300328;3647;445172;299503
4;17;90000;90000;8015;0;1120;160;0;0;1120;160;0.08905555555555555;0.00021844444444444445;;1444516;1751760;323362;747510;1473454;1444460;1751610;323180;747686;1473383
5;16;100000;100000;555;0;1008;0;0;0;1008;0;0.00555;0.0001966;;100767;100903;102645;2195096;100767;100710;100847;102436;2195268;100710
6;15;120000;120000;9834;0;840;360;0;0;840;360;0.08195;0.00016383333333333335;;1772054;2283180;421740;2298988;1856579;1771997;2178883;421425;2299155;1849532
7;14;140000;140000;7140;0;720;119;2;0;720;117;0.051;0.00014042857142857143;;1286838;3057768;406305;4176150;1321850;1286838;3057541;405987;4176221;1317971
8;13;180000;180000;958;0;560;88;0;0;560;88;0.005322222222222222;0.00010922222222222222;;173439;496046;1870501;5788727;209715;173383;495902;1870152;5788705;209647
9;12;210000;210000;8440;0;480;312;36;0;480;276;0.04019047619047619;9.361904761904762e-05;;1521016;3394669;626979;5965458;1753373;1520960;3394424;626682;5965434;1746532
10;11;240000;240000;13296;0;420;444;-9;0;420;453;0.0554;8.191666666666667e-05;;2395692;6069756;2198043;7591637;2908476;2395636;6069021;2197695;7591515;2908754
11;10;280000;280000;38045;0;360;1328;-36;0;360;1364;0.135875;7.021428571428572e-05;;7682752;15971611;1697389;9990735;10511110;7379054;11946829;1697041;9990612;9541248
12;9;300000;300000;11072;0;336;316;-22;0;336;338;0.036906666666666664;6.553333333333335e-05;;1995124;19904385;526809;19655566;3051725;1995068;8045914;526458;19654906;2654342
13;8;320000;320000;19442;0;315;543;18;0;315;525;0.06075625;6.143750000000001e-05;;3604469;25562778;102644;23838262;6097303;3604318;9608775;102427;23833467;5185926
14;7;360000;360000;8831;0;280;257;11;0;280;246;0.024530555555555555;5.461111111111111e-05;;1591514;21482923;3927071;29477811;3196967;1591342;12647168;3926390;29459022;2703877
15;6;400000;400000;19253;0;252;477;6;0;252;471;0.0481325;4.915e-05;;3468659;24528325;207675;31072845;7124254;3468602;21552858;207342;31053451;6427599
16;5;630000;630000;2875;0;160;42;-4;0;160;46;0.004563492063492064;3.120634920634921e-05;;518623;7134724;3702989;36799113;832102;518566;35472422;3702540;43890834;1132692
17;4;720000;720000;2298;0;140;7;-16;0;140;23;0.003191666666666667;2.7305555555555556e-05;;414753;4745071;8348549;37321537;556329;414695;15496934;8347655;60701980;905151
18;3;840000;840000;13226;0;120;126;-26;0;120;152;0.015745238095238097;2.3404761904761905e-05;;2383078;22695670;15086285;37740032;5557422;2383023;35726551;15085043;84007030;7166245
19;2;900000;900000;98948;0;112;1269;39;0;112;1230;0.10994222222222222;2.1844444444444446e-05;;28697259;92333971;4255838;42380288;70300251;28695181;85954781;4255131;42377788;65789857
20;1;960000;960000;18165;0;105;209;5;0;105;204;0.018921875;2.047916666666667e-05;;3374505;98977589;8632749;128467585;16879945;3374355;40899372;8631868;122200439;9601178
;;100800000;;;;;6057;;;;6053;0.8948861011904761;0.00334844126984127;0.8982345424603173
;;;;;;;0.0006603929337956084;;;;;
