ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;18900;18900;241;0;3000;0;0;0;3000;0;0.012751322751322751;0.002126984126984127;;43577;43579;13552;194623;43577;43581;43583;11517;195613;43581
2;19;20000;20000;417;0;2835;0;0;0;2835;0;0.02085;0.0020099999999999996;;75261;75267;175552;246383;75261;75269;75271;173517;247583;75269
3;18;25200;25200;312;0;2250;0;0;0;2250;0;0.012380952380952381;0.0015952380952380953;;56357;61192;31562;329638;56357;56361;61006;29536;761471;56361
4;17;28350;28350;2918;0;2000;325;62;0;2000;263;0.10292768959435626;0.001417989417989418;;525694;685149;4552;394258;538904;525695;622621;4866;948676;537992
5;16;30240;30240;1571;0;1875;154;49;0;1875;105;0.0519510582010582;0.0013293650793650795;;283106;982162;9952;928211;298848;283106;377501;7917;1027933;288118
6;15;39375;39375;4266;0;1440;946;14;0;1440;932;0.10834285714285714;0.001020952380952381;;768548;1815276;18052;1219518;920629;768571;1815595;16017;1702119;916429
7;14;42000;42000;908;0;1350;80;-28;0;1350;108;0.021619047619047618;0.0009571428571428571;;163627;1333834;175552;2000302;182106;163631;771679;173518;3332986;182544
8;13;45360;45360;1000;0;1250;150;-1;0;1250;151;0.02204585537918871;0.0008862433862433862;;180335;1056144;10801;2173258;204872;180322;1050833;8409;3560398;199158
9;12;50000;50000;3001;0;1134;669;9;0;1134;660;0.06002;0.000804;;540732;2558952;175556;2349834;773838;540738;2559063;173521;3966551;759373
10;11;54000;54000;412;0;1050;47;-13;0;1050;60;0.0076296296296296294;0.0007444444444444445;;74360;1500450;175556;2910268;84090;74359;1484959;173521;3979220;92378
11;10;56250;56250;765;0;1008;88;-31;0;1008;119;0.0136;0.0007146666666666666;;137889;1592885;40556;2980432;157797;137893;2209759;38521;4855542;173424
12;9;63000;63000;1445;0;900;266;-61;0;900;327;0.022936507936507936;0.0006380952380952382;;260422;2881489;175556;3144164;358115;260410;2466106;173521;5110894;389182
13;8;64800;64800;3575;0;875;855;49;0;875;806;0.055169753086419755;0.0006203703703703703;;644057;3732752;31556;3394599;986297;644044;3200456;29521;6503091;971336
14;7;67500;67500;996;0;840;223;-29;0;840;252;0.014755555555555555;0.0005955555555555556;;179604;2459679;85556;4191827;268413;179586;2491636;83521;5950908;298810
15;6;70000;70000;3443;0;810;930;112;0;810;818;0.049185714285714284;0.0005742857142857142;;620309;4045151;175556;4399858;1076844;620317;3912536;173521;6555407;1000600
16;5;75000;75000;619;0;756;161;5;0;756;156;0.008253333333333333;0.000536;;111607;3201485;175556;5102985;214539;111611;2784967;173521;7780939;179520
17;4;75600;75600;3878;0;750;731;-43;0;750;774;0.0512962962962963;0.0005317460317460317;;698610;4293358;149467;5223510;1172168;698598;3680322;147571;6290921;1126291
18;3;81000;81000;196;0;700;42;4;0;700;38;0.002419753086419753;0.0004962962962962963;;35481;1158307;175566;6759255;52906;35485;2304996;173540;7279331;56645
19;2;84000;84000;16859;8;675;4840;1368;0;675;3472;0.20070238095238097;0.00047857142857142857;;3838822;12244803;348176;6803547;8260777;3254948;8334053;346254;6779690;5559847
20;1;94500;94500;4011;30;600;994;151;0;600;843;0.042444444444444444;0.0004253968253968254;;722649;13640816;137986;25235084;3161403;722672;5456438;136063;12206250;1584176
;;56700000;;;;;11501;;;;9884;0.8812821516754848;0.018503343915343917;0.8997854955908288
;;;;;;;0.14059646987218502;;;;;
