ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;11000;11000;452;0;91;0;0;0;91;0;0.04109090909090909;0.0036545454545454546;;81557;81557;176298;192631;81557;81559;81561;174005;190502;81559
2;19;12000;12000;140;0;84;0;0;0;84;0;0.011666666666666667;0.0033499999999999997;;25400;25406;176206;282080;25400;25408;25410;174222;374373;25408
3;18;12000;12000;482;0;84;0;0;0;84;0;0.04016666666666667;0.0033499999999999997;;86957;91570;209905;314807;87007;86965;91336;175521;303321;87012
4;17;14000;14000;30;0;72;0;0;0;72;0;0.002142857142857143;0.002871428571428571;;5595;5601;175552;409233;5595;5603;5605;173517;407177;5603
5;16;16000;16000;1296;0;63;10;2;0;63;8;0.081;0.0025125;;233620;344995;175562;422259;247595;233620;331088;173536;420303;246928
6;15;18000;18000;389;0;56;2;0;0;56;2;0.021611111111111112;0.0022333333333333333;;70212;165753;176206;663379;73890;70220;164639;174223;992672;73940
7;14;18000;18000;1795;0;56;23;7;0;56;16;0.09972222222222223;0.0022333333333333333;;323433;679932;255142;741284;377419;323434;436706;253250;661496;344621
8;13;19000;19000;316;0;53;1;-1;0;53;2;0.01663157894736842;0.0021157894736842106;;57071;76874;175556;1072393;57441;57075;303754;173521;1070676;62182
9;12;22000;22000;27;0;46;1;1;0;46;0;0.0012272727272727272;0.0018272727272727273;;5051;5051;266847;1137135;5051;5059;5059;264945;1164202;5059
10;11;22000;22000;115;0;46;1;0;0;46;1;0.005227272727272727;0.0018272727272727273;;20895;452199;280611;1149879;30474;20903;25380;265566;1135510;21004
11;10;24000;24000;2873;0;42;22;1;0;42;21;0.11970833333333333;0.0016749999999999998;;517588;687427;306758;1178491;562104;517592;686311;304546;1177047;555551
12;9;29000;29000;102;0;35;0;0;0;35;0;0.003517241379310345;0.001386206896551724;;18549;18692;176401;1704034;18550;18557;18557;174009;2055362;18557
13;8;30000;30000;3408;0;34;42;0;0;34;42;0.1136;0.00134;;614010;1733445;175566;1749215;887600;614013;1375126;173540;1729196;842846
14;7;31000;31000;555;0;33;8;3;0;33;5;0.017903225806451612;0.001296774193548387;;100098;583231;176396;2582139;144744;100106;582977;173993;2580240;136402
15;6;39000;39000;64;0;26;3;0;0;26;3;0.001641025641025641;0.0010307692307692307;;11715;82439;175566;2690219;15170;11723;82000;173540;4324244;15142
16;5;59000;59000;410;0;17;0;-1;0;17;1;0.006949152542372881;0.0006813559322033898;;74003;78619;175556;2729124;74282;74011;435066;173521;4441869;95518
17;4;64000;64000;8967;0;16;82;2;0;16;80;0.140109375;0.000628125;;1733888;4945678;418471;2811221;3824545;1732842;4902327;416484;2809206;3800507
18;3;65000;65000;2942;0;15;27;-3;0;15;30;0.045261538461538464;0.0006184615384615384;;530133;3252823;797750;7765069;1351161;530018;3230868;794790;7719780;1774147
19;2;71000;71000;624;0;14;4;0;0;14;4;0.008788732394366196;0.0005661971830985916;;112508;528996;175556;8442847;170086;112516;528705;173521;8416260;164754
20;1;74000;74000;6355;1;13;61;9;0;13;52;0.08587837837837838;0.0005432432432432432;;1413033;10417954;190449;8563723;4625022;1412535;6368885;188390;8537209;3115996
;;1000000;;;;;287;;;;267;0.8638435602391237;0.03574160883874646;0.8995851690778701
;;;;;;;0.06968641114982578;;;;;
