ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;11000;11000;830;0;91;0;0;0;91;0;0.07545454545454545;0.0036545454545454546;;149608;149608;175557;192636;149608;149610;149612;173531;191774;149610
2;19;13000;13000;670;0;77;0;0;0;77;0;0.05153846153846154;0.003092307692307692;;120793;126757;175557;350117;120861;120795;126904;173531;349160;120865
3;18;14000;14000;61;0;72;0;0;0;72;0;0.004357142857142857;0.002871428571428571;;11171;11177;175557;478377;11171;11179;11181;173531;477491;11179
4;17;18000;18000;664;0;56;1;0;0;56;1;0.03688888888888889;0.0022333333333333333;;119716;254718;175567;496926;122253;119724;254452;173550;496121;122258
5;16;24000;24000;1992;0;42;19;-2;0;42;21;0.083;0.0016749999999999998;;359009;657114;177024;624206;413114;358874;656642;174731;815371;416798
6;15;24000;24000;1022;0;42;8;2;0;42;6;0.042583333333333334;0.0016749999999999998;;184297;501266;544261;990928;210822;184285;500465;174731;988262;206931
7;14;25000;25000;1374;0;40;17;4;0;40;13;0.05496;0.001608;;247662;948140;176303;1182540;327206;247662;543825;174027;1181954;290212
8;13;29000;29000;518;0;35;1;0;0;35;1;0.01786206896551724;0.001386206896551724;;93434;246633;176870;1437966;97975;93438;246261;175073;1612223;97972
9;12;29000;29000;334;0;35;4;-4;0;35;8;0.011517241379310345;0.001386206896551724;;60318;342387;278936;1539047;81270;60326;760026;277212;1711784;89520
10;11;29000;29000;548;0;35;11;6;0;35;5;0.01889655172413793;0.001386206896551724;;98840;654898;347864;1607008;168287;98848;654960;175054;1780672;133091
11;10;30000;30000;3266;0;34;33;3;0;34;30;0.10886666666666667;0.00134;;588457;2145747;175561;1713634;841758;588459;1016900;173535;1713441;701055
12;9;45000;45000;480;0;23;3;-1;0;23;4;0.010666666666666666;0.0008933333333333334;;86600;506147;176406;2472688;111971;86608;1120358;174058;4120137;156870
13;8;50000;50000;2575;0;20;28;0;0;20;28;0.0515;0.000804;;463953;1476253;432552;2725679;712251;463954;1475590;430577;3941533;753137
14;7;61000;61000;1423;0;17;8;2;0;17;6;0.023327868852459015;0.000659016393442623;;256468;2451736;176406;3197560;484584;256471;2449989;174030;3692517;483423
15;6;68000;68000;1969;0;15;6;-2;0;15;8;0.028955882352941175;0.0005911764705882353;;354762;2419142;176408;3595434;522508;354765;1032184;174162;3593970;448841
16;5;74000;74000;8011;0;14;60;-1;0;14;61;0.10825675675675675;0.0005432432432432432;;1920728;5321628;175561;3958410;3612776;2153541;4919689;173535;3957000;3598717
17;4;75000;75000;452;0;14;3;0;0;14;3;0.006026666666666666;0.000536;;81551;1042540;1392449;7897215;213344;81559;829777;1388509;7892929;146402
18;3;84000;84000;2402;0;12;14;2;0;12;12;0.028595238095238094;0.00047857142857142857;;432810;3224661;195976;7987059;1107620;432810;3223439;193955;7982885;889750
19;2;89000;89000;994;0;12;7;-3;0;12;10;0.011168539325842696;0.00045168539325842697;;179254;2219113;176219;8691399;653164;179257;2144773;174269;11736595;501762
20;1;89000;89000;8678;1;11;58;10;0;11;48;0.09750561797752809;0.00045168539325842697;;2164950;10222487;364427;10918720;6058880;2164150;8407622;174250;8590873;4795484
;;1000000;;;;;281;;;;265;0.8719281375021034;0.027716947396965935;0.8996450848990694
;;;;;;;0.05693950177935943;;;;;
