ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;14;0;100;0;0;0;100;0;0.0014;0.004019999999999999;;2728;2728;175552;192631;2728;2730;2732;173517;191157;2730
2;19;12000;12000;1082;0;84;0;0;0;84;0;0.09016666666666667;0.0033499999999999997;;195098;200952;176308;203224;196087;195099;201085;174005;409198;195998
3;18;13000;13000;544;0;77;0;-1;0;77;1;0.041846153846153845;0.003092307692307692;;98109;98115;175552;405638;98109;98117;114337;173517;686231;98389
4;17;14000;14000;183;0;72;1;1;0;72;0;0.01307142857142857;0.002871428571428571;;33135;33278;177510;511129;33135;33143;33280;175987;924832;33143
5;16;14000;14000;684;0;72;3;-1;0;72;4;0.048857142857142856;0.002871428571428571;;123320;235678;219055;551884;126937;123328;138849;217613;793855;124809
6;15;14000;14000;441;0;72;2;1;0;72;1;0.0315;0.002871428571428571;;79556;293746;350801;683532;83063;79578;96267;349449;706617;80010
7;14;14000;14000;1050;0;72;24;15;0;72;9;0.075;0.002871428571428571;;189336;509212;439119;776247;233518;189335;206428;177493;566784;192720
8;13;17000;17000;136;0;59;1;0;0;59;1;0.008;0.002364705882352941;;24669;24675;175556;966466;24669;24677;24679;173521;965484;24677
9;12;23000;23000;1173;0;44;17;0;0;44;17;0.051;0.0017478260869565217;;211469;904816;175556;998777;280677;211471;905778;173521;997895;280602
10;11;26000;26000;436;0;39;7;-1;0;39;8;0.01676923076923077;0.001546153846153846;;78678;804963;282897;1217950;129705;78686;805290;280905;1220079;129749
11;10;28000;28000;3133;0;36;37;5;0;36;32;0.11189285714285714;0.0014357142857142856;;564506;1121521;637346;1304527;726644;564507;1012354;635848;1303833;685646
12;9;35000;35000;747;0;29;5;0;0;29;5;0.021342857142857143;0.0011485714285714285;;134659;343950;176214;1876851;156583;134667;573996;174236;1911774;171695
13;8;35000;35000;152;0;29;1;-1;0;29;2;0.004342857142857143;0.0011485714285714285;;27559;27702;319588;2056773;27582;27567;227092;317693;1876250;34463
14;7;36000;36000;876;0;28;9;-1;0;28;10;0.024333333333333332;0.0011166666666666666;;157881;1081247;380688;2070906;228057;157889;1081734;378336;2070081;228581
15;6;57000;57000;478;0;18;4;-1;0;18;5;0.008385964912280702;0.0007052631578947368;;86243;759820;176411;2236930;166047;86251;759583;174029;4402651;168030
16;5;73000;73000;2087;0;14;17;4;0;14;13;0.02858904109589041;0.0005506849315068494;;391966;1199077;175556;2331209;632369;376115;1282898;173521;3824529;668833
17;4;83000;83000;1701;0;13;9;-1;0;12;10;0.02049397590361446;0.00048433734939759034;;306516;1945470;175556;3538442;488875;306518;1944942;173521;3536967;596440
18;3;86000;86000;14919;0;12;101;0;0;12;101;0.1734767441860465;0.00046744186046511623;;6024776;8147259;176411;3869354;6765661;5811647;8145337;174029;3867497;6569365
19;2;96000;96000;7232;0;10;36;1;0;10;35;0.07533333333333334;0.00041874999999999996;;2745102;10744674;379781;10132418;5608629;2413178;9737684;377794;10126158;4080832
20;1;98000;98000;1792;1;10;13;5;0;10;8;0.018285714285714287;0.00041020408163265306;;323008;12803752;2035229;14818448;2428598;323008;2231376;2032820;13769463;814817
;;1000000;;;;;287;;;;262;0.8640873011894071;0.03549291298390604;0.8995802141733131
;;;;;;;0.08710801393728224;;;;;
