ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;32000;32000;1639;0;32;0;0;0;32;0;0.05121875;0.00125625
2;9;39000;39000;22524;0;26;17;12;0;26;5;0.5775384615384616;0.0010307692307692307
3;8;48000;48000;624;0;21;0;0;0;21;0;0.013;0.0008374999999999999
4;7;58000;58000;1978;0;17;4;1;0;17;3;0.03410344827586207;0.000693103448275862
5;6;71000;71000;579;0;14;0;0;0;14;0;0.00815492957746479;0.0005661971830985916
6;5;85000;85000;41;0;12;0;0;0;12;0;0.0004823529411764706;0.0004729411764705882
7;4;90000;90000;3651;0;11;3;1;0;11;2;0.04056666666666667;0.0004466666666666667
8;3;92000;92000;3364;0;11;3;0;0;11;3;0.03656521739130435;0.0004369565217391304
9;2;94000;94000;1614;0;11;2;0;0;11;2;0.017170212765957447;0.00042765957446808513
10;1;95000;95000;6130;0;11;13;1;0;11;12;0.06452631578947368;0.0004231578947368421
;;1000000;;;;;42;;;;27;0.843326354946367;0.0065912016962249974;0.8499175566425919
;;;;;;;0.35714285714285715;;;;;
