ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;21000;21000;2466;0;48;0;0;0;48;0;0.11742857142857142;0.0019142857142857143
2;9;22000;22000;1744;0;46;2;2;0;46;0;0.07927272727272727;0.0018272727272727273
3;8;26000;26000;1831;0;39;5;1;0;39;4;0.07042307692307692;0.001546153846153846
4;7;28000;28000;706;0;36;0;0;0;36;0;0.025214285714285713;0.0014357142857142856
5;6;32000;32000;2724;0;32;11;1;0;32;10;0.085125;0.00125625
6;5;33000;33000;660;0;31;2;0;0;31;2;0.02;0.0012181818181818183
7;4;39000;39000;2326;0;26;11;1;0;26;10;0.05964102564102564;0.0010307692307692307
8;3;47000;47000;3063;0;22;16;-2;0;22;18;0.06517021276595744;0.0008553191489361703
9;2;82000;82000;16050;0;12;56;-1;0;12;57;0.19573170731707318;0.0004902439024390243
10;1;92000;92000;15625;0;11;54;5;0;11;49;0.16983695652173914;0.0004369565217391304
;;1000000;;;;;157;;;;150;0.8878435635844567;0.012011147195491947;0.8998547107799486
;;;;;;;0.044585987261146494;;;;;
