ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;1350;0;63;0;0;0;63;0;0.084375;0.0025125
2;9;25000;25000;1142;0;40;3;0;0;40;3;0.04568;0.001608
3;8;30000;30000;646;0;34;0;0;0;34;0;0.021533333333333335;0.00134
4;7;32000;32000;734;0;32;2;1;0;32;1;0.0229375;0.00125625
5;6;34000;34000;1375;0;30;2;0;0;30;2;0.04044117647058824;0.0011823529411764705
6;5;43000;43000;452;0;24;0;0;0;24;0;0.010511627906976745;0.0009348837209302325
7;4;47000;47000;8576;0;22;39;4;0;22;35;0.182468085106383;0.0008553191489361703
8;3;53000;53000;1497;0;19;3;1;0;19;2;0.028245283018867924;0.0007584905660377359
9;2;64000;64000;22;0;16;0;0;0;16;0;0.00034375;0.000628125
10;1;73000;73000;3775;0;14;9;-1;0;14;10;0.05171232876712329;0.0005506849315068494
;;1000000;;;;;58;;;;53;0.48824808460327246;0.011626606308587462;0.49987469091185993
;;;;;;;0.08620689655172414;;;;;
