ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;311;0;84;0;0;0;84;0;0.025916666666666668;0.0033499999999999997
2;9;15000;15000;86;0;67;0;0;0;67;0;0.005733333333333333;0.00268
3;8;28000;28000;539;0;36;0;0;0;36;0;0.01925;0.0014357142857142856
4;7;53000;53000;3007;0;19;8;-2;0;19;10;0.056735849056603775;0.0007584905660377359
5;6;62000;62000;1540;0;17;3;2;0;17;1;0.024838709677419354;0.0006483870967741935
6;5;64000;64000;2365;0;16;2;0;0;16;2;0.036953125;0.000628125
7;4;69000;69000;22743;0;15;72;7;0;15;65;0.32960869565217393;0.0005826086956521739
8;3;81000;81000;2328;0;13;3;0;0;13;3;0.02874074074074074;0.0004962962962962963
9;2;85000;85000;1096;0;12;5;0;0;12;5;0.012894117647058823;0.0004729411764705882
10;1;86000;86000;12698;0;12;32;1;0;12;31;0.14765116279069768;0.00046744186046511623
;;1000000;;;;;125;;;;117;0.6883224005646943;0.011520004977410389;0.6998424055421046
;;;;;;;0.064;;;;;
