ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;44000;44000;1611;0;23;0;0;0;23;0;0.03661363636363636;0.0009136363636363636
2;9;50000;50000;502;0;20;0;0;0;20;0;0.01004;0.000804
3;8;52000;52000;1158;0;20;0;0;0;20;0;0.02226923076923077;0.000773076923076923
4;7;65000;65000;821;0;16;0;0;0;16;0;0.01263076923076923;0.0006184615384615384
5;6;67000;67000;3856;0;15;0;0;0;15;0;0.05755223880597015;0.0006000000000000001
6;5;78000;78000;9933;0;13;7;1;0;13;6;0.12734615384615386;0.0005153846153846154
7;4;82000;82000;12007;0;13;13;-1;0;13;14;0.14642682926829267;0.0004902439024390243
8;3;90000;90000;5303;0;11;5;0;0;11;5;0.05892222222222222;0.0004466666666666667
9;2;94000;94000;14317;0;11;13;2;0;11;11;0.15230851063829787;0.00042765957446808513
10;1;100000;100000;6983;0;10;11;3;0;10;8;0.06983;0.000402
;;1000000;;;;;49;;;;44;0.6939395911445732;0.005991129584133217;0.6999307207287063
;;;;;;;0.10204081632653061;;;;;
