ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;151;0;91;0;0;0;91;0;0.013727272727272727;0.0036545454545454546
2;9;22000;22000;874;0;46;0;0;0;46;0;0.03972727272727273;0.0018272727272727273
3;8;38000;38000;296;0;27;0;0;0;27;0;0.007789473684210527;0.0010578947368421053
4;7;57000;57000;227;0;18;0;0;0;18;0;0.003982456140350877;0.0007052631578947368
5;6;61000;61000;239;0;17;0;0;0;17;0;0.003918032786885246;0.000659016393442623
6;5;67000;67000;7712;0;15;12;2;0;15;10;0.1151044776119403;0.0006000000000000001
7;4;73000;73000;12946;0;14;31;1;0;14;30;0.17734246575342466;0.0005506849315068494
8;3;83000;83000;813;0;13;0;0;0;13;0;0.009795180722891567;0.00048433734939759034
9;2;84000;84000;13810;0;12;29;0;0;12;29;0.16440476190476191;0.00047857142857142857
10;1;98000;98000;5254;0;11;8;0;0;11;8;0.05361224489795918;0.00041020408163265306
;;1000000;;;;;80;;;;77;0.5894036389569697;0.010427790261106167;0.5998314292180759
;;;;;;;0.0375;;;;;
