ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;21000;21000;1346;0;48;0;0;0;48;0;0.0640952380952381;0.0019142857142857143
2;9;24000;24000;1095;0;42;0;0;0;42;0;0.045625;0.0016749999999999998
3;8;34000;34000;1097;0;30;2;0;0;30;2;0.03226470588235294;0.0011823529411764705
4;7;43000;43000;3355;0;24;9;0;0;24;9;0.07802325581395349;0.0009348837209302325
5;6;51000;51000;173;0;20;0;0;0;20;0;0.003392156862745098;0.0007882352941176471
6;5;59000;59000;1173;0;17;4;-1;0;17;5;0.01988135593220339;0.0006813559322033898
7;4;66000;66000;4239;0;16;7;-2;0;16;9;0.06422727272727273;0.0006090909090909092
8;3;85000;85000;1550;0;12;3;0;0;12;3;0.018235294117647058;0.0004729411764705882
9;2;91000;91000;13361;0;11;25;0;0;11;25;0.1468241758241758;0.0004417582417582418
10;1;93000;93000;24937;0;11;57;7;0;11;50;0.2681397849462366;0.000432258064516129
;;1000000;;;;;107;;;;103;0.7407082402018252;0.009132161994549321;0.7498404021963746
;;;;;;;0.037383177570093455;;;;;
