ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;14000;14000;1313;0;72;0;0;0;72;0;0.09378571428571429;0.002871428571428571
2;9;28000;28000;260;0;36;0;0;0;36;0;0.009285714285714286;0.0014357142857142856
3;8;29000;29000;4310;0;35;8;0;0;35;8;0.14862068965517242;0.001386206896551724
4;7;33000;33000;3117;0;31;10;0;0;31;10;0.09445454545454546;0.0012181818181818183
5;6;35000;35000;2957;0;29;5;0;0;29;5;0.08448571428571429;0.0011485714285714285
6;5;38000;38000;7639;0;26;33;8;0;26;25;0.2010263157894737;0.0010578947368421053
7;4;44000;44000;504;0;23;0;-1;0;23;1;0.011454545454545455;0.0009136363636363636
8;3;65000;65000;10231;0;15;43;3;0;15;40;0.1574;0.0006184615384615384
9;2;77000;77000;444;0;13;1;-1;0;13;2;0.0057662337662337665;0.0005220779220779221
10;1;85000;85000;2714;0;12;7;1;0;12;6;0.03192941176470588;0.0004729411764705882
;;1000000;;;;;107;;;;97;0.8382088847418195;0.011645114737936344;0.8498539994797559
;;;;;;;0.09345794392523364;;;;;
