ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;3329;0;63;0;0;0;63;0;0.2080625;0.0025125
2;9;27000;27000;913;0;38;0;0;0;38;0;0.03381481481481481;0.001488888888888889
3;8;34000;34000;224;0;30;0;0;0;30;0;0.006588235294117647;0.0011823529411764705
4;7;40000;40000;2564;0;25;4;0;0;25;4;0.0641;0.0010049999999999998
5;6;43000;43000;3301;0;24;9;0;0;24;9;0.07676744186046512;0.0009348837209302325
6;5;47000;47000;565;0;22;1;0;0;22;1;0.01202127659574468;0.0008553191489361703
7;4;49000;49000;2204;0;21;5;0;0;21;5;0.044979591836734695;0.0008204081632653061
8;3;61000;61000;2511;0;17;6;-1;0;17;7;0.04116393442622951;0.000659016393442623
9;2;73000;73000;752;0;14;2;-1;0;14;3;0.010301369863013698;0.0005506849315068494
10;1;100000;100000;24166;0;10;68;5;0;10;63;0.24166;0.000402
;;1000000;;;;;95;;;;92;0.7394591646911203;0.01041105418814654;0.7498702188792669
;;;;;;;0.031578947368421054;;;;;
