ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;620;0;100;0;0;0;100;0;0.062;0.004019999999999999
2;9;28000;28000;1146;0;36;0;0;0;36;0;0.040928571428571425;0.0014357142857142856
3;8;33000;33000;6072;0;31;25;2;0;31;23;0.184;0.0012181818181818183
4;7;51000;51000;3114;0;20;12;0;0;20;12;0.06105882352941176;0.0007882352941176471
5;6;53000;53000;3207;0;19;10;0;0;19;10;0.06050943396226415;0.0007584905660377359
6;5;82000;82000;3408;0;13;6;0;0;13;6;0.0415609756097561;0.0004902439024390243
7;4;89000;89000;2473;0;12;10;0;0;12;10;0.027786516853932585;0.00045168539325842697
8;3;91000;91000;4771;0;11;9;1;0;11;8;0.05242857142857143;0.0004417582417582418
9;2;92000;92000;779;0;11;1;0;0;11;1;0.008467391304347826;0.0004369565217391304
10;1;94000;94000;4757;0;11;12;0;0;11;12;0.050606382978723406;0.00042765957446808513
;;1000000;;;;;85;;;;82;0.5893466670955787;0.010468925597714396;0.5998155926932931
;;;;;;;0.03529411764705882;;;;;
