ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;17000;17000;2279;0;59;0;0;0;59;0;0.13405882352941176;0.002364705882352941
2;9;49000;49000;10761;0;21;13;0;0;21;13;0.2196122448979592;0.0008204081632653061
3;8;52000;52000;1965;0;20;1;0;0;20;1;0.03778846153846154;0.000773076923076923
4;7;57000;57000;562;0;18;0;0;0;18;0;0.009859649122807018;0.0007052631578947368
5;6;74000;74000;1880;0;14;4;0;0;14;4;0.025405405405405406;0.0005432432432432432
6;5;76000;76000;3241;0;14;5;-1;0;14;6;0.04264473684210526;0.0005289473684210527
7;4;82000;82000;240;0;13;0;0;0;13;0;0.002926829268292683;0.0004902439024390243
8;3;95000;95000;5768;0;11;9;0;0;11;9;0.06071578947368421;0.0004231578947368421
9;2;96000;96000;15043;0;11;26;3;0;11;23;0.15669791666666666;0.00041874999999999996
10;1;97000;97000;262;0;11;1;0;0;11;1;0.0027010309278350515;0.00041443298969072163
;;1000000;;;;;59;;;;57;0.6924108876726287;0.0074822295251207906;0.6998931171977495
;;;;;;;0.03389830508474576;;;;;
