ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;111;0;100;0;0;0;100;0;0.0111;0.004019999999999999
2;9;18000;18000;118;0;56;0;0;0;56;0;0.006555555555555556;0.0022333333333333333
3;8;36000;36000;3512;0;28;5;0;0;28;5;0.09755555555555556;0.0011166666666666666
4;7;38000;38000;2370;0;27;9;0;0;27;9;0.06236842105263158;0.0010578947368421053
5;6;50000;50000;2669;0;20;4;0;0;20;4;0.05338;0.000804
6;5;69000;69000;16544;0;15;47;0;0;15;47;0.239768115942029;0.0005826086956521739
7;4;71000;71000;5568;0;15;12;0;0;15;12;0.0784225352112676;0.0005661971830985916
8;3;85000;85000;3199;0;12;8;1;0;12;7;0.03763529411764706;0.0004729411764705882
9;2;87000;87000;6879;0;12;20;0;0;12;20;0.07906896551724138;0.00046206896551724135
10;1;89000;89000;6429;0;11;15;0;0;11;15;0.07223595505617977;0.00045168539325842697
;;1000000;;;;;120;;;;119;0.7380903980081076;0.011767396150839125;0.7498577941589467
;;;;;;;0.008333333333333333;;;;;
