ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;554;0;7200;0;0;0;7200;0;0.03517460317460318;0.0025523809523809527;;99915;99917;40571;195386;99915;99919;99921;38511;195611;99919
2;19;18900;18900;1055;0;6000;0;0;0;6000;0;0.05582010582010582;0.002126984126984127;;190235;195709;13581;303855;190235;190236;195518;11530;303960;190236
3;18;25200;25200;171;0;4500;0;0;0;4500;0;0.0067857142857142855;0.0015952380952380953;;30976;31119;31571;502091;30976;30984;31121;29511;502261;30984
4;17;50000;50000;2906;0;2268;648;-1;0;2268;649;0.05812;0.000804;;523535;885254;175566;541285;567275;523536;887310;173502;541505;567162
5;16;50400;50400;769;0;2250;53;41;0;2250;12;0.015257936507936509;0.0007976190476190477;;138620;789095;71317;1073088;149294;138624;251233;69300;1073417;138765
6;15;60480;60480;5646;0;1875;1512;-21;0;1875;1533;0.0933531746031746;0.0006646825396825397;;1017084;2068397;9971;1218017;1180122;1017073;1919673;7911;1218551;1178748
7;14;63000;63000;2197;0;1800;197;83;0;1800;114;0.034873015873015875;0.0006380952380952382;;395919;2362379;284319;2243596;480443;395900;1139507;282303;2244218;423817
8;13;67500;67500;4535;0;1680;1391;27;0;1680;1364;0.06718518518518518;0.0005955555555555556;;816967;2893066;85575;2652169;1106534;816966;2891211;83515;2652224;1081251
9;12;90000;90000;672;0;1260;84;-8;0;1260;92;0.007466666666666667;0.0004466666666666667;;121161;2207513;175575;3793795;155427;121165;2206554;173515;4295899;156432
10;11;90720;90720;3014;0;1250;609;9;0;1250;600;0.03322310405643739;0.0004431216931216931;;543065;2820692;9975;3923435;724720;543064;2819626;7915;4700840;722847
11;10;94500;94500;12336;0;1200;2789;225;0;1200;2564;0.13053968253968254;0.0004253968253968254;;2222111;6370376;393201;4476063;3408132;2222110;5248844;391203;4475273;3195411
12;9;108000;108000;2363;0;1050;426;-5;0;1050;431;0.02187962962962963;0.00037222222222222225;;425778;3306526;175575;7072365;583135;425766;3305168;173515;7069449;588107
13;8;129600;129600;178;0;875;17;-7;0;875;24;0.0013734567901234568;0.00031018518518518515;;32234;1501949;31575;7505727;41648;32238;2785320;29515;9535389;48141
14;7;131250;131250;3510;0;864;627;-91;0;864;718;0.02674285714285714;0.00030628571428571423;;632361;8015339;40575;7526394;1094271;632350;7969541;38515;10475180;1298376
15;6;135000;135000;2056;0;840;350;-31;0;840;381;0.01522962962962963;0.0002977777777777778;;370517;5981565;1001840;8192811;620233;370517;5544648;999835;8162590;629478
16;5;141750;141750;191;0;800;20;-11;0;800;31;0.001347442680776014;0.00028359788359788357;;34580;1622987;149207;8567036;44089;34584;2118400;147171;9272107;52699
17;4;157500;157500;19128;0;720;3570;289;0;720;3281;0.12144761904761905;0.00025523809523809527;;3761398;13954843;194238;8610406;7179698;3760558;12580264;192211;8584051;6550369
18;3;175000;175000;8477;0;648;1434;86;0;648;1348;0.04844;0.00022971428571428573;;1527011;14904521;175575;15841560;4084302;1527020;9011890;173515;15835129;3219221
19;2;648000;648000;51632;0;175;2583;4;0;175;2579;0.079679012345679;6.203703703703704e-05;;18789817;52704475;652619;23723816;41605728;18782379;58665553;650733;36710015;41925332
20;1;675000;675000;22040;0;168;1053;3;0;168;1050;0.03265185185185185;5.9555555555555554e-05;;4934680;76683153;1382063;75620755;23022156;4933136;41395112;1380135;75592489;17253081
;;113400000;;;;;17363;;;;16771;0.8865906878306878;0.013266354497354499;0.8998570423280423
;;;;;;;0.034095490410643324;;;;;
