ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;22500;22500;456;0;2520;0;-1920;1932;2519;1920;0.020266666666666665;0.002516888888888889;;82286;82288;85820;194041;82287;82256;91734;83986;10422869;82290
2;19;25200;25200;363;0;2250;0;-1773;1771;2249;1773;0.014404761904761905;0.0022472222222222225;;65537;65543;31820;284302;65537;65541;80617;30009;11221268;65541
3;18;33750;33750;1377;0;1680;120;-1151;1269;1679;1271;0.0408;0.001677925925925926;;248183;332300;40820;358033;253606;248169;326716;39046;12503214;248223
4;17;35000;35000;857;0;1620;0;-1251;1248;1619;1251;0.024485714285714284;0.0016179999999999999;;154447;154590;175820;614308;154447;154451;255792;174009;12564654;154565
5;16;37800;37800;949;0;1500;120;-1105;1220;1499;1225;0.025105820105820107;0.0014981481481481482;;171026;432842;31830;777037;177920;171026;432193;30046;12888461;171430
6;15;39375;39375;714;0;1440;0;-1118;1116;1439;1118;0.018133333333333335;0.0014382222222222222;;128713;133694;18320;956419;128715;128713;225392;40302;13034140;128805
7;14;47250;47250;1334;0;1200;30;-923;946;1199;953;0.028232804232804234;0.0011985185185185185;;240453;324479;40820;1093524;242265;240434;417011;85336;14234041;241200
8;13;50400;50400;2254;0;1125;300;-590;883;1124;890;0.04472222222222222;0.0011236111111111113;;406170;835832;106118;1342307;459307;406148;807781;1316522;14385506;407520
9;12;52500;52500;5392;0;1080;720;-189;885;1079;909;0.10270476190476191;0.0010786666666666666;;971361;2001743;85834;1756913;1155521;971342;1330051;1444772;14316029;975012
10;11;63000;63000;412;0;900;0;-680;679;899;680;0.00653968253968254;0.000898888888888889;;74360;79198;175824;2736879;74363;74364;173012;2726670;16569664;74425
11;10;67500;67500;36;0;840;30;-579;608;839;609;0.0005333333333333334;0.000838962962962963;;6681;501011;434400;2819770;12112;6687;11981;2808888;16603340;6687
12;9;75000;75000;8647;0;756;1356;686;637;755;670;0.11529333333333333;0.0007550666666666667;;1557619;3817499;175821;2836879;2169810;1557599;2168327;2823478;17571859;1566989
13;8;75600;75600;8491;0;750;1270;635;614;749;635;0.11231481481481481;0.0007490740740740741;;1529536;5590515;286976;4496733;2380613;1529515;2059497;4484202;17298308;1536188
14;7;78750;78750;1198;0;720;106;-408;507;719;514;0.015212698412698412;0.0007191111111111111;;215975;2703869;179283;6387845;302250;215955;644663;6100218;18254476;217287
15;6;81000;81000;2091;0;700;293;-251;535;699;544;0.025814814814814815;0.0006991358024691359;;376821;6159041;175824;6772762;590457;376806;702854;6459093;18976416;378603
16;5;87500;87500;10374;0;648;1723;1162;527;647;561;0.11856;0.0006472;;1868715;8846028;85824;7489449;3701104;1868696;2693131;5153049;18871961;1880628
17;4;90000;90000;6084;0;630;1025;543;467;630;482;0.0676;0.0006292222222222222;;1096039;10648936;267050;11203313;2849410;1096018;1496905;6894553;20329921;1102311
18;3;90720;90720;10689;59;625;1966;1425;509;625;541;0.11782407407407407;0.0006242283950617284;;1925410;18619278;10802;12756901;7264946;1925391;2362551;8680254;19810224;1934519
19;2;94500;94500;5421;343;600;1157;749;391;600;408;0.05736507936507936;0.0005992592592592592;;976558;46040204;335683;46887652;9628196;976562;1499213;8459128;20863964;981947
20;1;100000;100000;2179;481;480;380;12;357;567;368;0.02179;0.0005663;;392651;188896901;171052463;1715172591;20568427;392637;567402;8897716;22655101;395265
;;56700000;;;;;10596;;;;17322;0.9777039153439154;0.02212365308641975;0.9998275684303352
;;;;;;;-0.6347678369195923;;;;;
