ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;351;0;7200;0;-6156;6215;7199;6156;0.022285714285714287;0.003595555555555556;;63382;63384;40820;193819;63382;63352;73887;38986;8549048;63382
2;19;25200;25200;142;0;4500;0;-3984;3983;4499;3984;0.005634920634920635;0.0022472222222222225;;25757;25763;31822;265754;25757;25761;33505;66037;10215597;25761
3;18;26250;26250;305;0;4320;0;-3979;3978;4319;3979;0.011619047619047619;0.002157333333333333;;55099;55242;41386;299538;55099;55103;131257;85302;10340740;55103
4;17;30240;30240;1035;0;3750;240;-2916;3155;3749;3156;0.03422619047619048;0.0018726851851851853;;186631;329704;10222;362881;191359;186612;264048;89501;10863121;186634
5;16;33750;33750;818;0;3360;0;-2908;2904;3359;2908;0.024237037037037036;0.001677925925925926;;147443;147586;40820;557659;147443;147447;228902;550345;11338308;147451
6;15;37800;37800;1216;0;3000;210;-2469;2674;2999;2679;0.03216931216931217;0.0014981481481481482;;219202;380408;31820;713420;226448;219201;301206;705383;11838982;219224
7;14;39375;39375;1180;0;2880;120;-2458;2575;2879;2578;0.029968253968253967;0.0014382222222222222;;212709;414112;18320;940910;218417;212707;291140;932370;11919517;212730
8;13;40000;40000;7270;0;2835;4350;1610;2711;2834;2740;0.18175;0.00141575;;1309640;2167022;175824;1161943;1573684;1309621;1698065;1152777;10713119;1311517
9;12;45000;45000;258;0;2520;90;-2180;2267;2519;2270;0.005733333333333333;0.0012584444444444444;;46633;357762;175824;2482855;51262;46637;122787;2470160;12338883;46637
10;11;47250;47250;1534;0;2400;402;-1677;2077;2399;2079;0.03246560846560847;0.0011985185185185185;;276441;1843131;113101;2542894;374722;276440;388967;2357028;12458607;276462
11;10;50000;50000;2153;0;2268;1039;-887;1915;2267;1926;0.04306;0.0011326;;387994;1232782;175824;2820061;477184;387975;470412;2214850;12770952;388388
12;9;52500;52500;13103;0;2160;7868;5757;2076;2159;2111;0.24958095238095238;0.0010786666666666666;;2433412;5555402;149831;3300755;3825845;2360263;2691801;2661261;11473980;2364402
13;8;56700;56700;2199;0;2000;1213;-463;1673;1999;1676;0.03878306878306878;0.0009987654320987654;;396264;5978859;13826;6056983;745934;396254;481992;4112657;14053650;396389
14;7;60000;60000;3432;2;1890;1909;301;1590;1890;1608;0.0572;0.0009438333333333334;;618319;6613056;175824;6625961;1145976;618306;739078;4848006;13233107;620229
15;6;65625;65625;2297;7;1728;1133;-175;1303;1728;1308;0.03500190476190476;0.0008629333333333332;;413903;7196927;18324;14046548;884714;413900;687352;5795383;15098880;414760
16;5;70000;70000;595;20;1620;334;-715;1046;1620;1049;0.0085;0.0008089999999999999;;107263;4990843;175824;16851757;220825;107263;185000;6857335;15578964;107320
17;4;75600;75600;3903;43;1500;2108;831;1271;1500;1277;0.051626984126984125;0.0007490740740740741;;703086;10535788;295263;17088404;2624926;703085;787205;7009020;16436075;704316
18;3;84000;84000;6077;428;1350;3188;2120;1059;1350;1068;0.0723452380952381;0.0006741666666666667;;1094755;20064825;175824;26294950;7628881;1094760;1210864;8157757;17269898;1096828
19;2;90000;90000;3237;1163;1162;1655;756;887;1260;899;0.03596666666666667;0.0006292222222222222;;583202;84687566;54022694;1665279847;17326240;583201;668369;9817129;19012976;584746
20;1;90720;90720;66;0;0;0;-899;899;1250;899;0.0007275132275132275;0.0006242283950617284;;9223372036854775807;-9223372036854775808;9223372036854775807;-9223372036854775808;0;12076;19763;11534231;20015273;12076
;;113400000;;;;;25859;;;;46350;0.9728817460317459;0.026862295679012348;0.9997440417107583
;;;;;;;-0.7924126996403573;;;;;
