ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;615;0;11340;0;-7276;8418;11339;7276;0.0615;0.005663;;110897;110899;175821;193010;110897;110867;127181;173853;7941292;110867
2;19;22500;22500;182;0;5040;0;-4304;4298;5039;4304;0.008088888888888889;0.002516888888888889;;32948;32954;85821;312445;32948;32922;160611;84005;10149457;32952
3;18;26250;26250;656;0;4320;0;-3618;3611;4319;3618;0.02499047619047619;0.002157333333333333;;118271;123726;40821;353539;118271;118275;248736;39012;10697361;118278
4;17;37800;37800;2332;0;3000;1140;-1401;2499;2999;2541;0.061693121693121696;0.0014981481481481482;;420191;592553;31831;479898;462545;420178;591055;155138;12346928;422074
5;16;39375;39375;2209;0;2880;900;-1700;2572;2879;2600;0.0561015873015873;0.0014382222222222222;;398075;834915;18321;908445;449325;398056;571262;260585;12223209;398937
6;15;40000;40000;994;0;2835;266;-1941;2194;2834;2207;0.02485;0.00141575;;179255;1159122;295366;1314395;211678;179118;305611;317363;11942833;179257
7;14;45360;45360;258;0;2500;16;-1909;1918;2499;1925;0.005687830687830688;0.001248456790123457;;46628;94220;10792;1500868;46633;46637;179044;808634;13244658;46643
8;13;50000;50000;468;0;2268;265;-1543;1804;2267;1808;0.00936;0.0011326;;84441;1116370;295450;1551660;116711;84445;218698;1548793;13986023;84449
9;12;52500;52500;1981;0;2160;427;-1433;1839;2159;1860;0.037733333333333334;0.0010786666666666666;;356914;1253218;213261;1652066;413884;356902;531144;1641114;14069675;358140
10;11;56250;56250;3981;0;2016;1493;-320;1768;2015;1813;0.07077333333333333;0.0010067555555555556;;717139;2111475;40827;2133049;927744;717127;1019604;2129735;14018020;720465
11;10;60000;60000;3821;0;1890;1267;-279;1516;1889;1546;0.06368333333333333;0.0009438333333333334;;688342;2978171;295440;2870342;930274;688329;947124;2854858;14168873;691343
12;9;60480;60480;291;0;1875;56;-1358;1409;1874;1414;0.004811507936507937;0.0009363425925925927;;52583;1443278;10801;3566377;60903;52587;176128;3071592;14937721;52591
13;8;65625;65625;2095;0;1728;805;-594;1369;1727;1399;0.03192380952380952;0.0008629333333333332;;377538;2476423;18327;3627578;488986;377537;554374;3611919;15076700;379626
14;7;67500;67500;9084;0;1680;4010;2394;1533;1679;1616;0.13457777777777777;0.000838962962962963;;1636396;5561745;127642;4183838;2797440;1636375;1936648;4120922;14397972;1644987
15;6;70000;70000;543;0;1620;267;-929;1189;1619;1196;0.007757142857142857;0.0008089999999999999;;97939;3810954;295425;6094158;173190;97943;224012;6065704;15517375;98112
16;5;75000;75000;5464;0;1512;2515;1321;1144;1511;1194;0.07285333333333334;0.0007550666666666667;;984316;6889085;175825;6200846;1883420;984296;1695277;5252604;16087554;990514
17;4;75600;75600;2924;0;1500;1170;6;1139;1500;1164;0.03867724867724868;0.0007490740740740741;;526759;6946537;461376;8428722;1144668;526746;786632;6990155;16280786;529765
18;3;78750;78750;12511;85;1440;6563;5164;1198;1440;1399;0.15886984126984127;0.0007191111111111111;;2377482;12050938;575492;8981117;7228184;2253589;2565725;5869707;16000605;2275747
19;2;90720;90720;5232;337;1250;2354;1337;959;1250;1017;0.05767195767195767;0.0006242283950617284;;942541;27571229;73626;39186870;6689583;942544;1502923;8088708;19428500;949914
20;1;100000;100000;4115;1038;1037;1820;1069;723;1134;751;0.04115;0.0005663;;741389;84741775;76535164;1810436665;19367677;741367;1432061;9863572;21072223;746547
;;113400000;;;;;25334;;;;42648;0.9727545238095238;0.026960674074074077;0.9997151978835979
;;;;;;;-0.683429383437278;;;;;
