ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;20000;20000;979;0;5670;0;0;0;5670;0;0.04895;0.0020099999999999996;;176550;183589;175571;197661;176550;176551;183800;173511;197686;176551
2;19;26250;26250;411;0;4320;0;0;0;4320;0;0.015657142857142856;0.0015314285714285714;;74173;74179;40571;382766;74173;74181;74183;38511;382688;74181
3;18;28350;28350;419;0;4000;0;0;0;4000;0;0.014779541446208112;0.001417989417989418;;75618;75761;4571;464933;75618;75626;75763;12216;464945;75626
4;17;37800;37800;3483;0;3000;840;0;0;3000;840;0.09214285714285714;0.0010634920634920635;;627498;904862;31571;548775;666481;627486;904421;29511;548893;666381
5;16;45000;45000;136;0;2520;0;0;0;2520;0;0.003022222222222222;0.0008933333333333334;;24669;24675;175571;1184424;24669;24677;24679;173511;1184628;24677
6;15;56700;56700;4143;0;2000;830;0;0;2000;830;0.07306878306878307;0.000708994708994709;;746420;1024764;98130;1217300;801635;746421;1025615;96093;1217579;801490
7;14;63000;63000;3438;0;1800;600;4;0;1800;596;0.05457142857142857;0.0006380952380952382;;619407;901999;175571;1972981;665956;619394;901219;173512;1972490;665827
8;13;67500;67500;613;0;1680;20;0;0;1680;20;0.009081481481481482;0.0005955555555555556;;110536;199356;85575;2599862;111326;110540;198935;83515;2600299;111321
9;12;84000;84000;6622;0;1350;1320;-10;0;1350;1330;0.07883333333333334;0.00047857142857142857;;1192886;3075588;175575;2718925;1538301;1192869;3070672;173515;2719448;1537906
10;11;90000;90000;5199;0;1260;830;80;0;1260;750;0.05776666666666667;0.0004466666666666667;;936631;4024129;209173;4109849;1273580;936632;2700932;207156;4110042;1184045
11;10;105000;105000;1239;0;1080;190;-5;0;1080;195;0.0118;0.00038285714285714285;;223353;1257008;258567;5143224;261942;223333;1704369;256550;5210959;267632
12;9;120000;120000;1138;0;945;130;-56;0;945;186;0.009483333333333333;0.000335;;205159;1687460;360847;5463890;256305;205160;2504093;358826;5463622;272735
13;8;126000;126000;383;0;900;80;-5;0;900;85;0.0030396825396825397;0.0003190476190476191;;69136;2659416;804354;5677623;158237;69145;2658975;802307;5850532;155548
14;7;131250;131250;3837;0;864;517;-121;0;864;638;0.029234285714285713;0.00030628571428571423;;691215;5252254;123450;5740308;1068134;691202;5250136;121433;7589531;1163112
15;6;140000;140000;19103;0;810;3459;102;0;810;3357;0.13645;0.0002871428571428571;;3717633;10182654;360850;6459950;6172477;3631252;9151140;358829;6457901;5769646
16;5;151200;151200;1433;0;750;192;-13;0;750;205;0.009477513227513227;0.00026587301587301587;;258250;8240344;668229;12651881;425057;258245;8021975;666210;12628755;450172
17;4;168000;168000;4875;0;675;765;4;0;675;761;0.029017857142857144;0.00023928571428571429;;878167;9803330;1377765;12918931;1773641;878166;4772629;1375733;12915647;1527793
18;3;196875;196875;24737;1;576;3333;103;0;576;3230;0.12564825396825396;0.0002041904761904762;;5367829;20586088;18075;14516532;12321933;4645353;19471639;16015;14509104;10834347
19;2;405000;405000;12976;0;280;913;-2;0;280;915;0.03203950617283951;9.925925925925925e-05;;2337419;26840294;329078;42865765;9230955;2337422;26830616;327170;30406008;9280256
20;1;648000;648000;34653;0;175;1466;1;0;175;1465;0.05347685185185185;6.203703703703704e-05;;9020368;63089044;175575;50341546;35265524;9017890;63072804;173515;50327764;34792744
;;113400000;;;;;15485;;;;15403;0.8875407407407405;0.012285105820105821;0.8998258465608463
;;;;;;;0.005295447206974491;;;;;
