ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;817;0;11340;0;0;0;11340;0;0.0817;0.004019999999999999;;147260;147262;175551;198736;147260;147264;147266;173514;199848;147264
2;19;22500;22500;2480;0;5040;0;0;0;5040;0;0.11022222222222222;0.0017866666666666669;;446841;456948;85551;354672;446848;446831;456802;83514;355710;446852
3;18;25200;25200;470;0;4500;180;0;0;4500;180;0.01865079365079365;0.0015952380952380953;;84798;246803;31551;809520;90224;84806;246740;29514;810622;90204
4;17;33750;33750;382;0;3360;11;-5;0;3360;16;0.011318518518518518;0.001191111111111111;;68954;69101;40551;902528;68954;68958;69100;38514;903696;68958
5;16;37800;37800;1998;0;3000;1020;-12;0;3000;1032;0.05285714285714286;0.0010634920634920635;;360079;981977;32391;979582;438235;360078;981684;30009;1433955;439222
6;15;40000;40000;1374;0;2835;705;45;0;2835;660;0.03435;0.0010049999999999998;;247643;1259339;331425;1347837;336551;247643;1177312;329449;2280061;322400
7;14;47250;47250;559;0;2400;142;-41;0;2400;183;0.01183068783068783;0.0008507936507936508;;100812;561628;40551;1603757;117266;100816;612203;38515;2724671;121437
8;13;50400;50400;6474;0;2250;2935;245;0;2250;2690;0.12845238095238096;0.0007976190476190477;;1166249;2692566;125163;1713036;1534367;1166250;2284660;123169;2365048;1504779
9;12;56250;56250;611;0;2016;301;17;0;2016;284;0.010862222222222223;0.0007146666666666666;;110179;2791196;40555;3048500;171331;110183;2790032;38518;5056466;173504
10;11;65625;65625;5640;0;1728;2432;-117;0;1728;2549;0.08594285714285714;0.0006125714285714285;;1016003;4017325;18055;3167260;1713743;1016005;4046370;16018;5255207;1828017
11;10;70000;70000;2360;0;1620;865;-101;0;1620;966;0.03371428571428572;0.0005742857142857142;;425252;4247795;331486;4914762;805160;425239;3179376;329497;5990059;777547
12;9;70875;70875;2018;0;1600;886;-8;0;1600;894;0.028472663139329807;0.0005671957671957671;;363668;5546444;18055;5341637;720188;363665;4074626;16018;6131757;667535
13;8;75600;75600;11710;0;1500;5451;988;0;1500;4463;0.1548941798941799;0.0005317460317460317;;2269532;8223871;494644;5881064;4372120;2269145;4982299;492740;5873981;3028453
14;7;78750;78750;789;0;1440;283;-23;0;1440;306;0.010019047619047618;0.0005104761904761905;;142207;6293413;40565;11158736;277777;142211;2405490;38537;9070834;227709
15;6;100000;100000;2408;0;1134;875;59;0;1134;816;0.02408;0.000402;;433887;9030937;331486;11309309;1358740;433876;8790784;329497;9849646;1254431
16;5;105000;105000;87;0;1080;28;-1;0;1080;29;0.0008285714285714286;0.00038285714285714285;;15863;4373756;175555;11751937;41197;15867;3723901;173518;11631776;33154
17;4;131250;131250;2650;0;864;838;15;0;864;823;0.02019047619047619;0.00030628571428571423;;477431;10417308;1111003;11776495;1466721;477429;8330262;1109022;11775566;1389386
18;3;175000;175000;4024;0;648;940;-15;0;648;955;0.022994285714285714;0.00022971428571428573;;724992;11308870;175555;22201910;2737414;724982;11130274;173518;21315185;2694495
19;2;189000;189000;4652;0;600;1071;40;0;600;1031;0.024613756613756612;0.0002126984126984127;;838050;16376164;654936;23034378;3627747;838031;14000413;653059;22465947;3256204
20;1;600000;600000;9834;0;189;740;-1;0;189;741;0.01639;6.7e-05;;1932318;27807707;1032349;27156253;11626029;1931712;27797788;1030635;27148801;11579226
;;113400000;;;;;19703;;;;18618;0.8823840917107584;0.017421417989417994;0.8998055097001764
;;;;;;;0.05506775617926204;;;;;
