ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;26250;26250;978;0;4320;0;0;0;4320;0;0.03725714285714286;0.0015314285714285714;;176380;183188;40571;196921;176381;176381;183650;38511;197686;176381
2;19;39375;39375;523;0;2880;0;0;0;2880;0;0.013282539682539682;0.001020952380952381;;94335;94341;18071;381836;94335;94339;101423;16011;782456;94343
3;18;42000;42000;5863;0;2700;720;180;0;2700;540;0.1395952380952381;0.0009571428571428571;;1056140;1360615;175571;484146;1108536;1056141;1259068;173511;484931;1094590
4;17;50000;50000;6614;0;2268;1116;72;0;2268;1044;0.13228;0.000804;;1191419;2565226;175571;1548436;1421288;1191422;2462788;173511;1549365;1414567
5;16;60000;60000;2755;0;1890;198;-1;0;1890;199;0.04591666666666667;0.00067;;496346;1703047;175571;2749338;524604;496334;1760151;173511;2749157;519527
6;15;70000;70000;905;0;1620;36;-36;0;1620;72;0.012928571428571428;0.0005742857142857142;;163100;1481870;175571;3254235;190844;163104;1481239;173511;3815021;193729
7;14;72000;72000;10416;0;1575;1938;435;0;1575;1503;0.14466666666666667;0.0005583333333333333;;1876263;5156580;175571;3425071;2683800;1876265;4460657;173512;3425497;2565470
8;13;84000;84000;721;0;1350;90;32;0;1350;58;0.008583333333333333;0.00047857142857142857;;129967;3523521;1240703;5504352;204387;129971;1627575;1238683;5500352;177918
9;12;90720;90720;2732;0;1250;363;-14;0;1250;377;0.03011463844797178;0.0004431216931216931;;492185;5798563;9975;5638218;811120;492186;5657415;7915;6301670;819731
10;11;100000;100000;1737;0;1134;270;3;0;1134;267;0.01737;0.000402;;312985;4781522;1376115;6148578;581166;312974;4715913;1374097;6607265;557294
11;10;108000;108000;3608;0;1050;496;4;0;1050;492;0.033407407407407406;0.00037222222222222225;;649996;4695403;175575;6469849;995052;649994;4434528;173515;6484100;1001360
12;9;118125;118125;8586;0;960;1254;41;0;960;1213;0.07268571428571428;0.0003403174603174603;;1546627;8507143;121392;7121744;3201563;1546618;7846743;119373;7102658;3124043
13;8;120000;120000;2664;0;945;299;14;0;945;285;0.0222;0.000335;;479957;7993632;681081;11757591;789887;479945;4842627;679062;11231089;712372
14;7;126000;126000;4593;0;900;755;127;0;900;628;0.03645238095238095;0.0003190476190476191;;827416;11337590;1240590;12249865;2010710;827404;6285782;1238571;12245873;1423004
15;6;151200;151200;1266;0;750;141;-38;0;750;179;0.008373015873015872;0.00026587301587301587;;228214;8868361;31575;17149103;480016;228195;8331194;29515;16510164;552603
16;5;168000;168000;8553;0;675;1083;100;0;675;983;0.05091071428571429;0.00023928571428571429;;1540704;12991047;1380136;17385932;4342918;1540684;12297547;1378228;16747308;3902409
17;4;168750;168750;5247;3;672;698;38;0;672;660;0.031093333333333334;0.00023822222222222222;;945246;19109661;40575;21303270;3279179;945247;12864017;38515;19834975;2705080
18;3;181440;181440;751;1;625;112;7;0;625;105;0.004139109347442681;0.00022156084656084656;;135373;17142563;511700;35846453;514715;135377;8738369;509684;20769108;433854
19;2;472500;472500;20414;0;240;1183;1;0;240;1182;0.04320423280423281;8.507936507936507e-05;;6020570;35414505;1930741;36133871;21353639;6019422;35406489;1928916;36128956;21302726
20;1;590625;590625;3249;0;192;170;1;0;192;169;0.005500952380952381;6.806349206349206e-05;;585399;20294051;1768030;58113504;3164403;585378;20289096;1766094;58104462;3163669
;;113400000;;;;;10922;;;;9956;0.8899616578483245;0.00992450793650794;0.8998861657848324
;;;;;;;0.08844533968137704;;;;;
