ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;18;18000;18000;68;0;56;0;0;0;56;0;0.003777777777777778;0.0010922222222222223;;13093;13128;5278;23674;13122;13003;13985;4385;59062;13472
2;17;18000;18000;194;0;56;0;0;0;56;0;0.010777777777777778;0.0010922222222222223;;35771;35776;21587;39578;35774;35681;36663;4392;24341;36171
3;16;21000;21000;408;0;48;0;0;0;48;0;0.019428571428571427;0.0009361904761904763;;74298;74328;4536;77568;74312;74241;75185;3640;74359;75003
4;15;24000;24000;518;0;42;0;0;0;42;0;0.021583333333333333;0.0008191666666666667;;94103;94238;4638;154142;94118;94046;94990;3640;150950;94565
5;14;28000;28000;2318;0;36;4;0;0;36;4;0.08278571428571428;0.0007021428571428571;;418358;479320;4536;250710;426794;418300;480112;3647;247537;427341
6;13;29000;29000;2130;0;35;10;0;0;35;10;0.07344827586206897;0.0006779310344827587;;384510;945581;4536;671454;434994;384454;524526;3647;668302;414430
7;12;34000;34000;4613;0;30;25;3;0;30;22;0.1356764705882353;0.0005782352941176471;;831692;1650060;4661;1058407;1013125;831636;1650598;3640;1055276;995659
8;11;38000;38000;2010;0;27;7;-1;0;27;8;0.052894736842105265;0.0005173684210526316;;362920;2178960;4560;1892712;588270;362862;2179234;3640;1889603;544847
9;10;39000;39000;147;0;26;0;0;0;26;0;0.003769230769230769;0.0005041025641025641;;27327;28024;4668;2258184;27366;27270;28214;3652;2255097;27692
10;9;44000;44000;639;0;23;0;-1;0;23;1;0.014522727272727272;0.00044681818181818185;;115880;116015;4649;2288123;115920;115823;176003;3645;2285053;118798
11;8;57000;57000;752;0;18;0;-1;0;18;1;0.01319298245614035;0.00034491228070175444;;136229;136364;4567;2406803;136306;136172;1137343;3672;2403753;197703
12;7;59000;59000;7235;0;17;27;1;0;17;26;0.12262711864406779;0.00033322033898305084;;1304027;3572615;4543;2545888;1941351;1304883;3572686;3645;2761478;1889844
13;6;62000;62000;697;0;17;1;-4;0;17;5;0.011241935483870967;0.0003170967741935484;;126318;208231;4668;3995058;131916;126261;1090340;3671;3991779;264779
14;5;67000;67000;8762;0;15;52;9;0;15;43;0.13077611940298509;0.0002934328358208955;;3018324;6120717;4543;4124212;4175376;1689578;5300599;3666;4253982;3376367
15;4;82000;82000;2854;0;13;11;1;0;13;10;0.03480487804878049;0.00023975609756097561;;514861;2394060;4543;8137106;986790;514776;2394389;3666;8014086;1014103
16;3;83000;83000;4346;0;12;24;2;0;12;22;0.05236144578313253;0.0002368674698795181;;783633;6912333;4543;8756766;2814727;783577;6911707;3666;8531946;2478677
17;2;93000;93000;2000;0;11;9;-2;0;11;11;0.021505376344086023;0.00021139784946236562;;361119;2207857;135452;9540436;695301;361063;4414605;135281;9539980;979633
18;1;94000;94000;7535;1;11;40;3;0;11;37;0.08015957446808511;0.00020914893617021279;;1722331;13736347;247802;9968134;5176974;1721866;5465440;247440;9964707;3167118
;;1000000;;;;;210;;;;200;0.8853340465686905;0.00955223252279055;0.8948862790914811
;;;;;;;0.047619047619047616;;;;;
