ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;12;12000;12000;166;0;84;0;0;0;84;0;0.013833333333333333;0.0016383333333333334;;30739;30774;4536;18415;30768;30649;31631;3640;16215;31574
2;11;22000;22000;4267;0;46;16;-1;0;46;17;0.19395454545454546;0.0008936363636363637;;769399;813771;4536;51965;785306;769310;814625;3647;498709;786823
3;10;27000;27000;812;0;38;0;0;0;38;0;0.030074074074074073;0.0007281481481481481;;147054;151142;4536;823583;147197;146967;151319;3640;1372953;147611
4;9;28000;28000;5024;0;36;21;4;0;36;17;0.17942857142857144;0.0007021428571428571;;905791;1875982;4536;973016;1073350;905735;1729575;3647;970640;1052899
5;8;38000;38000;1140;0;27;1;0;0;27;1;0.03;0.0005173684210526316;;206199;244907;4560;1881137;207934;206143;244920;3665;1880957;208224
6;7;40000;40000;4540;0;25;21;2;0;25;19;0.1135;0.0004915000000000001;;818550;2705818;4657;2089723;1320433;818493;2708224;3647;2087392;1256096
7;6;43000;43000;4598;0;24;19;3;0;24;16;0.10693023255813953;0.00045720930232558143;;828987;3786773;4536;2948831;1409899;828932;3577342;3647;3344718;1240705
8;5;46000;46000;1571;0;22;12;3;0;22;9;0.034152173913043475;0.0004273913043478261;;283770;2199472;4536;3780319;674722;283714;1352449;3648;4909636;494554
9;4;67000;67000;4750;0;15;19;0;0;15;19;0.0708955223880597;0.0002934328358208955;;856342;4976480;4536;5036333;1897814;856287;4976717;3661;5033638;2256492
10;3;75000;75000;661;0;14;1;-1;0;14;2;0.008813333333333333;0.0002621333333333334;;119841;333704;4657;7060806;135164;119784;1071206;38998;6848383;190509
11;2;80000;80000;6362;0;13;32;5;0;13;27;0.079525;0.00024575000000000004;;1146751;9786156;981873;7183259;4460166;1146693;4980048;981642;7180413;3122050
12;1;88000;88000;2496;1;12;13;2;0;12;11;0.028363636363636365;0.00022340909090909093;;450404;8425060;812693;14226903;2234727;450346;3000935;812396;11921366;1230868
;;1000000;;;;;155;;;;138;0.8894704228467367;0.006880454990050062;0.8963508778367868
;;;;;;;0.10967741935483871;;;;;
