ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;12;15000;15000;1440;0;67;0;0;0;67;0;0.096;0.0013106666666666668;;260187;264977;4536;18415;260823;260098;266370;3640;179100;261628
2;11;17000;17000;2019;0;59;7;4;0;59;3;0.11876470588235294;0.0011564705882352942;;364530;636087;4205;281411;397660;364441;636946;3641;614620;380376
3;10;19000;19000;3853;0;53;20;7;0;53;13;0.20278947368421052;0.0010347368421052632;;694775;1338348;4536;648158;829048;694718;1073624;3640;646579;769019
4;9;44000;44000;1010;0;23;6;0;0;23;6;0.022954545454545453;0.00044681818181818185;;182789;1528304;4536;1345326;339488;182733;1529694;3647;1343767;339952
5;8;47000;47000;4186;0;22;16;-1;0;22;17;0.08906382978723404;0.00041829787234042557;;754835;2283696;4536;1530447;1170372;754778;2283693;3647;1528908;1179236
6;7;49000;49000;1803;0;21;5;0;0;21;5;0.03679591836734694;0.0004012244897959184;;325568;1483348;4536;2287668;457834;325601;1483109;3647;3874415;457910
7;6;50000;50000;773;0;20;2;1;0;20;1;0.01546;0.0003932;;140003;1214177;5278;2615767;207378;139946;1213950;4406;4874379;194041
8;5;50000;50000;5083;0;20;20;1;0;20;19;0.10166;0.0003932;;916400;3211353;148661;3025889;1666758;916343;2261998;5251;4166751;1499928
9;4;54000;54000;54;0;19;1;0;0;19;1;0.001;0.00036407407407407406;;10582;1040727;4560;5018361;64804;10525;1040488;3667;5336050;64971
10;3;70000;70000;1415;0;15;6;-1;0;15;7;0.020214285714285716;0.00028085714285714286;;255703;2664491;4536;5031555;689896;255646;2666064;3661;5030110;785656
11;2;88000;88000;4369;0;12;18;1;0;11;17;0.049647727272727274;0.00022340909090909093;;787881;5312004;191526;5290042;2176014;787827;5313343;191331;5288617;2536109
12;1;95000;95000;12869;0;10;51;2;0;11;49;0.13546315789473684;0.00020694736842105264;;4261357;10418740;1042726;6720259;8025485;4184390;8010958;1042931;6718676;6235985
;;1000000;;;;;152;;;;138;0.8898136440574398;0.006629902317223109;0.896443546374663
;;;;;;;0.09210526315789473;;;;;
