ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;14;10000;10000;590;0;100;0;0;0;100;0;0.059;0.0019660000000000003;;107052;108085;3670;20166;107091;106962;107944;3640;17653;107887
2;13;12000;12000;615;0;84;0;0;0;84;0;0.05125;0.0016383333333333334;;111592;115603;3976;130029;111744;111505;116017;3640;130170;112343
3;12;13000;13000;1023;0;77;13;5;0;77;8;0.07869230769230769;0.0015123076923076926;;185136;417130;4536;243938;206829;185080;303388;3640;241229;198594
4;11;17000;17000;40;0;59;0;0;0;59;0;0.002352941176470588;0.0011564705882352942;;8066;9094;4375;431348;8090;8009;8953;3641;428661;8638
5;10;25000;25000;949;0;40;2;0;0;40;2;0.03796;0.0007864;;171721;364329;4560;441746;176973;171768;364181;3647;439076;177268
6;9;35000;35000;7680;0;29;71;-1;0;29;72;0.21942857142857142;0.0005617142857142857;;1498654;2003180;4560;615957;1763900;1498512;2009024;3648;841738;1746396
7;8;36000;36000;972;0;28;6;0;0;28;6;0.027;0.0005461111111111111;;175955;544207;119965;2117053;212041;175899;543974;119765;2494187;211972
8;7;47000;47000;3465;0;22;25;0;0;22;25;0.07372340425531915;0.00041829787234042557;;624940;1242155;4536;2607071;813207;624884;1242559;3647;2604195;813455
9;6;61000;61000;281;0;17;0;0;0;17;0;0.00460655737704918;0.00032229508196721313;;51450;51586;4536;3250191;51490;51393;52337;3640;4653565;51745
10;5;68000;68000;601;0;15;0;-2;0;15;2;0.008838235294117647;0.00028911764705882354;;109046;109181;16666;3304253;109088;108989;313378;16487;6027577;135501
11;4;77000;77000;4243;0;13;21;-1;0;13;22;0.055103896103896106;0.00025532467532467533;;879440;2306239;4567;3415965;1200465;765029;3315869;3672;6055896;1503346
12;3;95000;95000;21383;0;10;108;5;0;10;103;0.2250842105263158;0.00020694736842105264;;7384655;11527100;115443;4298296;9512037;7271172;10922135;115260;4295307;8542324
13;2;97000;97000;1913;0;10;11;1;0;10;10;0.019721649484536082;0.00020268041237113404;;345461;4472162;6329278;15827729;1632749;345405;3589013;6328186;12461796;1237653
14;1;100000;100000;2182;0;10;9;0;0;10;9;0.02182;0.0001966;;393878;2883327;3817931;16175633;878338;393819;2809051;3816626;12925276;744870
;;1000000;;;;;266;;;;259;0.8845817733385836;0.010058600068185042;0.8946403734067686
;;;;;;;0.02631578947368421;;;;;
