ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;14;18000;18000;875;0;56;0;0;0;56;0;0.04861111111111111;0.0010922222222222223;;158358;158393;4536;20166;158387;158268;159250;3640;18439;159182
2;13;36000;36000;3637;0;28;0;0;0;28;0;0.10102777777777777;0.0005461111111111111;;655987;663826;166755;181342;657715;655841;660279;166571;900436;657318
3;12;38000;38000;3274;0;27;3;0;0;27;3;0.0861578947368421;0.0005173684210526316;;590549;1420323;4536;839546;634967;590491;762181;3640;950500;611423
4;11;42000;42000;2100;0;24;1;-1;0;24;2;0.05;0.00046809523809523816;;379121;977301;5403;1432371;404996;379064;977147;4392;1879746;412702
5;10;42000;42000;2476;0;24;0;0;0;24;0;0.05895238095238095;0.00046809523809523816;;446798;452313;387721;1813941;447706;446740;452078;5250;1430480;447574
6;9;45000;45000;824;0;23;0;0;0;23;0;0.01831111111111111;0.0004368888888888889;;149213;149318;5278;2263069;149280;149126;153360;4406;3628078;149539
7;8;45000;45000;2778;0;23;3;1;0;23;2;0.061733333333333335;0.0004368888888888889;;501149;1346415;157763;2414828;601675;501206;667676;157660;3780436;516679
8;7;46000;46000;6707;0;22;19;6;0;22;13;0.14580434782608695;0.0004273913043478261;;1208853;2872443;4536;2918534;1757677;1208797;2872814;3647;4105240;1527362
9;6;50000;50000;463;0;20;0;0;0;20;0;0.00926;0.0003932;;84209;84344;4536;4295689;84267;84152;85096;3640;4773018;84465
10;5;75000;75000;492;0;14;0;-1;0;14;1;0.00656;0.0002621333333333334;;89428;90429;4661;4382643;89603;89371;936891;3647;4785174;150031
11;4;84000;84000;456;0;12;0;0;0;12;0;0.0054285714285714284;0.00023404761904761908;;82951;86997;839050;4474737;83474;82894;87136;838839;4472897;83448
12;3;86000;86000;10527;0;12;23;0;0;12;23;0.12240697674418605;0.00022860465116279072;;1896921;5537728;4543;4560545;3544900;1896866;5538517;3666;4558724;3544981
13;2;87000;87000;6756;0;12;19;1;0;12;18;0.0776551724137931;0.0002259770114942529;;1217772;5703988;1260436;6460244;3837283;1217720;5610344;1260436;6458444;3572233
14;1;90000;90000;8908;1;11;17;5;0;11;12;0.09897777777777778;0.00021844444444444445;;1605254;11737396;1204689;12077345;4029456;1605197;4424170;1204507;10120021;2575379
;;1000000;;;;;85;;;;74;0.8908864552129718;0.005955468372184486;0.8968419235851564
;;;;;;;0.12941176470588237;;;;;
