ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;27000;27000;1235;0;37;1;0;0;37;1;0.04574074074074074;0.0007281481481481481;;223296;227316;4638;16658;223666;223207;228296;3640;28270;224444
2;9;32000;32000;2923;0;32;2;0;0;32;2;0.09134375;0.000614375;;527288;758116;4536;242763;542703;527202;758868;3640;1623444;543249
3;8;33000;33000;3606;0;31;5;2;0;31;3;0.10927272727272727;0.0005957575757575758;;650322;1186784;4536;772351;708452;650263;882766;3647;1973731;674908
4;7;35000;35000;1037;0;29;3;0;0;29;3;0.029628571428571428;0.0005617142857142857;;187652;952914;4536;1424947;255599;187596;953753;3640;2267258;256080
5;6;38000;38000;2462;0;27;9;0;0;27;9;0.06478947368421052;0.0005173684210526316;;444282;1637975;4536;1614930;593137;444226;1638611;3641;1921723;593455
6;5;40000;40000;2101;0;25;5;2;0;25;3;0.052525;0.0004915000000000001;;379291;1037286;4638;2061716;450439;379235;1037138;3647;2059701;425076
7;4;60000;60000;13342;0;17;37;3;0;17;34;0.22236666666666666;0.0003276666666666667;;2403974;4868253;4536;2443451;3617572;2403915;4486260;3647;2441455;3467178
8;3;62000;62000;12658;0;16;39;10;0;16;29;0.20416129032258065;0.0003170967741935484;;2284782;4736554;4679;4849923;3703185;2284917;4739052;38251;4847944;3341422
9;2;72000;72000;1;0;14;0;0;0;14;0;1.388888888888889e-05;0.0002730555555555556;;1170;1170;323600;9607008;1170;1115;1238;323448;8758034;1121
10;1;97000;97000;7090;2;10;21;4;0;10;17;0.07309278350515463;0.00020268041237113404;;1277829;10308530;3548;9592421;6105744;1277845;9768066;3661;9591958;4419624
;;1000000;;;;;122;;;;101;0.8929348925095408;0.004629362839459546;0.8975642553490004
;;;;;;;0.1721311475409836;;;;;
