ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;16;15000;15000;971;0;67;0;0;0;67;0;0.06473333333333334;0.0013106666666666668;;175682;182437;3711;21920;176366;175693;183695;3647;20366;177214
2;15;20000;20000;971;0;50;0;0;0;50;0;0.04855;0.0009830000000000001;;175652;180533;3924;200511;176252;175595;180980;3647;198776;176779
3;14;22000;22000;948;0;46;0;0;0;46;0;0.04309090909090909;0.0008936363636363637;;171442;172505;4536;378509;171541;171447;175880;3641;388703;172212
4;13;26000;26000;2605;0;39;12;-1;0;39;13;0.10019230769230769;0.0007561538461538463;;470020;836240;4560;552422;541421;469965;837055;3665;717648;546686
5;12;28000;28000;787;0;36;0;-1;0;36;1;0.02810714285714286;0.0007021428571428571;;142519;145438;4657;1024772;142683;142462;325773;3648;1070052;147994
6;11;31000;31000;6867;0;33;45;10;0;32;35;0.22151612903225806;0.0006341935483870968;;1237751;2413996;3939;1169812;1637389;1237701;2087647;3661;1168125;1521756
7;10;33000;33000;2472;0;30;14;1;0;31;13;0.07490909090909091;0.0005957575757575758;;446067;2510323;4536;2410018;633489;446012;1286507;3647;2408353;573170
8;9;34000;34000;415;0;30;1;0;0;30;1;0.012205882352941176;0.0005782352941176471;;75556;439616;4536;3041780;87826;75499;439422;3647;3040053;88084
9;8;41000;41000;3265;0;25;24;1;0;25;23;0.07963414634146342;0.00047951219512195123;;588933;3721257;4536;3120025;1374058;588875;3643100;3647;3118318;1312853
10;7;45000;45000;1171;0;22;7;1;0;22;6;0.02602222222222222;0.0004368888888888889;;211775;3758552;184360;3894934;432352;211718;1293897;184180;3893160;311677
11;6;58000;58000;970;0;17;6;-2;0;17;8;0.016724137931034482;0.00033896551724137933;;175598;1943209;5408;4288650;413580;175542;1341319;302901;5344171;403910
12;5;58000;58000;2365;0;17;17;-2;0;17;19;0.04077586206896552;0.00033896551724137933;;426823;4378076;184569;4466972;1416877;426767;3684834;4438;4415735;1238663
13;4;66000;66000;347;0;15;1;0;0;15;1;0.005257575757575758;0.0002978787878787879;;63316;213869;630802;8847322;73806;63259;213717;630505;6959407;73529
14;3;77000;77000;3564;0;13;17;3;0;13;14;0.046285714285714284;0.00025532467532467533;;642785;7114138;4567;8913194;1986109;642804;4198234;3670;7740436;1591040
15;2;88000;88000;2525;0;12;16;3;0;12;13;0.02869318181818182;0.00022340909090909093;;455621;3836087;259325;10036550;1755730;455566;3769407;444019;9343020;1229590
16;1;95000;95000;4705;1;11;28;1;0;11;27;0.04952631578947368;0.00020694736842105264;;998735;7150188;184417;13831518;4641089;998588;6539980;184215;10650430;4026971
;;1000000;;;;;188;;;;174;0.8862239514826142;0.00903167819288926;0.8952556296755035
;;;;;;;0.07446808510638298;;;;;
