ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;20000;20000;2192;0;2837;0;-2450;2448;2835;2450;0.1096;0.0009830000000000001;;395650;406827;3673;26273;396821;395583;410849;3640;9302399;395623
2;19;25200;25200;2690;0;2252;225;-1777;1993;2250;2002;0.10674603174603174;0.0007801587301587302;;485320;900734;5548;552198;526048;485227;899658;5989;9749622;486979
3;18;28350;28350;921;0;2002;20;-1624;1643;2000;1644;0.03248677248677249;0.0006934744268077602;;166642;665087;7264;1047940;170849;166547;577612;67867;10143436;166708
4;17;33750;33750;186;0;1681;4;-1434;1436;1680;1438;0.005511111111111111;0.0005825185185185186;;34313;437614;4655;1080436;35291;34253;437432;48677;11080656;34291
5;16;39375;39375;1459;0;1441;130;-1134;1259;1440;1264;0.037053968253968256;0.0004993015873015873;;263624;840785;6365;1120838;294914;263531;843976;652936;11826016;264873
6;15;42000;42000;5473;0;1351;976;-261;1217;1350;1237;0.13030952380952382;0.00046809523809523816;;986609;2370985;4182;1387564;1199333;986517;2057079;671401;11308214;994298
7;14;45360;45360;249;0;1251;15;-1002;1017;1250;1017;0.005489417989417989;0.0004334215167548501;;45687;491776;11859;2377453;48800;45592;55826;1210691;11863704;45623
8;13;47250;47250;2921;0;1201;444;-626;1066;1200;1070;0.06182010582010582;0.0004160846560846561;;526902;1981676;5488;2426352;686422;526808;1430223;2361125;11925436;528739
9;12;54000;54000;3283;0;1051;470;-463;928;1050;933;0.0607962962962963;0.00036407407407407406;;592179;3196217;3746;2964469;753619;592086;1169154;2775875;13151690;594289
10;11;63000;63000;32;0;901;17;-639;654;900;656;0.0005079365079365079;0.00031206349206349207;;6621;410637;4246;3560056;11316;6526;418222;3541380;14752127;6858
11;10;64800;64800;190;0;876;20;-715;735;875;735;0.002932098765432099;0.0003033950617283951;;35062;528213;39891;3567783;43110;34967;40636;3550686;15056417;35007
12;9;65625;65625;738;0;865;172;-563;732;864;735;0.011245714285714286;0.0002995809523809524;;133696;3386777;5488;3633395;255984;133601;545953;3588489;15308749;135089
13;8;70000;70000;4655;0;811;1097;384;703;810;713;0.0665;0.00028085714285714286;;839255;4528558;4668;4149062;1464217;839161;1778159;4128112;15741397;845998
14;7;75000;75000;2250;0;757;502;-152;650;756;654;0.03;0.0002621333333333334;;406082;5215768;4474;5651481;767612;406021;989477;5637592;16723978;408507
15;6;78750;78750;6893;0;720;1755;1106;627;720;649;0.08753015873015874;0.00024965079365079365;;1242322;6753460;283534;6065367;2767864;1242230;2328444;6046621;16367991;1256915
16;5;81000;81000;7233;1;700;1983;1357;614;700;626;0.08929629629629629;0.00024271604938271607;;1303639;10396189;4666;11277756;4055767;1303545;2215515;7830484;16981914;1313650
17;4;84000;84000;592;3;675;180;-212;389;675;392;0.007047619047619047;0.00023404761904761908;;107352;10218736;995479;21260275;465004;107336;685834;7373209;18390663;108615
18;3;84375;84375;7620;100;672;2182;1571;600;672;611;0.0903111111111111;0.00023300740740740743;;1373231;17727065;27176;22156058;7490557;1373249;3500227;6606842;17410011;1385475
19;2;87500;87500;3052;393;648;1011;510;495;648;501;0.03488;0.0002246857142857143;;550522;44204407;94676;58443048;8506899;550502;1451141;9300500;18829961;556175
20;1;100000;100000;1760;414;414;377;-46;422;567;423;0.0176;0.0001966;;317727;211232292;172715923;2911459801;24139559;317710;492394;11229236;20762957;318675
;;56734132;;;;;11580;;;;19750;0.9876641622574955;0.00805886631393298;0.9957230285714285
;;;;;;;-0.7055267702936097;;;;;
