ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;18900;18900;415;0;6002;0;-5416;5436;5999;5416;0.021957671957671957;0.0010402116402116403;;75526;76667;5413;171442;75586;75430;87483;4755;8877346;75481
2;19;20000;20000;566;0;5672;0;-4880;4874;5670;4880;0.0283;0.0009830000000000001;;102769;103902;3723;105548;102769;102644;116004;3640;9018217;102671
3;18;26250;26250;863;0;4322;0;-3837;3833;4320;3837;0.032876190476190476;0.000748952380952381;;156204;157342;4655;211316;156218;156109;266492;4682;9983479;156147
4;17;28350;28350;6088;0;4001;2131;-1683;3802;4000;3814;0.2147442680776014;0.0006934744268077602;;1097431;1382103;13657;370609;1172333;1097338;1220176;84677;9260586;1097829
5;16;30240;30240;4464;0;3751;2625;-899;3508;3750;3524;0.14761904761904762;0.0006501322751322751;;804864;2274322;11869;1610146;1045399;804770;1008774;29320;8792284;805784
6;15;42000;42000;1747;0;2701;320;-2252;2565;2700;2572;0.041595238095238095;0.00046809523809523816;;315457;2326773;4659;2278966;361155;315365;1535219;2120371;10589935;315550
7;14;45360;45360;153;0;2501;10;-2034;2043;2500;2044;0.003373015873015873;0.0004334215167548501;;28398;142516;11861;2655422;28877;28303;113879;1790655;11319408;28327
8;13;47250;47250;1208;0;2401;250;-1844;2092;2400;2094;0.025566137566137567;0.0004160846560846561;;218438;1498953;49649;2697670;244096;218344;1439426;1592482;11640472;218447
9;12;50000;50000;773;0;2269;234;-1697;1925;2268;1931;0.01546;0.0003932;;140003;2633410;4649;2850967;206345;139908;225887;1814009;12960436;139955
10;11;56700;56700;3596;0;2001;1733;127;1600;2000;1606;0.06342151675485008;0.0003467372134038801;;648492;2542741;1203894;3062923;914532;648423;1632818;2983513;12839200;649960
11;10;60000;60000;2613;0;1891;1241;-411;1646;1890;1652;0.04355;0.0003276666666666667;;471448;4013858;111304;3843988;889616;471354;563204;3827919;14517899;471571
12;9;60480;60480;399;0;1876;229;-1156;1381;1875;1385;0.006597222222222222;0.00032506613756613757;;72683;2480595;835363;4406836;136583;72588;1262799;4302111;13656184;73063
13;8;64800;64800;3662;0;1751;1712;144;1557;1750;1568;0.056512345679012345;0.0003033950617283951;;660383;4959358;4666;4469412;1075390;660288;2121146;4377726;14972426;662138
14;7;65625;65625;1040;0;1728;468;-1036;1500;1728;1504;0.015847619047619048;0.0002995809523809524;;188161;4944110;27166;7325111;440946;188101;2298983;5204861;15598451;189883
15;6;67500;67500;29;0;1680;6;-1463;1468;1680;1469;0.00042962962962962963;0.0002912592592592593;;6077;2364955;4665;7529690;11359;5982;13476;6203461;15617545;6015
16;5;78750;78750;4044;0;1440;2054;807;1235;1440;1247;0.051352380952380955;0.00024965079365079365;;729265;7997737;164903;7539338;1932626;729171;2846619;5782652;17331866;734792
17;4;81000;81000;13485;209;1400;7338;5970;1336;1400;1368;0.16648148148148148;0.00024271604938271607;;2913644;14998098;4666;8631977;9920570;2429653;4554578;7071359;15901020;2438520
18;3;84000;84000;425;290;1350;251;-880;1129;1350;1131;0.00505952380952381;0.00023404761904761908;;77279;15693396;324491;55870055;815465;77263;85976;8910820;17382268;77300
19;2;87500;87500;2997;988;1296;1790;705;1081;1296;1085;0.03425142857142857;0.0002246857142857143;;540611;43745408;4676;69031743;10190458;540592;1551205;9657134;19514502;541913
20;1;90720;90720;1034;774;774;383;-418;798;1250;801;0.011397707231040565;0.00021671075837742504;;187012;320233544;212260662;7968640145;25882358;187030;352530;9764585;18632776;187380
;;113431659;;;;;22775;;;;44928;0.9863924250440916;0.008888088359788361;0.99528051340388
;;;;;;;-0.972689352360044;;;;;
