ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;18900;18900;1602;0;6002;0;-5279;5291;6000;5279;0.08476190476190476;0.0010402116402116403;;289333;297735;5458;172896;289391;289241;304063;5746;9485670;289301
2;19;20000;20000;1027;0;5672;300;-4567;4860;5670;4867;0.05135;0.0009830000000000001;;185844;488355;4532;321000;200607;185755;490080;3640;9494478;185785
3;18;26250;26250;1127;0;4322;510;-3304;3806;4320;3814;0.04293333333333333;0.000748952380952381;;203852;694276;4642;509745;233074;203758;506519;3647;10412226;203793
4;17;28350;28350;981;0;4002;330;-3068;3393;4000;3398;0.0346031746031746;0.0006934744268077602;;177570;585049;13642;794514;194690;177458;393586;12677;10609196;177513
5;16;30240;30240;28;0;3752;0;-3417;3416;3750;3417;0.000925925925925926;0.0006501322751322751;;5907;7045;11842;897116;5907;5812;16401;28559;10939976;5839
6;15;37800;37800;1899;0;3001;570;-2020;2582;3000;2590;0.05023809523809524;0.0005201058201058201;;342810;753625;297874;906224;383610;342717;554119;299109;11954276;342869
7;14;40000;40000;725;0;2836;60;-2318;2377;2835;2378;0.018125;0.0004915000000000001;;131299;353735;194236;1252194;133642;131272;642725;641484;12215151;131312
8;13;45000;45000;472;0;2521;65;-2057;2120;2520;2122;0.01048888888888889;0.0004368888888888889;;85824;915897;4649;1386904;92054;85729;280327;299532;13025647;85767
9;12;50000;50000;3412;0;2269;1158;-836;1975;2268;1994;0.06824;0.0003932;;615384;1756519;4649;1476127;762835;615290;1112861;1464201;13306406;617728
10;11;50400;50400;1759;0;2251;421;-1561;1971;2250;1982;0.03490079365079365;0.0003900793650793651;;317616;1757205;5435;2146305;368304;317522;797208;2082215;13127534;318748
11;10;60000;60000;1344;0;1891;354;-1165;1515;1890;1519;0.0224;0.0003276666666666667;;242918;1402502;194411;2415988;307673;242824;891147;2104799;14608707;243554
12;9;60480;60480;6228;0;1876;2302;532;1743;1875;1770;0.10297619047619047;0.00032506613756613757;;1122625;3455713;21850;2716002;1695096;1122533;1799304;2648295;14289855;1127775
13;8;67500;67500;808;0;1681;132;-1237;1366;1680;1369;0.01197037037037037;0.0002912592592592593;;146310;2136101;94101;4279575;185209;146215;625877;3304788;16446296;146835
14;7;70000;70000;6342;0;1621;2541;1025;1491;1620;1516;0.0906;0.00028085714285714286;;1143144;5231046;4666;4432219;2087623;1143053;2031034;4412898;15544953;1148234
15;6;70875;70875;2584;0;1601;1082;-334;1403;1600;1416;0.03645855379188712;0.0002773897707231041;;466229;6272107;27166;5986870;961331;466133;955647;5969265;16156138;468574
16;5;78750;78750;6610;0;1440;2822;1499;1297;1440;1323;0.08393650793650793;0.00024965079365079365;;1191390;8080934;257593;6542516;2821430;1191297;2034242;6243167;17046856;1198131
17;4;84000;84000;333;0;1350;76;-901;975;1350;977;0.0039642857142857145;0.00023404761904761908;;60800;3262544;4666;8724086;89317;60705;256439;7371933;18841406;60740
18;3;87500;87500;5771;3;1296;2443;1320;1093;1296;1123;0.06595428571428572;0.0002246857142857143;;1040244;9728919;4666;8782859;2835820;1040151;2284360;6131730;19017924;1049295
19;2;90720;90720;10357;188;1250;5018;3824;1150;1250;1194;0.11416446208112875;0.00021671075837742504;;1866319;17388330;3671;20242981;8622336;1866225;2760802;7845505;18337387;1880426
20;1;94500;94500;5412;1107;1107;2725;1813;898;1200;912;0.05726984126984127;0.00020804232804232805;;975551;62896456;45868046;1633662156;18380925;975533;1865983;9600235;19522857;980620
;;113436945;;;;;22909;;;;44960;0.9862616137566138;0.008982920987654321;0.9952445347442681
;;;;;;;-0.9625474704264699;;;;;
