ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;15750;15750;380;0;7203;0;-6190;6240;7200;6190;0.02412698412698413;0.0012482539682539683;;69236;70350;4919;144750;69296;69140;80483;4840;9017546;69165
2;19;18900;18900;656;0;6002;0;-5239;5236;6000;5239;0.03470899470899471;0.0010402116402116403;;118970;124879;22642;174944;118970;118845;135380;21647;9462133;118879
3;18;25200;25200;277;0;4502;0;-3862;3860;4500;3862;0.010992063492063492;0.0007801587301587302;;50656;57028;40642;277214;50717;50624;131677;39665;10542017;50629
4;17;26250;26250;1198;0;4322;360;-3308;3661;4320;3668;0.04563809523809524;0.000748952380952381;;216636;402921;5436;297064;225301;216542;418694;4657;10510920;216581
5;16;28350;28350;606;0;4002;60;-3156;3210;4000;3216;0.021375661375661374;0.0006934744268077602;;109947;338468;13659;555230;112752;109852;334211;84647;10775323;109880
6;15;33750;33750;779;0;3362;20;-2810;2825;3360;2830;0.02308148148148148;0.0005825185185185186;;141091;200479;4659;634268;141121;140996;348608;48677;11602526;141034
7;14;37800;37800;339;0;3001;90;-2604;2693;3000;2694;0.008968253968253969;0.0005201058201058201;;61880;289649;163567;753292;72680;61793;142452;501833;12266013;61831
8;13;39375;39375;98;0;2881;0;-2344;2343;2880;2344;0.002488888888888889;0.0004993015873015873;;18504;19561;26828;818393;18504;18409;97504;26182;12527330;18409
9;12;40000;40000;810;0;2836;20;-2379;2395;2835;2399;0.02025;0.0004915000000000001;;146667;295933;4649;840164;146696;146572;273213;3675;12489291;146657
10;11;45360;45360;4326;0;2501;2250;-101;2325;2500;2351;0.09537037037037037;0.0004334215167548501;;780027;1524933;11871;990290;915724;779935;1319132;978092;12824815;782057
11;10;52500;52500;290;0;2161;30;-1762;1792;2160;1792;0.005523809523809524;0.0003744761904761905;;53065;207971;225332;1773702;54818;52970;59897;1760805;13898443;53005
12;9;54000;54000;2486;0;2101;881;-1059;1930;2100;1940;0.046037037037037036;0.00036407407407407406;;448600;1391328;4291;1830334;522540;448504;679389;1816745;13927450;449146
13;8;60000;60000;1485;0;1891;590;-1066;1649;1890;1656;0.02475;0.0003276666666666667;;268299;1794262;3579;2282427;347621;268205;597516;2268143;14684350;268542
14;7;60480;60480;6629;0;1876;3643;1896;1702;1875;1747;0.10960648148148149;0.00032506613756613757;;1194807;3215975;11866;2554394;1627472;1194750;1800419;2539414;13894903;1199370
15;6;63000;63000;7492;0;1801;4072;2373;1682;1800;1699;0.11892063492063493;0.00031206349206349207;;1350253;5253431;77774;3958557;2319650;1350163;1900358;3940189;14214135;1353047
16;5;64800;64800;2679;0;1750;1390;-159;1530;1750;1549;0.04134259259259259;0.0003033950617283951;;483331;6113640;40649;5824756;898642;483237;840064;5693869;14544677;484812
17;4;70875;70875;4913;0;1600;2988;1483;1488;1600;1505;0.06931922398589065;0.0002773897707231041;;885682;6928804;50015;6426776;2048378;885591;1096793;6269673;14968114;887767
18;3;75000;75000;5004;0;1512;2701;1342;1336;1512;1359;0.06672;0.0002621333333333334;;902187;8260577;4666;7687350;2326959;902095;1444741;5977463;17620818;905620
19;2;81000;81000;9379;95;1400;5354;4081;1233;1400;1273;0.11579012345679013;0.00024271604938271607;;1690152;11863110;4666;9528266;6069124;1690053;2182907;6779067;16410957;1697619
20;1;84000;84000;8364;1276;1276;5269;4085;1153;1350;1184;0.09957142857142857;0.00023404761904761908;;1507257;42445292;33597922;1147633099;15963353;1507238;1947092;7904525;17305576;1513160
;;113435443;;;;;29718;;;;50497;0.9845821252204584;0.010060926984126984;0.9946430522045854
;;;;;;;-0.6992058684972071;;;;;
