ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;630;0;11343;0;-9345;9721;11340;9345;0.063;0.005663;;113600;113602;175828;193440;113600;113570;133872;174003;6298593;113570
2;19;15750;15750;838;0;7202;0;-6066;6059;7200;6066;0.05320634920634921;0.003595555555555556;;151034;156486;40826;315598;151034;151029;286276;39054;7173732;151036
3;18;18900;18900;4695;0;6002;3721;-1869;5526;6000;5590;0.24841269841269842;0.0029962962962962964;;845783;1146512;13826;474767;935630;845764;986383;12063;6886063;847397
4;17;22500;22500;131;0;5042;6;-4153;4151;5040;4159;0.0058222222222222226;0.002516888888888889;;23768;29297;85826;1328717;23768;23772;187504;85116;7501306;23772
5;16;30240;30240;1502;0;3751;1177;-1950;3110;3750;3127;0.04966931216931217;0.0018726851851851853;;270687;1263102;5827;1360559;317407;270677;1423060;9892;8614662;271284
6;15;35000;35000;181;0;3241;60;-2753;2809;3240;2813;0.005171428571428572;0.0016179999999999999;;32778;161011;175826;1642564;34554;32782;1222999;981651;9429580;32782
7;14;40000;40000;3094;0;2836;2056;-554;2589;2835;2610;0.07735;0.00141575;;557480;2073444;298161;1683701;834002;557463;1749756;1672665;9946140;561289
8;13;42000;42000;1215;0;2701;570;-1780;2340;2700;2350;0.02892857142857143;0.0013483333333333333;;219008;1855645;175840;2376110;282142;219014;1082218;941060;10149874;219288
9;12;50000;50000;3171;0;2269;2060;46;1990;2268;2014;0.06342;0.0011326;;571347;2885959;298182;2604789;942122;571335;1724176;2590954;11357010;575627
10;11;56250;56250;1306;0;2017;695;-974;1657;2016;1669;0.023217777777777778;0.0010067555555555556;;235403;2498035;40840;3345606;395369;235402;1390596;3333939;12643874;237600
11;10;56700;56700;1225;0;2000;893;-452;1333;2000;1345;0.021604938271604937;0.0009987654320987654;;220828;3654470;869262;4608542;375829;220817;384788;4598420;12566765;221776
12;9;60000;60000;3243;0;1890;2205;572;1613;1890;1633;0.05405;0.0009438333333333334;;584302;5098447;298239;4839510;1162701;584289;1739489;4680753;12941305;591376
13;8;60480;60480;2124;0;1875;1421;2;1394;1875;1419;0.03511904761904762;0.0009363425925925927;;382768;5782439;290593;5432473;875726;382756;1566541;5419618;13558213;386159
14;7;70000;70000;4475;0;1620;2899;1504;1365;1620;1395;0.06392857142857143;0.0008089999999999999;;806175;6752777;340306;6394826;2265680;806172;2408150;5509767;14400965;814630
15;6;70875;70875;6101;17;1600;4631;3146;1442;1600;1485;0.08608112874779542;0.0007990123456790123;;1099099;10890509;18340;9939401;4625211;1099079;2409622;6727480;14673018;1109061
16;5;72000;72000;561;38;1575;427;-792;1216;1575;1219;0.007791666666666666;0.0007865277777777777;;101143;10414818;175830;25260043;489575;101173;970017;9161344;15067270;101730
17;4;78750;78750;831;37;1440;641;-361;999;1440;1002;0.010552380952380952;0.0007191111111111111;;149746;12818123;201180;32481097;920019;149776;283526;8795095;16114739;149904
18;3;90000;90000;4663;514;1260;3439;2522;892;1260;917;0.05181111111111111;0.0006292222222222222;;840000;29722815;331215;35529068;9460498;840002;2127024;9655564;18003287;848760
19;2;94500;94500;1600;1128;1127;1201;739;455;1200;462;0.016931216931216932;0.0005992592592592592;;288324;136069218;110962520;1353523988;17567256;288324;419846;12070381;18786883;289963
20;1;100000;100000;271;0;0;0;-454;450;1134;454;0.00271;0.0005663;;9223372036854775807;-9223372036854775808;9223372036854775807;-9223372036854775808;0;48983;57662;11098941;20012361;48987
;;113425564;;;;;28102;;;;51074;0.9687784215167549;0.030953238888888887;0.9997316604056438
;;;;;;;-0.8174507152515835;;;;;
